,Sprint_runner,Exchange_runner,Result_runner,Arm_Strength_runner,Result_catcher,Exchange_catcher,Arm_Strength_catcher,Sprint_catcher,Runner_id,Date,Result
0,28.013333333333346,0.7279999999999999,0.6333333333333333,79.72399999999999,0.7333333333333333,0.7319999999999997,86.48000000000005,27.455172413793107,643338,2021-04-01,0
1,27.260000000000012,0.7122222222222224,0.9,80.22222222222223,0.7666666666666667,0.75,81.40000000000005,28.073076923076933,605447,2021-04-01,1
2,27.260000000000012,0.7122222222222224,0.9,80.22222222222223,0.7666666666666667,0.75,81.40000000000005,28.073076923076933,605447,2021-04-01,1
3,27.959999999999983,0.72,1.0,77.21428571428571,0.6666666666666666,0.7059999999999998,82.29999999999998,28.318749999999994,650893,2020-09-30,1
4,29.899999999999984,0.7325,0.9,82.17499999999998,0.6333333333333333,0.75,84.37666666666672,27.542857142857144,543294,2020-09-30,1
5,29.899999999999984,0.7325,0.9,82.17499999999998,0.6333333333333333,0.75,84.37666666666672,27.542857142857144,572193,2020-09-30,1
6,28.279999999999987,0.7425000000000002,0.8,81.56250000000001,0.7666666666666667,0.7393333333333335,78.19333333333334,28.200000000000003,545333,2020-09-30,1
7,28.01999999999998,0.7160000000000001,0.9,83.30999999999999,0.8,0.7699999999999997,73.59999999999995,28.03571428571428,608331,2020-09-30,0
8,28.4,0.7049999999999998,0.5333333333333333,79.42142857142856,0.8,0.7699999999999997,73.59999999999995,28.03571428571428,554431,2020-09-30,1
9,29.899999999999984,0.7185714285714285,0.8,80.09999999999998,0.7666666666666667,0.7600000000000002,84.54999999999995,27.93529411764706,425844,2020-09-29,1
10,29.36,0.7222222222222221,0.6,81.45555555555555,0.6666666666666666,0.686,77.46000000000002,27.585714285714285,607074,2020-09-27,1
11,27.92000000000002,0.7433333333333332,0.6,81.83333333333336,0.6666666666666666,0.686,77.46000000000002,27.585714285714285,607074,2020-09-27,1
12,29.36,0.7222222222222221,0.6,81.45555555555555,0.6666666666666666,0.686,77.46000000000002,27.585714285714285,622772,2020-09-27,1
13,26.139999999999997,0.7541666666666668,0.5,82.06666666666668,0.6666666666666666,0.7146666666666666,77.5,27.486956521739128,461325,2020-09-27,1
14,28.769999999999982,0.7433333333333334,1.0,79.06666666666666,0.9,0.7039999999999995,76.0,28.337037037037035,669160,2020-09-27,0
15,27.29999999999999,0.7377777777777781,0.8,80.6,0.8666666666666667,0.8066666666666664,75.70666666666668,28.11764705882353,542888,2020-09-27,1
16,28.01999999999999,0.7077777777777777,0.9,82.18888888888893,0.7666666666666667,0.7046666666666666,79.92000000000003,28.447619047619042,641540,2020-09-26,1
17,28.0,0.7228571428571429,0.8,80.22857142857144,0.6333333333333333,0.75,84.36666666666672,27.600000000000005,452657,2020-09-26,1
18,27.670000000000012,0.728,0.9,83.93000000000002,0.9,0.7906666666666671,81.60666666666665,27.89629629629629,656353,2020-09-26,1
19,27.419999999999984,0.7280000000000001,0.9,81.35999999999999,0.7666666666666667,0.7166666666666665,79.5,28.372222222222224,502043,2020-09-26,1
20,28.38,0.7388888888888888,0.9,80.32222222222221,0.7333333333333333,0.7073333333333335,81.81666666666665,27.895454545454548,543557,2020-09-26,1
