,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
53,2B,3B,Stolen Base 3B,,665923,Esteury Ruiz,592836,Taijuan Walker,667670,Brent Rooker,R,J.T. Realmuto,592663,1,4,6,False,2023-06-16,Stolen,3B
2,1B,2B,Stolen Base 2B,,677551,Wander Franco,506433,Yu Darvish,670042,Luke Raley,R,Gary Sánchez,596142,0,0,1,True,2023-06-16,Stolen,2B
27,1B,,Caught Stealing 2B,,668227,Randy Arozarena,506433,Yu Darvish,670623,Isaac Paredes,R,Gary Sánchez,596142,0,2,4,True,2023-06-16,Caught,2B
34,1B,2B,Stolen Base 2B,,593428,Xander Bogaerts,663556,Shane McClanahan,630105,Jake Cronenworth,L,Christian Bethancourt,542194,0,2,4,False,2023-06-16,Stolen,2B
41,1B,2B,Stolen Base 2B,,642350,Jose Siri,506433,Yu Darvish,650490,Yandy Díaz,R,Gary Sánchez,596142,0,3,5,True,2023-06-16,Stolen,2B
73,1B,2B,Stolen Base 2B,,666139,Josh Lowe,641703,Brent Honeywell,542194,Christian Bethancourt,R,Gary Sánchez,596142,1,6,8,True,2023-06-16,Stolen,2B
86,1B,,Caught Stealing 2B,,670764,Taylor Walls,622503,Nabil Crismatt,642350,Jose Siri,R,Gary Sánchez,596142,2,6,9,True,2023-06-16,Caught,2B
15,1B,2B,Stolen Base 2B,,664983,Jake McCarthy,657053,Touki Toussaint,672515,Gabriel Moreno,R,David Fry,681807,1,0,2,False,2023-06-16,Stolen,2B
55,1B,2B,Stolen Base 2B,,678225,Ji Hwan Bae,527054,Julio Teheran,595978,Austin Hedges,R,William Contreras,661388,4,1,6,True,2023-06-16,Stolen,2B
83,2B,3B,Stolen Base 3B,,663647,Ke'Bryan Hayes,665625,Elvis Peguero,678225,Ji Hwan Bae,R,William Contreras,661388,5,4,7,True,2023-06-16,Stolen,3B
9,1B,,Caught Stealing 2B,,592273,Brandon Drury,663903,Brady Singer,642136,Matt Thaiss,R,Freddy Fermin,666023,0,1,1,True,2023-06-16,Caught,2B
27,2B,,Caught Stealing 3B,,666160,Mickey Moniak,663903,Brady Singer,545361,Mike Trout,R,Freddy Fermin,666023,0,1,3,True,2023-06-16,Caught,3B
89,1B,2B,Stolen Base 2B,,623205,Andrew Velazquez,680735,Austin Cox,666160,Mickey Moniak,L,Freddy Fermin,666023,0,3,8,True,2023-06-16,Stolen,2B
21,1B,2B,Stolen Base 2B,,680574,Matt McLain,641585,J.P. France,663697,Jonathan India,R,Martín Maldonado,455117,0,0,4,True,2023-06-16,Stolen,2B
27,1B,2B,Stolen Base 2B,,663656,Kyle Tucker,671096,Andrew Abbott,547989,José Abreu,L,Luke Maile,571912,0,0,4,False,2023-06-16,Stolen,2B
74,2B,3B,Stolen Base 3B,,668715,Spencer Steer,606160,Rafael Montero,686759,TJ Hopkins,R,Martín Maldonado,455117,0,2,9,True,2023-06-16,Stolen,3B
82,1B,2B,Stolen Base 2B,,676801,Chas McCormick,664747,Alexis Díaz,667452,Corey Julks,R,Luke Maile,571912,1,2,9,False,2023-06-16,Stolen,2B
58,1B,2B,Stolen Base 2B,,608671,Travis Jankowski,657024,Erik Swanson,543760,Marcus Semien,R,Alejandro Kirk,672386,1,2,7,False,2023-06-16,Stolen,2B
2,1B,,Caught Stealing 2B,,678662,Ezequiel Tovar,694363,Jared Shuster,553869,Elias Díaz,L,Travis d'Arnaud,518595,0,0,1,True,2023-06-16,Caught,2B
6,1B,2B,Stolen Base 2B,,660670,Ronald Acuña Jr.,659275,Dinelson Lamet,645277,Ozzie Albies,R,Jorge Alfaro,595751,0,0,1,False,2023-06-16,Stolen,2B
52,2B,,Caught Stealing 3B,,691023,Jordan Walker,656731,Tylor Megill,669242,Tommy Edman,R,Omar Narváez,553882,5,1,5,True,2023-06-16,Caught,3B
62,1B,2B,Stolen Base 2B,,500743,Miguel Rojas,625643,Reynaldo López,605141,Mookie Betts,R,Yasmani Grandal,518735,4,4,6,False,2023-06-15,Stolen,2B
94,1B,2B,Stolen Base 2B,,643217,Andrew Benintendi,623465,Evan Phillips,650391,Eloy Jiménez,R,Will Smith,669257,4,4,10,True,2023-06-15,Stolen,2B
92,2B,,Caught Stealing 3B,,665742,Juan Soto,663752,Cody Morris,593428,Xander Bogaerts,R,David Fry,681807,6,7,6,False,2023-06-15,Caught,3B
101,1B,2B,Stolen Base 2B,,608070,José Ramírez,607259,Nick Martinez,672356,Gabriel Arias,R,Austin Nola,543592,6,7,7,True,2023-06-15,Stolen,2B
115,1B,2B,Stolen Base 2B,,665487,Fernando Tatis Jr.,663986,Trevor Stephan,665742,Juan Soto,R,David Fry,681807,6,8,8,False,2023-06-15,Stolen,2B
7,1B,,Caught Stealing 2B,,572816,Corey Dickerson,664299,Cristian Javier,660688,Keibert Ruiz,R,Martín Maldonado,455117,0,0,2,True,2023-06-15,Caught,2B
64,1B,2B,Stolen Base 2B,,600869,Jeimer Candelario,593576,Héctor Neris,572816,Corey Dickerson,R,Martín Maldonado,455117,0,0,8,True,2023-06-15,Stolen,2B
68,1B,2B,Stolen Base 2B,,676801,Chas McCormick,640448,Kyle Finnegan,514888,Jose Altuve,R,Keibert Ruiz,660688,0,0,8,False,2023-06-15,Stolen,2B
65,1B,2B,Stolen Base 2B,,608671,Travis Jankowski,606965,Chris Devenski,669701,Josh Smith,R,Chad Wallach,595453,2,3,7,False,2023-06-15,Stolen,2B
70,1B,2B,Stolen Base 2B,,608369,Corey Seager,606965,Chris Devenski,663993,Nathaniel Lowe,R,Chad Wallach,595453,2,3,7,False,2023-06-15,Stolen,2B
37,1B,2B,Stolen Base 2B,,663538,Nico Hoerner,670912,Johan Oviedo,673548,Seiya Suzuki,R,Jason Delay,641511,0,2,3,False,2023-06-15,Stolen,2B
48,1B,2B,Stolen Base 2B,,663611,Nick Madrigal,670912,Johan Oviedo,643565,Mike Tauchman,R,Jason Delay,641511,1,2,4,False,2023-06-15,Stolen,2B
72,1B,2B,Stolen Base 2B,,571466,Tucker Barnhart,669796,Jose E. Hernandez,643565,Mike Tauchman,L,Jason Delay,641511,5,2,5,False,2023-06-15,Stolen,2B
60,1B,2B,Stolen Base 2B,,686668,Brenton Doyle,700363,AJ Smith-Shawver,595777,Jurickson Profar,R,Sean Murphy,669221,6,2,5,True,2023-06-15,Stolen,2B
40,1B,2B,Stolen Base 2B,,595879,Javier Báez,543243,Sonny Gray,665155,Nick Maton,R,Christian Vázquez,543877,4,1,4,True,2023-06-15,Stolen,2B
71,1B,,Caught Stealing 2B,,663837,Matt Vierling,641941,Emilio Pagán,668670,Jake Rogers,R,Christian Vázquez,543877,4,5,6,True,2023-06-15,Caught,2B
80,1B,2B,Stolen Base 2B,,664983,Jake McCarthy,605400,Aaron Nola,672695,Geraldo Perdomo,R,Garrett Stubbs,596117,4,5,7,False,2023-06-15,Stolen,2B
91,1B,2B,Stolen Base 2B,,607208,Trea Turner,612434,Miguel Castro,592206,Nick Castellanos,R,Gabriel Moreno,672515,4,5,8,True,2023-06-15,Stolen,2B
71,1B,,Caught Stealing 2B,,642336,Francisco Mejía,663992,Richard Lovelady,666139,Josh Lowe,L,Carlos Pérez,542208,3,3,6,True,2023-06-15,Caught,2B
101,1B,,Caught Stealing 2B,,677551,Wander Franco,643493,Austin Pruitt,668227,Randy Arozarena,R,Carlos Pérez,542208,3,4,9,True,2023-06-15,Caught,2B
16,1B,2B,Stolen Base 2B,,622761,Jorge Mateo,579328,Yusei Kikuchi,687401,Joey Ortiz,L,Danny Jansen,643376,1,0,2,False,2023-06-15,Stolen,2B
18,2B,3B,Stolen Base 3B,,622761,Jorge Mateo,579328,Yusei Kikuchi,663630,Ryan McKenna,L,Danny Jansen,643376,1,0,2,False,2023-06-15,Stolen,3B
7,1B,2B,Stolen Base 2B,,518692,Freddie Freeman,605182,Mike Clevinger,502110,J.D. Martinez,R,Yasmani Grandal,518735,0,0,1,False,2023-06-14,Stolen,2B
30,1B,2B,Stolen Base 2B,,605141,Mookie Betts,605182,Mike Clevinger,518692,Freddie Freeman,R,Yasmani Grandal,518735,0,2,3,False,2023-06-14,Stolen,2B
101,1B,,Caught Stealing 2B,,462101,Elvis Andrus,660813,Brusdar Graterol,641313,Tim Anderson,R,Austin Barnes,605131,4,5,8,True,2023-06-14,Caught,2B
114,1B,2B,Stolen Base 2B,,663853,Romy Gonzalez,605463,Tayler Scott,669394,Jake Burger,R,Austin Barnes,605131,4,6,9,True,2023-06-14,Stolen,2B
55,1B,2B,Stolen Base 2B,,542932,Jon Berti,666374,Matt Brash,641505,Jonathan Davis,R,Cal Raleigh,663728,0,2,7,True,2023-06-14,Stolen,2B
17,1B,2B,Stolen Base 2B,,624641,Edmundo Sosa,518876,Merrill Kelly,669016,Brandon Marsh,R,Carson Kelly,608348,0,1,2,True,2023-06-14,Stolen,2B
72,1B,2B,Stolen Base 2B,,592206,Nick Castellanos,613534,Austin Adams,592663,J.T. Realmuto,R,Carson Kelly,608348,0,3,8,True,2023-06-14,Stolen,2B
95,2B,3B,Stolen Base 3B,,672695,Geraldo Perdomo,518886,Craig Kimbrel,656896,Emmanuel Rivera,R,J.T. Realmuto,592663,3,3,9,False,2023-06-14,Stolen,3B
36,1B,2B,Stolen Base 2B,,665923,Esteury Ruiz,607192,Tyler Glasnow,676116,Ryan Noda,R,Christian Bethancourt,542194,3,1,3,False,2023-06-14,Stolen,2B
37,2B,3B,Stolen Base 3B,,665923,Esteury Ruiz,607192,Tyler Glasnow,664913,Seth Brown,R,Christian Bethancourt,542194,3,1,3,False,2023-06-14,Stolen,3B
41,1B,,Caught Stealing 2B,,668227,Randy Arozarena,665622,Luis Medina,670623,Isaac Paredes,R,Shea Langeliers,669127,3,1,4,True,2023-06-14,Caught,2B
45,1B,2B,Stolen Base 2B,,607054,Jace Peterson,607192,Tyler Glasnow,681146,Jonah Bride,R,Christian Bethancourt,542194,3,1,4,False,2023-06-14,Stolen,2B
52,1B,2B,Stolen Base 2B,,670764,Taylor Walls,665622,Luis Medina,622534,Manuel Margot,R,Shea Langeliers,669127,3,2,5,True,2023-06-14,Stolen,2B
63,1B,2B,Stolen Base 2B,,666139,Josh Lowe,594580,Sam Moll,668227,Randy Arozarena,L,Shea Langeliers,669127,3,4,5,True,2023-06-14,Stolen,2B
21,1B,,Caught Stealing 2B,,686823,Will Brennan,608379,Michael Wacha,572287,Mike Zunino,R,Gary Sánchez,596142,1,0,3,True,2023-06-14,Caught,2B
43,1B,2B,Stolen Base 2B,,593428,Xander Bogaerts,680704,Nick Sandlin,630105,Jake Cronenworth,R,Mike Zunino,572287,2,0,5,False,2023-06-14,Stolen,2B
53,2B,3B,Stolen Base 3B,,665487,Fernando Tatis Jr.,656529,Sam Hentges,665742,Juan Soto,L,Mike Zunino,572287,4,0,6,False,2023-06-14,Stolen,3B
77,1B,2B,Stolen Base 2B,,665487,Fernando Tatis Jr.,675540,Xzavion Curry,665742,Juan Soto,R,Mike Zunino,572287,5,0,8,False,2023-06-14,Stolen,2B
9,1B,2B,Stolen Base 2B,,514888,Jose Altuve,680686,Josiah Gray,608324,Alex Bregman,R,Keibert Ruiz,660688,0,0,1,False,2023-06-14,Stolen,2B
88,2B,3B,Stolen Base 3B,,663656,Kyle Tucker,640451,Hunter Harvey,667452,Corey Julks,R,Keibert Ruiz,660688,4,4,9,False,2023-06-14,Stolen,3B
47,1B,2B,Stolen Base 2B,,686759,TJ Hopkins,663738,Daniel Lynch IV,676480,Jose Barrero,L,Freddy Fermin,666023,1,3,5,True,2023-06-14,Stolen,2B
94,1B,2B,Stolen Base 2B,,665750,Leody Taveras,656353,Tucker Davidson,543760,Marcus Semien,L,Chad Wallach,595453,6,1,8,False,2023-06-14,Stolen,2B
51,2B,,Caught Stealing 3B,,656582,Connor Joe,592767,Drew Smyly,467793,Carlos Santana,L,Yan Gomes,543228,1,5,5,True,2023-06-14,Caught,3B
56,1B,2B,Stolen Base 2B,,643396,Isiah Kiner-Falefa,548384,Brooks Raley,641856,Billy McKinney,L,Francisco Alvarez,682626,1,3,7,True,2023-06-14,Stolen,2B
58,3B,score,Stolen Base Home,"{'id': 656257, 'link': '/api/v1/people/656257'}",643396,Isiah Kiner-Falefa,548384,Brooks Raley,641856,Billy McKinney,L,Francisco Alvarez,682626,1,3,7,True,2023-06-14,Stolen,Home
7,1B,2B,Stolen Base 2B,,608701,Rob Refsnyder,596295,Austin Gomber,457759,Justin Turner,L,Brian Serven,661531,0,0,1,False,2023-06-14,Stolen,2B
23,1B,,Caught Stealing 2B,,686668,Brenton Doyle,676477,Garrett Whitlock,666134,Nolan Jones,R,Connor Wong,657136,1,0,3,True,2023-06-14,Caught,2B
44,1B,2B,Stolen Base 2B,,686668,Brenton Doyle,676477,Garrett Whitlock,642851,Austin Wynns,R,Connor Wong,657136,1,0,6,True,2023-06-14,Stolen,2B
24,1B,2B,Stolen Base 2B,,662139,Daulton Varsho,680694,Kyle Bradish,665489,Vladimir Guerrero Jr.,R,Adley Rutschman,668939,0,0,4,True,2023-06-14,Stolen,2B
33,1B,,Caught Stealing 2B,,593160,Whit Merrifield,680694,Kyle Bradish,624415,Cavan Biggio,R,Adley Rutschman,668939,0,0,5,True,2023-06-14,Caught,2B
37,1B,,Caught Stealing 2B,,669720,Austin Hays,621244,José Berríos,624428,Adam Frazier,R,Alejandro Kirk,672386,0,0,5,False,2023-06-14,Caught,2B
56,1B,2B,Stolen Base 2B,,595281,Kevin Kiermaier,543056,Danny Coulombe,593160,Whit Merrifield,L,Adley Rutschman,668939,0,2,8,True,2023-06-14,Stolen,2B
60,2B,3B,Stolen Base 3B,,593160,Whit Merrifield,543056,Danny Coulombe,669289,Santiago Espinal,L,Adley Rutschman,668939,0,2,8,True,2023-06-14,Stolen,3B
109,1B,2B,Stolen Base 2B,,642731,Thairo Estrada,571927,Steven Matz,527038,Wilmer Flores,L,Andrew Knizner,668800,5,7,10,True,2023-06-14,Stolen,2B
70,1B,,Caught Stealing 2B,,660670,Ronald Acuña Jr.,671345,Jason Foley,621566,Matt Olson,R,Jake Rogers,668670,5,6,7,True,2023-06-14,Caught,2B
82,1B,2B,Stolen Base 2B,,660670,Ronald Acuña Jr.,686839,Brendan White,621566,Matt Olson,R,Eric Haase,606992,5,8,7,True,2023-06-14,Stolen,2B
103,1B,2B,Stolen Base 2B,,671739,Michael Harris II,668754,Braden Bristo,660670,Ronald Acuña Jr.,R,Eric Haase,606992,5,10,8,True,2023-06-14,Stolen,2B
70,1B,,Caught Stealing 2B,,660670,Ronald Acuña Jr.,671345,Jason Foley,621566,Matt Olson,R,Jake Rogers,668670,5,6,7,True,2023-06-13,Caught,2B
3,1B,2B,Stolen Base 2B,,673357,Luis Robert Jr.,664062,Tony Gonsolin,683734,Andrew Vaughn,R,Will Smith,669257,0,0,1,True,2023-06-13,Stolen,2B
19,1B,2B,Stolen Base 2B,,676609,José Caballero,665795,Edward Cabrera,641487,J.P. Crawford,R,Jacob Stallings,607732,3,0,2,False,2023-06-13,Stolen,2B
32,1B,2B,Stolen Base 2B,,672284,Jarred Kelenic,665795,Edward Cabrera,663728,Cal Raleigh,R,Jacob Stallings,607732,3,0,4,False,2023-06-13,Stolen,2B
38,1B,2B,Stolen Base 2B,,676609,José Caballero,665795,Edward Cabrera,641487,J.P. Crawford,R,Jacob Stallings,607732,5,0,4,False,2023-06-13,Stolen,2B
2,1B,2B,Stolen Base 2B,,607208,Trea Turner,605200,Zach Davies,592206,Nick Castellanos,R,Carson Kelly,608348,0,2,1,True,2023-06-13,Stolen,2B
22,1B,2B,Stolen Base 2B,,607208,Trea Turner,605200,Zach Davies,592206,Nick Castellanos,R,Carson Kelly,608348,0,4,2,True,2023-06-13,Stolen,2B
34,2B,3B,Stolen Base 3B,,547180,Bryce Harper,605200,Zach Davies,664761,Alec Bohm,R,Carson Kelly,608348,0,5,3,True,2023-06-13,Stolen,3B
35,1B,2B,Stolen Base 2B,,592663,J.T. Realmuto,605200,Zach Davies,664761,Alec Bohm,R,Carson Kelly,608348,0,5,3,True,2023-06-13,Stolen,2B
44,1B,,Caught Stealing 2B,,665923,Esteury Ruiz,630023,Yonny Chirinos,667670,Brent Rooker,R,Francisco Mejía,642336,0,1,5,False,2023-06-13,Caught,2B
74,2B,3B,Stolen Base 3B,,657656,Ramón Laureano,621363,Colin Poche,542208,Carlos Pérez,L,Francisco Mejía,642336,2,1,8,False,2023-06-13,Stolen,3B
80,1B,,Caught Stealing 2B,,668227,Randy Arozarena,543507,Trevor May,670623,Isaac Paredes,R,Shea Langeliers,669127,2,1,9,True,2023-06-13,Caught,2B
43,1B,2B,Stolen Base 2B,,663757,Trent Grisham,676440,Tanner Bibee,665742,Juan Soto,R,David Fry,681807,5,1,4,False,2023-06-13,Stolen,2B
35,1B,,Caught Stealing 2B,,600869,Jeimer Candelario,686613,Hunter Brown,572816,Corey Dickerson,R,Martín Maldonado,455117,0,0,4,True,2023-06-13,Caught,2B
83,1B,2B,Stolen Base 2B,,676694,Jake Meyers,663658,Thaddeus Ward,455117,Martín Maldonado,R,Keibert Ruiz,660688,5,1,8,False,2023-06-13,Stolen,2B
14,1B,2B,Stolen Base 2B,,682829,Elly De La Cruz,543475,Jordan Lyles,668715,Spencer Steer,R,Salvador Perez,521692,1,1,2,True,2023-06-13,Stolen,2B
31,2B,3B,Stolen Base 3B,,656413,Stuart Fairchild,543475,Jordan Lyles,680574,Matt McLain,R,Salvador Perez,521692,1,4,2,True,2023-06-13,Stolen,3B
32,1B,2B,Stolen Base 2B,,670770,TJ Friedl,543475,Jordan Lyles,680574,Matt McLain,R,Salvador Perez,521692,1,4,2,True,2023-06-13,Stolen,2B
91,1B,2B,Stolen Base 2B,,660271,Shohei Ohtani,600917,José Leclerc,592273,Brandon Drury,R,Sandy León,506702,3,7,9,True,2023-06-13,Stolen,2B
39,1B,,Caught Stealing 2B,,678225,Ji Hwan Bae,592791,Jameson Taillon,595978,Austin Hedges,R,Tucker Barnhart,571466,3,2,4,True,2023-06-13,Caught,2B
106,1B,2B,Stolen Base 2B,,663538,Nico Hoerner,642239,Rob Zastryzny,673548,Seiya Suzuki,L,Austin Hedges,595978,8,3,8,False,2023-06-13,Stolen,2B
95,1B,2B,Stolen Base 2B,,650489,Willi Castro,642207,Devin Williams,456781,Donovan Solano,R,Victor Caratini,605170,5,5,9,False,2023-06-13,Stolen,2B
38,1B,2B,Stolen Base 2B,,516782,Starling Marte,622663,Luis Severino,683146,Brett Baty,R,Kyle Higashioka,543309,4,1,3,False,2023-06-13,Stolen,2B
100,1B,2B,Stolen Base 2B,,680776,Jarren Duran,664875,Justin Lawrence,624414,Christian Arroyo,R,Elias Díaz,553869,4,4,8,False,2023-06-13,Stolen,2B
102,2B,3B,Stolen Base 3B,,680776,Jarren Duran,664875,Justin Lawrence,624512,Reese McGuire,R,Elias Díaz,553869,4,4,8,False,2023-06-13,Stolen,3B
119,1B,2B,Stolen Base 2B,,681082,Bryson Stott,612434,Miguel Castro,665019,Kody Clemens,R,Carson Kelly,608348,9,8,9,True,2023-06-12,Stolen,2B
59,1B,2B,Stolen Base 2B,,670042,Luke Raley,621076,James Kaprielian,677551,Wander Franco,R,Shea Langeliers,669127,4,0,6,True,2023-06-12,Stolen,2B
63,1B,2B,Stolen Base 2B,,666139,Josh Lowe,621076,James Kaprielian,642350,Jose Siri,R,Shea Langeliers,669127,4,3,6,True,2023-06-12,Stolen,2B
26,1B,,Caught Stealing 2B,,680118,Dairon Blanco,596133,Luke Weaver,521692,Salvador Perez,R,Curt Casali,592200,3,0,2,False,2023-06-12,Caught,2B
65,1B,2B,Stolen Base 2B,,682829,Elly De La Cruz,621016,Jose Cuas,668715,Spencer Steer,R,Salvador Perez,521692,3,3,6,True,2023-06-12,Stolen,2B
93,1B,2B,Stolen Base 2B,,658668,Edward Olivares,571656,Buck Farmer,671221,Drew Waters,R,Curt Casali,592200,3,3,8,False,2023-06-12,Stolen,2B
116,2B,3B,Stolen Base 3B,,681987,Nate Eaton,676689,Ricky Karcher,658668,Edward Olivares,R,Curt Casali,592200,4,5,10,False,2023-06-12,Stolen,3B
117,1B,2B,Stolen Base 2B,,677951,Bobby Witt Jr.,676689,Ricky Karcher,658668,Edward Olivares,R,Curt Casali,592200,4,5,10,False,2023-06-12,Stolen,2B
77,1B,2B,Stolen Base 2B,,665750,Leody Taveras,542881,Tyler Anderson,543760,Marcus Semien,L,Chad Wallach,595453,5,4,6,False,2023-06-12,Stolen,2B
89,1B,2B,Stolen Base 2B,,666969,Adolis García,606965,Chris Devenski,673962,Josh Jung,R,Chad Wallach,595453,5,5,7,False,2023-06-12,Stolen,2B
134,1B,2B,Stolen Base 2B,,545361,Mike Trout,666142,Cole Ragans,570482,Gio Urshela,L,Sandy León,506702,5,7,12,True,2023-06-12,Stolen,2B
2,1B,,Caught Stealing 2B,,596103,Austin Slater,669461,Matthew Liberatore,527038,Wilmer Flores,L,Willson Contreras,575929,0,0,1,True,2023-06-12,Caught,2B
32,1B,,Caught Stealing 2B,,691023,Jordan Walker,657277,Logan Webb,669242,Tommy Edman,R,Patrick Bailey,672275,0,2,3,False,2023-06-12,Caught,2B
106,1B,2B,Stolen Base 2B,,669242,Tommy Edman,666808,Camilo Doval,680977,Brendan Donovan,R,Patrick Bailey,672275,3,4,9,False,2023-06-12,Stolen,2B
42,1B,2B,Stolen Base 2B,,671739,Michael Harris II,682051,Garrett Hill,660670,Ronald Acuña Jr.,R,Jake Rogers,668670,0,3,5,True,2023-06-12,Stolen,2B
62,1B,2B,Stolen Base 2B,,645277,Ozzie Albies,641302,Tyler Alexander,671739,Michael Harris II,L,Jake Rogers,668670,0,3,6,True,2023-06-12,Stolen,2B
2,1B,2B,Stolen Base 2B,,665487,Fernando Tatis Jr.,659275,Dinelson Lamet,592518,Manny Machado,R,Austin Wynns,642851,0,0,1,True,2023-06-11,Stolen,2B
55,1B,2B,Stolen Base 2B,,682829,Elly De La Cruz,425794,Adam Wainwright,668715,Spencer Steer,R,Willson Contreras,575929,3,2,6,True,2023-06-11,Stolen,2B
77,1B,,Caught Stealing 2B,,502671,Paul Goldschmidt,664139,Ian Gibaut,571448,Nolan Arenado,R,Curt Casali,592200,3,3,7,False,2023-06-11,Caught,2B
19,1B,2B,Stolen Base 2B,,655316,Andruw Monasterio,676664,JP Sears,680911,Owen Miller,L,Carlos Pérez,542208,2,0,3,False,2023-06-11,Stolen,2B
48,1B,,Caught Stealing 2B,,680911,Owen Miller,676664,JP Sears,642715,Willy Adames,L,Carlos Pérez,542208,2,4,5,False,2023-06-11,Caught,2B
52,2B,3B,Stolen Base 3B,,657656,Ramón Laureano,665625,Elvis Peguero,667670,Brent Rooker,R,William Contreras,661388,2,4,6,True,2023-06-11,Stolen,3B
68,1B,2B,Stolen Base 2B,,640449,Clint Frazier,623211,Huascar Brazobán,673357,Luis Robert Jr.,R,Nick Fortes,663743,5,1,7,False,2023-06-11,Stolen,2B
61,1B,2B,Stolen Base 2B,,623912,Harold Ramírez,600917,José Leclerc,668227,Randy Arozarena,R,Jonah Heim,641680,7,3,4,False,2023-06-11,Stolen,2B
69,1B,,Caught Stealing 2B,,642350,Jose Siri,600917,José Leclerc,622534,Manuel Margot,R,Jonah Heim,641680,7,3,5,False,2023-06-11,Caught,2B
77,2B,3B,Stolen Base 3B,,662139,Daulton Varsho,663558,Jovani Moran,672386,Alejandro Kirk,L,Christian Vázquez,543877,4,6,5,False,2023-06-11,Stolen,3B
78,1B,2B,Stolen Base 2B,,593160,Whit Merrifield,663558,Jovani Moran,672386,Alejandro Kirk,L,Christian Vázquez,543877,4,6,5,False,2023-06-11,Stolen,2B
83,1B,2B,Stolen Base 2B,,572191,Michael A. Taylor,641672,Thomas Hatch,666397,Edouard Julien,R,Alejandro Kirk,672386,4,6,6,True,2023-06-11,Stolen,2B
115,1B,2B,Stolen Base 2B,,650489,Willi Castro,605447,Jordan Romano,621043,Carlos Correa,R,Alejandro Kirk,672386,7,6,9,True,2023-06-11,Stolen,2B
25,1B,2B,Stolen Base 2B,,605141,Mookie Betts,592836,Taijuan Walker,669257,Will Smith,R,Garrett Stubbs,596117,1,0,3,True,2023-06-11,Stolen,2B
31,2B,3B,Stolen Base 3B,,607208,Trea Turner,605463,Tayler Scott,664761,Alec Bohm,R,Will Smith,669257,1,0,3,False,2023-06-11,Stolen,3B
32,1B,2B,Stolen Base 2B,,547180,Bryce Harper,605463,Tayler Scott,664761,Alec Bohm,R,Will Smith,669257,1,0,3,False,2023-06-11,Stolen,2B
12,2B,3B,Stolen Base 3B,,596019,Francisco Lindor,656605,Mitch Keller,553882,Omar Narváez,R,Austin Hedges,595978,0,0,2,True,2023-06-11,Stolen,3B
13,1B,2B,Stolen Base 2B,,592192,Mark Canha,656605,Mitch Keller,553882,Omar Narváez,R,Austin Hedges,595978,0,0,2,True,2023-06-11,Stolen,2B
55,1B,,Caught Stealing 2B,,658668,Edward Olivares,502043,Kyle Gibson,671221,Drew Waters,R,James McCann,543510,6,3,4,True,2023-06-11,Caught,2B
15,1B,2B,Stolen Base 2B,,686823,Will Brennan,656232,Brandon Bielak,664702,Myles Straw,R,César Salazar,663967,2,0,2,False,2023-06-11,Stolen,2B
26,1B,,Caught Stealing 2B,,647304,Josh Naylor,656232,Brandon Bielak,605137,Josh Bell,R,César Salazar,663967,2,0,3,False,2023-06-11,Caught,2B
28,1B,,Caught Stealing 2B,,667452,Corey Julks,669456,Shane Bieber,608324,Alex Bregman,R,Cam Gallagher,595956,2,0,4,True,2023-06-11,Caught,2B
79,2B,3B,Stolen Base 3B,,682998,Corbin Carroll,656638,Alex Lange,666971,Lourdes Gurriel Jr.,R,Eric Haase,606992,5,3,8,True,2023-06-11,Stolen,3B
61,2B,,Caught Stealing 3B,,572041,AJ Pollock,571901,Aaron Loup,677594,Julio Rodríguez,L,Matt Thaiss,642136,2,5,6,True,2023-06-10,Caught,3B
19,1B,2B,Stolen Base 2B,,457759,Justin Turner,593334,Domingo Germán,646240,Rafael Devers,R,Kyle Higashioka,543309,0,0,3,True,2023-06-10,Stolen,2B
47,1B,2B,Stolen Base 2B,,594807,Adam Duvall,593334,Domingo Germán,624414,Christian Arroyo,R,Kyle Higashioka,543309,1,1,6,True,2023-06-10,Stolen,2B
20,1B,2B,Stolen Base 2B,,667452,Corey Julks,663474,Triston McKenzie,676694,Jake Meyers,R,Mike Zunino,572287,1,3,2,True,2023-06-10,Stolen,2B
29,1B,2B,Stolen Base 2B,,514888,Jose Altuve,663474,Triston McKenzie,608324,Alex Bregman,R,Mike Zunino,572287,1,3,3,True,2023-06-10,Stolen,2B
44,1B,2B,Stolen Base 2B,,667452,Corey Julks,663474,Triston McKenzie,676694,Jake Meyers,R,Mike Zunino,572287,1,4,4,True,2023-06-10,Stolen,2B
51,1B,2B,Stolen Base 2B,,643289,Mauricio Dubón,663474,Triston McKenzie,514888,Jose Altuve,R,Mike Zunino,572287,1,5,4,True,2023-06-10,Stolen,2B
85,1B,2B,Stolen Base 2B,,680757,Steven Kwan,641585,J.P. France,642708,Amed Rosario,R,Martín Maldonado,455117,1,5,7,False,2023-06-10,Stolen,2B
99,1B,2B,Stolen Base 2B,,676694,Jake Meyers,682120,Tim Herrin,455117,Martín Maldonado,L,Mike Zunino,572287,3,5,8,True,2023-06-10,Stolen,2B
105,1B,2B,Stolen Base 2B,,643289,Mauricio Dubón,682120,Tim Herrin,514888,Jose Altuve,L,Mike Zunino,572287,3,5,9,True,2023-06-10,Stolen,2B
