Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
2B,3B,Stolen Base 3B,452254,Hunter Pence,430904,Paul Maholm,435078,Joaquin Arias,L,Miguel Olivo,400018,0,3,6,True,2014-05-09,Stolen,3B
1B,2B,Stolen Base 2B,435622,Ian Desmond,519437,Chris Withrow,434661,Nate McLouth,R,Miguel Olivo,400018,2,0,6,False,2014-05-05,Stolen,2B
1B,,Caught Stealing 2B,592885,Christian Yelich,277417,Josh Beckett,518618,Derek Dietrich,R,Miguel Olivo,400018,0,0,1,False,2014-05-02,Caught,2B
2B,3B,Stolen Base 3B,452254,Hunter Pence,430904,Paul Maholm,435078,Joaquin Arias,L,Miguel Olivo,400018,0,3,6,True,2014-05-09,Stolen,3B
1B,2B,Stolen Base 2B,435622,Ian Desmond,519437,Chris Withrow,434661,Nate McLouth,R,Miguel Olivo,400018,2,0,6,False,2014-05-05,Stolen,2B
1B,,Caught Stealing 2B,592885,Christian Yelich,277417,Josh Beckett,518618,Derek Dietrich,R,Miguel Olivo,400018,0,0,1,False,2014-05-02,Caught,2B
