,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,592348,Niko Goodrum,543557,Mike Montgomery,519222,Austin Romine,L,Salvador Perez,521692,1,4,3,True,2020-09-26,Stolen,2B,2020,2021, 81.7, 0.71
1,1B,,Caught Stealing 2B,592348,Niko Goodrum,622251,Josh Staumont,519222,Austin Romine,R,Salvador Perez,521692,3,4,8,True,2020-09-26,Caught,2B,2020,2021, 81.7, 0.71
2,2B,3B,Stolen Base 3B,592348,Niko Goodrum,605130,Scott Barlow,606992,Eric Haase,R,Salvador Perez,521692,3,2,7,True,2020-09-25,Stolen,3B,2020,2021, 81.7, 0.71
3,1B,2B,Stolen Base 2B,663662,Daz Cameron,605130,Scott Barlow,622682,Victor Reyes,R,Salvador Perez,521692,4,4,6,True,2020-09-24,Stolen,2B,2020,2021, 81.7, 0.71
4,1B,,Caught Stealing 2B,543939,Kolten Wong,663903,Brady Singer,669242,Tommy Edman,R,Salvador Perez,521692,0,3,2,True,2020-09-22,Caught,2B,2020,2021, 81.7, 0.71
5,2B,3B,Stolen Base 3B,570481,Erik González,605130,Scott Barlow,624428,Adam Frazier,R,Salvador Perez,521692,7,4,8,True,2020-09-12,Stolen,3B,2020,2021, 81.7, 0.71
6,1B,2B,Stolen Base 2B,663647,Ke'Bryan Hayes,663460,Kris Bubic,592567,Colin Moran,L,Salvador Perez,521692,3,1,5,True,2020-09-11,Stolen,2B,2020,2021, 81.7, 0.71
7,1B,2B,Stolen Base 2B,608385,Jesse Winker,622251,Josh Staumont,669222,Nick Senzel,R,Salvador Perez,521692,4,5,8,False,2020-08-12,Stolen,2B,2020,2021, 81.7, 0.71
8,1B,2B,Stolen Base 2B,669222,Nick Senzel,453178,Ian Kennedy,592206,Nick Castellanos,R,Salvador Perez,521692,5,3,7,False,2020-08-11,Stolen,2B,2020,2021, 81.7, 0.71
9,1B,2B,Stolen Base 2B,575929,Willson Contreras,642100,Gabe Speier,656941,Kyle Schwarber,L,Salvador Perez,521692,1,4,8,True,2020-08-05,Stolen,2B,2020,2021, 81.7, 0.71
10,1B,,Caught Stealing 2B,605548,Bradley Zimmer,671790,Ronald Bolaños,506702,Sandy León,R,Salvador Perez,521692,2,0,2,False,2020-07-26,Caught,2B,2020,2021, 81.7, 0.71
11,1B,,Caught Stealing 2B,657041,Lane Thomas,622251,Josh Staumont,666185,Dylan Carlson,R,Salvador Perez,521692,6,3,7,False,2020-07-22,Caught,2B,2020,2021, 81.7, 0.71
12,1B,,Caught Stealing 2B,592660,Rangel Ravelo,572096,Trevor Rosenthal,621573,Austin Dean,R,Salvador Perez,521692,6,3,8,False,2020-07-22,Caught,2B,2020,2021, 81.7, 0.71
13,1B,2B,Stolen Base 2B,592348,Niko Goodrum,543557,Mike Montgomery,519222,Austin Romine,L,Salvador Perez,521692,1,4,3,True,2020-09-26,Stolen,2B,2020,2021, 81.7, 0.71
14,1B,,Caught Stealing 2B,592348,Niko Goodrum,622251,Josh Staumont,519222,Austin Romine,R,Salvador Perez,521692,3,4,8,True,2020-09-26,Caught,2B,2020,2021, 81.7, 0.71
15,2B,3B,Stolen Base 3B,592348,Niko Goodrum,605130,Scott Barlow,606992,Eric Haase,R,Salvador Perez,521692,3,2,7,True,2020-09-25,Stolen,3B,2020,2021, 81.7, 0.71
16,1B,2B,Stolen Base 2B,663662,Daz Cameron,605130,Scott Barlow,622682,Victor Reyes,R,Salvador Perez,521692,4,4,6,True,2020-09-24,Stolen,2B,2020,2021, 81.7, 0.71
17,1B,,Caught Stealing 2B,543939,Kolten Wong,663903,Brady Singer,669242,Tommy Edman,R,Salvador Perez,521692,0,3,2,True,2020-09-22,Caught,2B,2020,2021, 81.7, 0.71
18,2B,3B,Stolen Base 3B,570481,Erik González,605130,Scott Barlow,624428,Adam Frazier,R,Salvador Perez,521692,7,4,8,True,2020-09-12,Stolen,3B,2020,2021, 81.7, 0.71
19,1B,2B,Stolen Base 2B,663647,Ke'Bryan Hayes,663460,Kris Bubic,592567,Colin Moran,L,Salvador Perez,521692,3,1,5,True,2020-09-11,Stolen,2B,2020,2021, 81.7, 0.71
20,1B,2B,Stolen Base 2B,608385,Jesse Winker,622251,Josh Staumont,669222,Nick Senzel,R,Salvador Perez,521692,4,5,8,False,2020-08-12,Stolen,2B,2020,2021, 81.7, 0.71
21,1B,2B,Stolen Base 2B,669222,Nick Senzel,453178,Ian Kennedy,592206,Nick Castellanos,R,Salvador Perez,521692,5,3,7,False,2020-08-11,Stolen,2B,2020,2021, 81.7, 0.71
22,1B,2B,Stolen Base 2B,575929,Willson Contreras,642100,Gabe Speier,656941,Kyle Schwarber,L,Salvador Perez,521692,1,4,8,True,2020-08-05,Stolen,2B,2020,2021, 81.7, 0.71
23,1B,,Caught Stealing 2B,605548,Bradley Zimmer,671790,Ronald Bolaños,506702,Sandy León,R,Salvador Perez,521692,2,0,2,False,2020-07-26,Caught,2B,2020,2021, 81.7, 0.71
24,1B,,Caught Stealing 2B,657041,Lane Thomas,622251,Josh Staumont,666185,Dylan Carlson,R,Salvador Perez,521692,6,3,7,False,2020-07-22,Caught,2B,2020,2021, 81.7, 0.71
25,1B,,Caught Stealing 2B,592660,Rangel Ravelo,572096,Trevor Rosenthal,621573,Austin Dean,R,Salvador Perez,521692,6,3,8,False,2020-07-22,Caught,2B,2020,2021, 81.7, 0.71
26,1B,2B,Stolen Base 2B,592348,Niko Goodrum,543557,Mike Montgomery,519222,Austin Romine,L,Salvador Perez,521692,1,4,3,True,2020-09-26,Stolen,2B,2020,2021, 81.7, 0.71
27,1B,,Caught Stealing 2B,592348,Niko Goodrum,622251,Josh Staumont,519222,Austin Romine,R,Salvador Perez,521692,3,4,8,True,2020-09-26,Caught,2B,2020,2021, 81.7, 0.71
28,2B,3B,Stolen Base 3B,592348,Niko Goodrum,605130,Scott Barlow,606992,Eric Haase,R,Salvador Perez,521692,3,2,7,True,2020-09-25,Stolen,3B,2020,2021, 81.7, 0.71
29,1B,2B,Stolen Base 2B,663662,Daz Cameron,605130,Scott Barlow,622682,Victor Reyes,R,Salvador Perez,521692,4,4,6,True,2020-09-24,Stolen,2B,2020,2021, 81.7, 0.71
30,1B,,Caught Stealing 2B,543939,Kolten Wong,663903,Brady Singer,669242,Tommy Edman,R,Salvador Perez,521692,0,3,2,True,2020-09-22,Caught,2B,2020,2021, 81.7, 0.71
31,2B,3B,Stolen Base 3B,570481,Erik González,605130,Scott Barlow,624428,Adam Frazier,R,Salvador Perez,521692,7,4,8,True,2020-09-12,Stolen,3B,2020,2021, 81.7, 0.71
32,1B,2B,Stolen Base 2B,663647,Ke'Bryan Hayes,663460,Kris Bubic,592567,Colin Moran,L,Salvador Perez,521692,3,1,5,True,2020-09-11,Stolen,2B,2020,2021, 81.7, 0.71
33,1B,2B,Stolen Base 2B,608385,Jesse Winker,622251,Josh Staumont,669222,Nick Senzel,R,Salvador Perez,521692,4,5,8,False,2020-08-12,Stolen,2B,2020,2021, 81.7, 0.71
34,1B,2B,Stolen Base 2B,669222,Nick Senzel,453178,Ian Kennedy,592206,Nick Castellanos,R,Salvador Perez,521692,5,3,7,False,2020-08-11,Stolen,2B,2020,2021, 81.7, 0.71
35,1B,2B,Stolen Base 2B,575929,Willson Contreras,642100,Gabe Speier,656941,Kyle Schwarber,L,Salvador Perez,521692,1,4,8,True,2020-08-05,Stolen,2B,2020,2021, 81.7, 0.71
36,1B,,Caught Stealing 2B,605548,Bradley Zimmer,671790,Ronald Bolaños,506702,Sandy León,R,Salvador Perez,521692,2,0,2,False,2020-07-26,Caught,2B,2020,2021, 81.7, 0.71
37,1B,,Caught Stealing 2B,657041,Lane Thomas,622251,Josh Staumont,666185,Dylan Carlson,R,Salvador Perez,521692,6,3,7,False,2020-07-22,Caught,2B,2020,2021, 81.7, 0.71
38,1B,,Caught Stealing 2B,592660,Rangel Ravelo,572096,Trevor Rosenthal,621573,Austin Dean,R,Salvador Perez,521692,6,3,8,False,2020-07-22,Caught,2B,2020,2021, 81.7, 0.71
39,2B,3B,Stolen Base 3B,664702,Myles Straw,663738,Daniel Lynch IV,608070,José Ramírez,L,Salvador Perez,521692,0,1,1,True,2021-09-29,Stolen,3B,2021,2022, 82.9, 0.69
40,1B,,Caught Stealing 2B,664702,Myles Straw,663903,Brady Singer,605548,Bradley Zimmer,R,Salvador Perez,521692,0,0,1,False,2021-09-20,Caught,2B,2021,2022, 82.9, 0.69
41,1B,,Caught Stealing 2B,664238,Dylan Moore,663460,Kris Bubic,571745,Mitch Haniger,L,Salvador Perez,521692,2,0,3,True,2021-09-18,Caught,2B,2021,2022, 82.9, 0.69
42,1B,,Caught Stealing 2B,641487,J.P. Crawford,669169,Jonathan Heasley,572122,Kyle Seager,R,Salvador Perez,521692,0,2,3,True,2021-09-17,Caught,2B,2021,2022, 82.9, 0.69
43,1B,2B,Stolen Base 2B,622761,Jorge Mateo,663804,Jackson Kowar,642721,Kelvin Gutiérrez,R,Salvador Perez,521692,6,2,6,False,2021-09-07,Stolen,2B,2021,2022, 82.9, 0.69
44,1B,,Caught Stealing 2B,622761,Jorge Mateo,663460,Kris Bubic,663630,Ryan McKenna,L,Salvador Perez,521692,0,0,2,False,2021-09-06,Caught,2B,2021,2022, 82.9, 0.69
45,1B,,Caught Stealing 2B,669242,Tommy Edman,641745,Brad Keller,502671,Paul Goldschmidt,R,Salvador Perez,521692,0,0,3,True,2021-08-14,Caught,2B,2021,2022, 82.9, 0.69
46,1B,,Caught Stealing 2B,664056,Harrison Bader,641745,Brad Keller,624641,Edmundo Sosa,R,Salvador Perez,521692,1,2,7,True,2021-08-14,Caught,2B,2021,2022, 82.9, 0.69
47,1B,2B,Stolen Base 2B,502671,Paul Goldschmidt,451584,Wade Davis,641933,Tyler O'Neill,R,Salvador Perez,521692,0,3,8,True,2021-08-13,Stolen,2B,2021,2022, 82.9, 0.69
48,1B,2B,Stolen Base 2B,666182,Bo Bichette,663738,Daniel Lynch IV,666971,Lourdes Gurriel Jr.,L,Salvador Perez,521692,3,0,3,False,2021-07-30,Stolen,2B,2021,2022, 82.9, 0.69
49,1B,,Caught Stealing 2B,660162,Yoán Moncada,593619,Domingo Tapia,544725,Leury García,R,Salvador Perez,521692,0,2,7,True,2021-07-28,Caught,2B,2021,2022, 82.9, 0.69
50,1B,,Caught Stealing 2B,541645,Avisaíl García,501985,Mike Minor,649966,Luis Urías,L,Salvador Perez,521692,2,2,6,False,2021-07-20,Caught,2B,2021,2022, 82.9, 0.69
51,1B,2B,Stolen Base 2B,640458,Óscar Mercado,641745,Brad Keller,605548,Bradley Zimmer,R,Salvador Perez,521692,1,0,7,False,2021-07-09,Stolen,2B,2021,2022, 82.9, 0.69
52,2B,3B,Stolen Base 3B,673451,Shogo Akiyama,622092,Kyle Zimmer,502273,Mike Freeman,R,Salvador Perez,521692,2,4,8,True,2021-07-07,Stolen,3B,2021,2022, 82.9, 0.69
53,1B,2B,Stolen Base 2B,543877,Christian Vázquez,518813,Greg Holland,656308,Michael Chavis,R,Salvador Perez,521692,7,6,7,False,2021-06-29,Stolen,2B,2021,2022, 82.9, 0.69
54,1B,,Caught Stealing 2B,656308,Michael Chavis,622092,Kyle Zimmer,571771,Enrique Hernández,R,Salvador Perez,521692,5,5,4,False,2021-06-28,Caught,2B,2021,2022, 82.9, 0.69
55,1B,,Caught Stealing 2B,643396,Isiah Kiner-Falefa,641394,Jake Brentz,663993,Nathaniel Lowe,L,Salvador Perez,521692,4,1,6,False,2021-06-27,Caught,2B,2021,2022, 82.9, 0.69
56,1B,,Caught Stealing 2B,650489,Willi Castro,641745,Brad Keller,543257,Robbie Grossman,R,Salvador Perez,521692,0,4,2,True,2021-06-14,Caught,2B,2021,2022, 82.9, 0.69
57,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,429722,Ervin Santana,543685,Anthony Rendon,R,Salvador Perez,521692,4,2,2,False,2021-06-07,Stolen,2B,2021,2022, 82.9, 0.69
58,1B,2B,Stolen Base 2B,624503,Nick Gordon,622251,Josh Staumont,680777,Ryan Jeffers,R,Salvador Perez,521692,1,2,8,True,2021-06-06,Stolen,2B,2021,2022, 82.9, 0.69
59,1B,2B,Stolen Base 2B,443558,Nelson Cruz,501985,Mike Minor,666135,Alex Kirilloff,L,Salvador Perez,521692,2,3,3,True,2021-06-05,Stolen,2B,2021,2022, 82.9, 0.69
60,1B,,Caught Stealing 2B,668227,Randy Arozarena,501985,Mike Minor,622534,Manuel Margot,L,Salvador Perez,521692,1,0,5,False,2021-05-26,Caught,2B,2021,2022, 82.9, 0.69
61,1B,,Caught Stealing 2B,592444,JaCoby Jones,663460,Kris Bubic,668731,Akil Baddoo,L,Salvador Perez,521692,4,1,6,False,2021-05-13,Caught,2B,2021,2022, 82.9, 0.69
62,1B,2B,Stolen Base 2B,592348,Niko Goodrum,622251,Josh Staumont,650489,Willi Castro,R,Salvador Perez,521692,4,2,8,False,2021-05-12,Stolen,2B,2021,2022, 82.9, 0.69
63,2B,3B,Stolen Base 3B,647304,Josh Naylor,663903,Brady Singer,595978,Austin Hedges,R,Salvador Perez,521692,2,0,5,True,2021-05-05,Stolen,3B,2021,2022, 82.9, 0.69
64,1B,2B,Stolen Base 2B,621439,Byron Buxton,663903,Brady Singer,443558,Nelson Cruz,R,Salvador Perez,521692,0,0,1,False,2021-04-30,Stolen,2B,2021,2022, 82.9, 0.69
65,1B,2B,Stolen Base 2B,543257,Robbie Grossman,605130,Scott Barlow,605612,Harold Castro,R,Salvador Perez,521692,2,3,7,False,2021-04-26,Stolen,2B,2021,2022, 82.9, 0.69
66,1B,,Caught Stealing 2B,592348,Niko Goodrum,518633,Danny Duffy,600869,Jeimer Candelario,L,Salvador Perez,521692,0,0,4,False,2021-04-25,Caught,2B,2021,2022, 82.9, 0.69
67,1B,2B,Stolen Base 2B,592348,Niko Goodrum,501985,Mike Minor,670097,Zack Short,L,Salvador Perez,521692,0,2,4,False,2021-04-23,Stolen,2B,2021,2022, 82.9, 0.69
