,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,592669,Hunter Renfroe,612434,Miguel Castro,622534,Manuel Margot,R,Bryan Holaday,592407,3,2,6,False,2020-08-26,Stolen,2B,2020,2021, 76.9, 0.63
1,1B,,Caught Stealing 2B,607208,Trea Turner,502171,Alex Cobb,594809,Adam Eaton,R,Bryan Holaday,592407,0,0,3,True,2020-07-20,Caught,2B,2020,2021, 76.9, 0.63
2,1B,2B,Stolen Base 2B,592669,Hunter Renfroe,612434,Miguel Castro,622534,Manuel Margot,R,Bryan Holaday,592407,3,2,6,False,2020-08-26,Stolen,2B,2020,2021, 76.9, 0.63
3,1B,,Caught Stealing 2B,607208,Trea Turner,502171,Alex Cobb,594809,Adam Eaton,R,Bryan Holaday,592407,0,0,3,True,2020-07-20,Caught,2B,2020,2021, 76.9, 0.63
4,1B,2B,Stolen Base 2B,592669,Hunter Renfroe,612434,Miguel Castro,622534,Manuel Margot,R,Bryan Holaday,592407,3,2,6,False,2020-08-26,Stolen,2B,2020,2021, 76.9, 0.63
5,1B,,Caught Stealing 2B,607208,Trea Turner,502171,Alex Cobb,594809,Adam Eaton,R,Bryan Holaday,592407,0,0,3,True,2020-07-20,Caught,2B,2020,2021, 76.9, 0.63
6,1B,2B,Stolen Base 2B,645302,Victor Robles,592761,Caleb Smith,543685,Anthony Rendon,L,Bryan Holaday,592407,1,0,3,False,2019-09-01,Stolen,2B,2019,2020, 77.1, 0.68
7,1B,,Caught Stealing 2B,664068,Scott Kingery,656257,Jeff Brigham,656514,Adam Haseley,R,Bryan Holaday,592407,3,2,7,True,2019-08-25,Caught,2B,2019,2020, 77.1, 0.68
8,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,592773,Ryne Stanek,645277,Ozzie Albies,R,Bryan Holaday,592407,2,6,9,True,2019-08-10,Stolen,2B,2019,2020, 77.1, 0.68
9,2B,3B,Stolen Base 3B,660670,Ronald Acuña Jr.,592773,Ryne Stanek,645277,Ozzie Albies,R,Bryan Holaday,592407,2,6,9,True,2019-08-10,Stolen,3B,2019,2020, 77.1, 0.68
10,1B,2B,Stolen Base 2B,642708,Amed Rosario,645261,Sandy Alcantara,624424,Michael Conforto,R,Bryan Holaday,592407,2,0,1,False,2019-08-05,Stolen,2B,2019,2020, 77.1, 0.68
11,1B,2B,Stolen Base 2B,502054,Tommy Pham,592761,Caleb Smith,518595,Travis d'Arnaud,L,Bryan Holaday,592407,1,0,1,False,2019-08-04,Stolen,2B,2019,2020, 77.1, 0.68
12,1B,2B,Stolen Base 2B,628338,Guillermo Heredia,664918,Kyle Keller,642715,Willy Adames,R,Bryan Holaday,592407,6,1,7,False,2019-08-04,Stolen,2B,2019,2020, 77.1, 0.68
13,1B,2B,Stolen Base 2B,621439,Byron Buxton,657141,Jordan Yamamoto,501381,Michael Pineda,R,Bryan Holaday,592407,0,1,2,True,2019-08-01,Stolen,2B,2019,2020, 77.1, 0.68
14,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,622694,Elieser Hernández,606466,Ketel Marte,R,Bryan Holaday,592407,0,0,1,True,2019-07-28,Stolen,2B,2019,2020, 77.1, 0.68
