Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
1B,2B,Stolen Base 2B,516416,Jean Segura,545363,Jacob Turner,455117,Martín Maldonado,R,John Baker,434633,1,2,2,False,2014-09-28,Stolen,2B
1B,2B,Stolen Base 2B,467827,Gerardo Parra,545363,Jacob Turner,460075,Ryan Braun,R,John Baker,434633,2,2,5,False,2014-09-28,Stolen,2B
1B,2B,Stolen Base 2B,502582,Logan Schafer,519166,Neil Ramírez,467070,Elian Herrera,R,John Baker,434633,2,4,7,False,2014-09-28,Stolen,2B
1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,467094,Felix Doubront,624577,Yasiel Puig,L,John Baker,434633,1,2,3,True,2014-09-20,Stolen,2B
1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,449079,Wesley Wright,624577,Yasiel Puig,L,John Baker,434633,2,6,6,True,2014-09-20,Caught,2B
1B,,Caught Stealing 2B,457705,Andrew McCutchen,453646,Carlos Villanueva,431145,Russell Martin,R,John Baker,434633,2,3,5,True,2014-09-06,Caught,2B
1B,2B,Stolen Base 2B,474568,Jordy Mercer,519166,Neil Ramírez,431145,Russell Martin,R,John Baker,434633,3,3,7,True,2014-09-06,Stolen,2B
1B,,Caught Stealing 2B,516782,Starling Marte,489295,Brian Schlitter,477195,Ike Davis,R,John Baker,434633,3,3,10,True,2014-09-06,Caught,2B
1B,,Caught Stealing 2B,457705,Andrew McCutchen,453646,Carlos Villanueva,431145,Russell Martin,R,John Baker,434633,2,3,5,True,2014-09-05,Caught,2B
1B,2B,Stolen Base 2B,474568,Jordy Mercer,519166,Neil Ramírez,431145,Russell Martin,R,John Baker,434633,3,3,7,True,2014-09-05,Stolen,2B
1B,,Caught Stealing 2B,516782,Starling Marte,489295,Brian Schlitter,477195,Ike Davis,R,John Baker,434633,3,3,10,True,2014-09-05,Caught,2B
1B,2B,Stolen Base 2B,571740,Billy Hamilton,453562,Jake Arrieta,453943,Todd Frazier,R,John Baker,434633,0,0,1,False,2014-08-28,Stolen,2B
1B,2B,Stolen Base 2B,502117,Kristopher Negrón,453562,Jake Arrieta,435401,Skip Schumaker,R,John Baker,434633,0,0,2,False,2014-08-28,Stolen,2B
1B,2B,Stolen Base 2B,446359,Zack Cozart,453562,Jake Arrieta,518420,Dylan Axelrod,R,John Baker,434633,1,0,2,False,2014-08-28,Stolen,2B
1B,2B,Stolen Base 2B,453943,Todd Frazier,453562,Jake Arrieta,408252,Brandon Phillips,R,John Baker,434633,3,0,2,False,2014-08-28,Stolen,2B
1B,2B,Stolen Base 2B,446359,Zack Cozart,453562,Jake Arrieta,571740,Billy Hamilton,R,John Baker,434633,3,0,4,False,2014-08-28,Stolen,2B
1B,2B,Stolen Base 2B,453943,Todd Frazier,453562,Jake Arrieta,408252,Brandon Phillips,R,John Baker,434633,6,0,4,False,2014-08-28,Stolen,2B
