,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,571448,Nolan Arenado,605154,John Brebbia,425877,Yadier Molina,R,Chadwick Tromp,644433,3,5,7,True,2021-07-06,Stolen,2B,2021,2022, --, 0.62
1,1B,2B,Stolen Base 2B,518586,Charlie Culberson,669674,Sam Long,642201,Eli White,L,Chadwick Tromp,644433,0,0,3,False,2021-06-09,Stolen,2B,2021,2022, --, 0.62
2,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,643511,Tyler Rogers,571788,Brock Holt,R,Chadwick Tromp,644433,1,2,9,False,2021-06-09,Stolen,2B,2021,2022, --, 0.62
3,1B,,Caught Stealing 2B,641829,Jason Martin,643511,Tyler Rogers,642201,Eli White,R,Chadwick Tromp,644433,3,3,10,False,2021-06-09,Caught,2B,2021,2022, --, 0.62
4,2B,3B,Stolen Base 3B,595879,Javier Báez,643511,Tyler Rogers,518792,Jason Heyward,R,Chadwick Tromp,644433,4,3,9,True,2021-06-05,Stolen,3B,2021,2022, --, 0.62
5,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,643511,Tyler Rogers,518792,Jason Heyward,R,Chadwick Tromp,644433,4,3,9,True,2021-06-05,Stolen,2B,2021,2022, --, 0.62
6,1B,2B,Stolen Base 2B,571448,Nolan Arenado,605154,John Brebbia,425877,Yadier Molina,R,Chadwick Tromp,644433,3,5,7,True,2021-07-06,Stolen,2B,2021,2022, --, 0.62
7,1B,2B,Stolen Base 2B,518586,Charlie Culberson,669674,Sam Long,642201,Eli White,L,Chadwick Tromp,644433,0,0,3,False,2021-06-09,Stolen,2B,2021,2022, --, 0.62
8,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,643511,Tyler Rogers,571788,Brock Holt,R,Chadwick Tromp,644433,1,2,9,False,2021-06-09,Stolen,2B,2021,2022, --, 0.62
9,1B,,Caught Stealing 2B,641829,Jason Martin,643511,Tyler Rogers,642201,Eli White,R,Chadwick Tromp,644433,3,3,10,False,2021-06-09,Caught,2B,2021,2022, --, 0.62
10,2B,3B,Stolen Base 3B,595879,Javier Báez,643511,Tyler Rogers,518792,Jason Heyward,R,Chadwick Tromp,644433,4,3,9,True,2021-06-05,Stolen,3B,2021,2022, --, 0.62
11,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,643511,Tyler Rogers,518792,Jason Heyward,R,Chadwick Tromp,644433,4,3,9,True,2021-06-05,Stolen,2B,2021,2022, --, 0.62
12,1B,2B,Stolen Base 2B,596019,Francisco Lindor,450203,Charlie Morton,624413,Pete Alonso,R,Chadwick Tromp,644433,2,0,5,False,2023-05-01,Stolen,2B,2023,2024, 80.7, 0.59
13,1B,2B,Stolen Base 2B,596019,Francisco Lindor,450203,Charlie Morton,624413,Pete Alonso,R,Chadwick Tromp,644433,2,0,5,False,2023-04-30,Stolen,2B,2023,2024, 80.7, 0.59
14,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,657140,Kyle Wright,643265,Garrett Cooper,R,Chadwick Tromp,644433,0,0,1,True,2023-04-27,Stolen,2B,2023,2024, 80.7, 0.59
15,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,445926,Jesse Chavez,643265,Garrett Cooper,R,Chadwick Tromp,644433,4,5,9,True,2023-04-27,Stolen,2B,2023,2024, 80.7, 0.59
16,2B,3B,Stolen Base 3B,663656,Kyle Tucker,608331,Max Fried,682073,David Hensley,L,Chadwick Tromp,644433,0,0,2,True,2023-04-23,Stolen,3B,2023,2024, 80.7, 0.59
17,1B,2B,Stolen Base 2B,596019,Francisco Lindor,450203,Charlie Morton,624413,Pete Alonso,R,Chadwick Tromp,644433,2,0,5,False,2023-05-01,Stolen,2B,2023,2024, 80.7, 0.59
18,1B,2B,Stolen Base 2B,596019,Francisco Lindor,450203,Charlie Morton,624413,Pete Alonso,R,Chadwick Tromp,644433,2,0,5,False,2023-04-30,Stolen,2B,2023,2024, 80.7, 0.59
19,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,657140,Kyle Wright,643265,Garrett Cooper,R,Chadwick Tromp,644433,0,0,1,True,2023-04-27,Stolen,2B,2023,2024, 80.7, 0.59
20,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,445926,Jesse Chavez,643265,Garrett Cooper,R,Chadwick Tromp,644433,4,5,9,True,2023-04-27,Stolen,2B,2023,2024, 80.7, 0.59
21,2B,3B,Stolen Base 3B,663656,Kyle Tucker,608331,Max Fried,682073,David Hensley,L,Chadwick Tromp,644433,0,0,2,True,2023-04-23,Stolen,3B,2023,2024, 80.7, 0.59
