,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,641857,Ryan McMahon,680686,Josiah Gray,553869,Elias Díaz,R,Keibert Ruiz,660688,0,3,4,False,2021-09-27,Stolen,2B,2021,2022, 79.0, 0.71
1,2B,,Caught Stealing 3B,592261,Delino DeShields,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022, 79.0, 0.71
2,1B,2B,Caught Stealing 3B,663697,Jonathan India,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022, 79.0, 0.71
3,1B,2B,Stolen Base 2B,592206,Nick Castellanos,543594,Sean Nolin,458015,Joey Votto,L,Keibert Ruiz,660688,7,4,7,False,2021-09-24,Stolen,2B,2021,2022, 79.0, 0.71
4,1B,2B,Stolen Base 2B,606157,Aristides Aquino,640448,Kyle Finnegan,663697,Jonathan India,R,Keibert Ruiz,660688,7,7,9,False,2021-09-24,Stolen,2B,2021,2022, 79.0, 0.71
5,1B,2B,Stolen Base 2B,592261,Delino DeShields,571578,Patrick Corbin,676480,Jose Barrero,L,Keibert Ruiz,660688,0,0,2,False,2021-09-23,Stolen,2B,2021,2022, 79.0, 0.71
6,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,621348,Sam Clay,621446,Lewis Brinson,L,Keibert Ruiz,660688,8,7,10,False,2021-09-20,Stolen,3B,2021,2022, 79.0, 0.71
7,1B,2B,Stolen Base 2B,596115,Trevor Story,600921,Andrés Machado,543068,C.J. Cron,R,Keibert Ruiz,660688,3,0,8,True,2021-09-19,Stolen,2B,2021,2022, 79.0, 0.71
8,1B,2B,Stolen Base 2B,656541,Sam Hilliard,640448,Kyle Finnegan,606132,Raimel Tapia,R,Keibert Ruiz,660688,8,8,9,True,2021-09-17,Stolen,2B,2021,2022, 79.0, 0.71
9,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,502179,Paolo Espino,650559,Bryan De La Cruz,R,Keibert Ruiz,660688,0,0,1,True,2021-09-13,Stolen,2B,2021,2022, 79.0, 0.71
10,1B,2B,Stolen Base 2B,594694,Wilmer Difo,607560,Ryne Harper,592325,Ben Gamel,R,Keibert Ruiz,660688,10,7,8,False,2021-09-11,Stolen,2B,2021,2022, 79.0, 0.71
11,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-09-04,Caught,2B,2021,2022, 79.0, 0.71
12,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-09-04,Stolen,2B,2021,2022, 79.0, 0.71
13,1B,,Caught Stealing 2B,578428,Jose Iglesias,628711,Julio Urías,670351,Jose Rojas,L,Keibert Ruiz,660688,4,1,4,False,2021-05-07,Caught,2B,2021,2022, 79.0, 0.71
14,1B,2B,Stolen Base 2B,545361,Mike Trout,628711,Julio Urías,665120,Jared Walsh,L,Keibert Ruiz,660688,5,1,5,False,2021-05-07,Stolen,2B,2021,2022, 79.0, 0.71
15,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-04-04,Caught,2B,2021,2022, 79.0, 0.71
16,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-04-04,Stolen,2B,2021,2022, 79.0, 0.71
17,1B,2B,Stolen Base 2B,641857,Ryan McMahon,680686,Josiah Gray,553869,Elias Díaz,R,Keibert Ruiz,660688,0,3,4,False,2021-09-27,Stolen,2B,2021,2022, 79.0, 0.71
18,2B,,Caught Stealing 3B,592261,Delino DeShields,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022, 79.0, 0.71
19,1B,2B,Caught Stealing 3B,663697,Jonathan India,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022, 79.0, 0.71
20,1B,2B,Stolen Base 2B,592206,Nick Castellanos,543594,Sean Nolin,458015,Joey Votto,L,Keibert Ruiz,660688,7,4,7,False,2021-09-24,Stolen,2B,2021,2022, 79.0, 0.71
21,1B,2B,Stolen Base 2B,606157,Aristides Aquino,640448,Kyle Finnegan,663697,Jonathan India,R,Keibert Ruiz,660688,7,7,9,False,2021-09-24,Stolen,2B,2021,2022, 79.0, 0.71
22,1B,2B,Stolen Base 2B,592261,Delino DeShields,571578,Patrick Corbin,676480,Jose Barrero,L,Keibert Ruiz,660688,0,0,2,False,2021-09-23,Stolen,2B,2021,2022, 79.0, 0.71
23,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,621348,Sam Clay,621446,Lewis Brinson,L,Keibert Ruiz,660688,8,7,10,False,2021-09-20,Stolen,3B,2021,2022, 79.0, 0.71
24,1B,2B,Stolen Base 2B,596115,Trevor Story,600921,Andrés Machado,543068,C.J. Cron,R,Keibert Ruiz,660688,3,0,8,True,2021-09-19,Stolen,2B,2021,2022, 79.0, 0.71
25,1B,2B,Stolen Base 2B,656541,Sam Hilliard,640448,Kyle Finnegan,606132,Raimel Tapia,R,Keibert Ruiz,660688,8,8,9,True,2021-09-17,Stolen,2B,2021,2022, 79.0, 0.71
26,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,502179,Paolo Espino,650559,Bryan De La Cruz,R,Keibert Ruiz,660688,0,0,1,True,2021-09-13,Stolen,2B,2021,2022, 79.0, 0.71
27,1B,2B,Stolen Base 2B,594694,Wilmer Difo,607560,Ryne Harper,592325,Ben Gamel,R,Keibert Ruiz,660688,10,7,8,False,2021-09-11,Stolen,2B,2021,2022, 79.0, 0.71
28,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-09-04,Caught,2B,2021,2022, 79.0, 0.71
29,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-09-04,Stolen,2B,2021,2022, 79.0, 0.71
30,1B,,Caught Stealing 2B,578428,Jose Iglesias,628711,Julio Urías,670351,Jose Rojas,L,Keibert Ruiz,660688,4,1,4,False,2021-05-07,Caught,2B,2021,2022, 79.0, 0.71
31,1B,2B,Stolen Base 2B,545361,Mike Trout,628711,Julio Urías,665120,Jared Walsh,L,Keibert Ruiz,660688,5,1,5,False,2021-05-07,Stolen,2B,2021,2022, 79.0, 0.71
32,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-04-04,Caught,2B,2021,2022, 79.0, 0.71
33,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-04-04,Stolen,2B,2021,2022, 79.0, 0.71
34,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,672851,Joan Adon,645277,Ozzie Albies,R,Keibert Ruiz,660688,0,3,3,False,2023-09-30,Stolen,2B,2023,2024, 78.9, 0.68
35,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,592866,Trevor Williams,645277,Ozzie Albies,R,Keibert Ruiz,660688,0,0,1,False,2023-09-29,Stolen,2B,2023,2024, 78.9, 0.68
36,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,592866,Trevor Williams,645277,Ozzie Albies,R,Keibert Ruiz,660688,2,0,2,False,2023-09-29,Stolen,2B,2023,2024, 78.9, 0.68
37,1B,2B,Stolen Base 2B,663897,Luke Williams,592866,Trevor Williams,542303,Marcell Ozuna,R,Keibert Ruiz,660688,2,0,3,False,2023-09-29,Stolen,2B,2023,2024, 78.9, 0.68
38,1B,2B,Stolen Base 2B,657088,Forrest Wall,686747,Joe La Sorsa,607680,Kevin Pillar,L,Keibert Ruiz,660688,6,10,7,False,2023-09-29,Stolen,2B,2023,2024, 78.9, 0.68
39,1B,2B,Stolen Base 2B,669720,Austin Hays,571578,Patrick Corbin,543305,Aaron Hicks,L,Keibert Ruiz,660688,0,0,1,False,2023-09-27,Stolen,2B,2023,2024, 78.9, 0.68
40,2B,3B,Stolen Base 3B,622761,Jorge Mateo,571578,Patrick Corbin,668939,Adley Rutschman,L,Keibert Ruiz,660688,3,1,5,False,2023-09-27,Stolen,3B,2023,2024, 78.9, 0.68
41,1B,2B,Stolen Base 2B,624428,Adam Frazier,680686,Josiah Gray,602104,Ramón Urías,R,Keibert Ruiz,660688,1,0,2,False,2023-09-26,Stolen,2B,2023,2024, 78.9, 0.68
42,3B,,Caught Stealing Home,683002,Gunnar Henderson,676395,Robert Garcia,656811,Ryan O'Hearn,L,Keibert Ruiz,660688,1,0,8,False,2023-09-26,Caught,Home,2023,2024, 78.9, 0.68
43,1B,2B,Stolen Base 2B,657088,Forrest Wall,672851,Joan Adon,671739,Michael Harris II,R,Keibert Ruiz,660688,0,0,3,True,2023-09-24,Stolen,2B,2023,2024, 78.9, 0.68
44,1B,2B,Stolen Base 2B,657088,Forrest Wall,672851,Joan Adon,671739,Michael Harris II,R,Keibert Ruiz,660688,0,0,3,True,2023-09-23,Stolen,2B,2023,2024, 78.9, 0.68
