Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
1B,2B,Stolen Base 2B,542364,Rafael Ortega,592826,Vince Velasquez,663611,Nick Madrigal,R,Xavier Fernández,641569,1,4,3,False,2022-04-04,Stolen,2B
1B,,Caught Stealing 2B,542364,Rafael Ortega,608665,Kendall Graveman,663611,Nick Madrigal,R,Xavier Fernández,641569,6,4,4,False,2022-04-04,Caught,2B
