,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,,Caught Stealing 2B,643446,Jeff McNeil,605483,Blake Snell,605204,J.D. Davis,L,Kevan Smith,607345,2,1,5,False,2020-09-22,Caught,2B,2020,2021, 82.0, 0.75
1,1B,2B,Stolen Base 2B,622168,Yairo Muñoz,664126,Pete Fairbanks,543877,Christian Vázquez,R,Kevan Smith,607345,3,2,5,True,2020-09-13,Stolen,2B,2020,2021, 82.0, 0.75
2,1B,2B,Stolen Base 2B,519346,Eric Thames,670950,Trevor Richards,666198,Carter Kieboom,R,Kevan Smith,607345,4,0,6,False,2020-09-07,Stolen,2B,2020,2021, 82.0, 0.75
3,2B,3B,Caught Stealing 3B,542583,Jesús Aguilar,607192,Tyler Glasnow,650331,Lewin Díaz,R,Kevan Smith,607345,1,3,3,True,2020-09-06,Caught,3B,2020,2021, 82.0, 0.75
4,1B,2B,Caught Stealing 3B,605119,Brian Anderson,607192,Tyler Glasnow,650331,Lewin Díaz,R,Kevan Smith,607345,1,3,3,True,2020-09-06,Caught,3B,2020,2021, 82.0, 0.75
5,1B,2B,Stolen Base 2B,516782,Starling Marte,664126,Pete Fairbanks,542583,Jesús Aguilar,R,Kevan Smith,607345,3,3,8,True,2020-09-06,Stolen,2B,2020,2021, 82.0, 0.75
6,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,552640,Andrew Kittredge,592273,Brandon Drury,R,Kevan Smith,607345,1,4,7,True,2020-07-26,Stolen,3B,2020,2021, 82.0, 0.75
7,2B,3B,Stolen Base 3B,669289,Santiago Espinal,475054,Chaz Roe,666971,Lourdes Gurriel Jr.,R,Kevan Smith,607345,4,5,10,True,2020-07-26,Stolen,3B,2020,2021, 82.0, 0.75
8,1B,,Caught Stealing 2B,643446,Jeff McNeil,605483,Blake Snell,605204,J.D. Davis,L,Kevan Smith,607345,2,1,5,False,2020-09-22,Caught,2B,2020,2021, 82.0, 0.75
9,1B,2B,Stolen Base 2B,622168,Yairo Muñoz,664126,Pete Fairbanks,543877,Christian Vázquez,R,Kevan Smith,607345,3,2,5,True,2020-09-13,Stolen,2B,2020,2021, 82.0, 0.75
10,1B,2B,Stolen Base 2B,519346,Eric Thames,670950,Trevor Richards,666198,Carter Kieboom,R,Kevan Smith,607345,4,0,6,False,2020-09-07,Stolen,2B,2020,2021, 82.0, 0.75
11,2B,3B,Caught Stealing 3B,542583,Jesús Aguilar,607192,Tyler Glasnow,650331,Lewin Díaz,R,Kevan Smith,607345,1,3,3,True,2020-09-06,Caught,3B,2020,2021, 82.0, 0.75
12,1B,2B,Caught Stealing 3B,605119,Brian Anderson,607192,Tyler Glasnow,650331,Lewin Díaz,R,Kevan Smith,607345,1,3,3,True,2020-09-06,Caught,3B,2020,2021, 82.0, 0.75
13,1B,2B,Stolen Base 2B,516782,Starling Marte,664126,Pete Fairbanks,542583,Jesús Aguilar,R,Kevan Smith,607345,3,3,8,True,2020-09-06,Stolen,2B,2020,2021, 82.0, 0.75
14,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,552640,Andrew Kittredge,592273,Brandon Drury,R,Kevan Smith,607345,1,4,7,True,2020-07-26,Stolen,3B,2020,2021, 82.0, 0.75
15,2B,3B,Stolen Base 3B,669289,Santiago Espinal,475054,Chaz Roe,666971,Lourdes Gurriel Jr.,R,Kevan Smith,607345,4,5,10,True,2020-07-26,Stolen,3B,2020,2021, 82.0, 0.75
16,1B,,Caught Stealing 2B,643446,Jeff McNeil,605483,Blake Snell,605204,J.D. Davis,L,Kevan Smith,607345,2,1,5,False,2020-09-22,Caught,2B,2020,2021, 82.0, 0.75
17,1B,2B,Stolen Base 2B,622168,Yairo Muñoz,664126,Pete Fairbanks,543877,Christian Vázquez,R,Kevan Smith,607345,3,2,5,True,2020-09-13,Stolen,2B,2020,2021, 82.0, 0.75
18,1B,2B,Stolen Base 2B,519346,Eric Thames,670950,Trevor Richards,666198,Carter Kieboom,R,Kevan Smith,607345,4,0,6,False,2020-09-07,Stolen,2B,2020,2021, 82.0, 0.75
19,2B,3B,Caught Stealing 3B,542583,Jesús Aguilar,607192,Tyler Glasnow,650331,Lewin Díaz,R,Kevan Smith,607345,1,3,3,True,2020-09-06,Caught,3B,2020,2021, 82.0, 0.75
20,1B,2B,Caught Stealing 3B,605119,Brian Anderson,607192,Tyler Glasnow,650331,Lewin Díaz,R,Kevan Smith,607345,1,3,3,True,2020-09-06,Caught,3B,2020,2021, 82.0, 0.75
21,1B,2B,Stolen Base 2B,516782,Starling Marte,664126,Pete Fairbanks,542583,Jesús Aguilar,R,Kevan Smith,607345,3,3,8,True,2020-09-06,Stolen,2B,2020,2021, 82.0, 0.75
22,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,552640,Andrew Kittredge,592273,Brandon Drury,R,Kevan Smith,607345,1,4,7,True,2020-07-26,Stolen,3B,2020,2021, 82.0, 0.75
23,2B,3B,Stolen Base 3B,669289,Santiago Espinal,475054,Chaz Roe,666971,Lourdes Gurriel Jr.,R,Kevan Smith,607345,4,5,10,True,2020-07-26,Stolen,3B,2020,2021, 82.0, 0.75
24,2B,3B,Stolen Base 3B,664702,Myles Straw,596071,Dillon Peters,543807,George Springer,L,Kevan Smith,607345,1,6,4,True,2019-09-29,Stolen,3B,2019,2020, 77.8, 0.71
25,1B,2B,Stolen Base 2B,493329,Yuli Gurriel,660761,José Suarez,455139,Robinson Chirinos,L,Kevan Smith,607345,3,0,5,True,2019-09-28,Stolen,2B,2019,2020, 77.8, 0.71
26,2B,3B,Stolen Base 3B,502210,Josh Reddick,502239,Trevor Cahill,664702,Myles Straw,R,Kevan Smith,607345,3,3,12,True,2019-09-26,Stolen,3B,2019,2020, 77.8, 0.71
27,1B,2B,Stolen Base 2B,543807,George Springer,502239,Trevor Cahill,664702,Myles Straw,R,Kevan Smith,607345,3,3,12,True,2019-09-26,Stolen,2B,2019,2020, 77.8, 0.71
28,1B,2B,Stolen Base 2B,595777,Jurickson Profar,572703,Luke Bard,664913,Seth Brown,R,Kevan Smith,607345,1,1,6,True,2019-09-25,Stolen,2B,2019,2020, 77.8, 0.71
29,1B,2B,Stolen Base 2B,544369,Didi Gregorius,571760,Andrew Heaney,570482,Gio Urshela,L,Kevan Smith,607345,4,1,6,False,2019-09-19,Stolen,2B,2019,2020, 77.8, 0.71
30,1B,2B,Stolen Base 2B,502054,Tommy Pham,663776,Patrick Sandoval,541645,Avisaíl García,L,Kevan Smith,607345,3,1,3,True,2019-09-15,Stolen,2B,2019,2020, 77.8, 0.71
31,1B,2B,Stolen Base 2B,502054,Tommy Pham,518566,Taylor Cole,640457,Austin Meadows,R,Kevan Smith,607345,3,7,7,True,2019-09-13,Stolen,2B,2019,2020, 77.8, 0.71
32,1B,2B,Stolen Base 2B,656185,Greg Allen,472610,Luis García,614177,Franmil Reyes,R,Kevan Smith,607345,2,4,7,True,2019-09-11,Stolen,2B,2019,2020, 77.8, 0.71
33,1B,2B,Stolen Base 2B,660162,Yoán Moncada,571760,Andrew Heaney,543510,James McCann,L,Kevan Smith,607345,2,2,1,False,2019-09-07,Stolen,2B,2019,2020, 77.8, 0.71
34,1B,2B,Stolen Base 2B,543760,Marcus Semien,572703,Luke Bard,656305,Matt Chapman,R,Kevan Smith,607345,0,2,1,False,2019-09-05,Stolen,2B,2019,2020, 77.8, 0.71
35,1B,2B,Stolen Base 2B,458015,Joey Votto,472610,Luis García,578428,Jose Iglesias,R,Kevan Smith,607345,7,2,7,False,2019-08-05,Stolen,2B,2019,2020, 77.8, 0.71
36,1B,2B,Stolen Base 2B,600474,Pedro Severino,502239,Trevor Cahill,607054,Jace Peterson,R,Kevan Smith,607345,6,6,7,True,2019-07-27,Stolen,2B,2019,2020, 77.8, 0.71
37,1B,2B,Stolen Base 2B,542340,Jonathan Villar,660761,José Suarez,596105,Dwight Smith Jr.,L,Kevan Smith,607345,1,1,4,True,2019-07-25,Stolen,2B,2019,2020, 77.8, 0.71
38,1B,2B,Stolen Base 2B,542340,Jonathan Villar,621142,Ty Buttrey,592859,Stevie Wilkerson,R,Kevan Smith,607345,4,4,8,True,2019-07-25,Stolen,2B,2019,2020, 77.8, 0.71
39,1B,2B,Stolen Base 2B,542340,Jonathan Villar,656288,Griffin Canning,596105,Dwight Smith Jr.,R,Kevan Smith,607345,5,5,15,True,2019-07-25,Stolen,2B,2019,2020, 77.8, 0.71
