,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,,Caught Stealing 2B,607043,Brandon Nimmo,664126,Pete Fairbanks,642086,Dominic Smith,R,Mike Zunino,572287,0,0,1,False,2020-09-21,Caught,2B,2020,2021, 79.3, 0.67
1,1B,2B,Stolen Base 2B,624415,Cavan Biggio,664126,Pete Fairbanks,545341,Randal Grichuk,R,Mike Zunino,572287,1,1,7,True,2020-08-22,Stolen,2B,2020,2021, 79.3, 0.67
2,1B,2B,Stolen Base 2B,643565,Mike Tauchman,595928,John Curtiss,570482,Gio Urshela,R,Mike Zunino,572287,1,0,1,False,2020-08-20,Stolen,2B,2020,2021, 79.3, 0.67
3,1B,2B,Stolen Base 2B,458731,Brett Gardner,607192,Tyler Glasnow,640449,Clint Frazier,R,Mike Zunino,572287,0,1,2,False,2020-08-19,Stolen,2B,2020,2021, 79.3, 0.67
4,1B,,Caught Stealing 2B,643217,Andrew Benintendi,595928,John Curtiss,502110,J.D. Martinez,R,Mike Zunino,572287,0,1,1,False,2020-08-11,Caught,2B,2020,2021, 79.3, 0.67
5,1B,2B,Stolen Base 2B,656775,Cedric Mullins,475054,Chaz Roe,593643,Hanser Alberto,R,Mike Zunino,572287,2,1,7,False,2020-08-02,Stolen,2B,2020,2021, 79.3, 0.67
6,1B,2B,Stolen Base 2B,596105,Dwight Smith Jr.,607192,Tyler Glasnow,600474,Pedro Severino,R,Mike Zunino,572287,1,0,4,False,2020-08-01,Stolen,2B,2020,2021, 79.3, 0.67
7,1B,2B,Stolen Base 2B,547004,Rio Ruiz,607192,Tyler Glasnow,642082,Chance Sisco,R,Mike Zunino,572287,2,0,4,False,2020-08-01,Stolen,2B,2020,2021, 79.3, 0.67
8,1B,,Caught Stealing 2B,669720,Austin Hays,607192,Tyler Glasnow,593643,Hanser Alberto,R,Mike Zunino,572287,2,0,5,False,2020-08-01,Caught,2B,2020,2021, 79.3, 0.67
9,1B,2B,Stolen Base 2B,593643,Hanser Alberto,664126,Pete Fairbanks,600524,Renato Núñez,R,Mike Zunino,572287,3,3,5,False,2020-07-31,Stolen,2B,2020,2021, 79.3, 0.67
10,1B,2B,Stolen Base 2B,621020,Dansby Swanson,621237,José Alvarado,542255,Ender Inciarte,L,Mike Zunino,572287,7,4,7,False,2020-07-29,Stolen,2B,2020,2021, 79.3, 0.67
11,1B,,Caught Stealing 2B,607043,Brandon Nimmo,664126,Pete Fairbanks,642086,Dominic Smith,R,Mike Zunino,572287,0,0,1,False,2020-09-21,Caught,2B,2020,2021, 79.3, 0.67
12,1B,2B,Stolen Base 2B,624415,Cavan Biggio,664126,Pete Fairbanks,545341,Randal Grichuk,R,Mike Zunino,572287,1,1,7,True,2020-08-22,Stolen,2B,2020,2021, 79.3, 0.67
13,1B,2B,Stolen Base 2B,643565,Mike Tauchman,595928,John Curtiss,570482,Gio Urshela,R,Mike Zunino,572287,1,0,1,False,2020-08-20,Stolen,2B,2020,2021, 79.3, 0.67
14,1B,2B,Stolen Base 2B,458731,Brett Gardner,607192,Tyler Glasnow,640449,Clint Frazier,R,Mike Zunino,572287,0,1,2,False,2020-08-19,Stolen,2B,2020,2021, 79.3, 0.67
15,1B,,Caught Stealing 2B,643217,Andrew Benintendi,595928,John Curtiss,502110,J.D. Martinez,R,Mike Zunino,572287,0,1,1,False,2020-08-11,Caught,2B,2020,2021, 79.3, 0.67
16,1B,2B,Stolen Base 2B,656775,Cedric Mullins,475054,Chaz Roe,593643,Hanser Alberto,R,Mike Zunino,572287,2,1,7,False,2020-08-02,Stolen,2B,2020,2021, 79.3, 0.67
17,1B,2B,Stolen Base 2B,596105,Dwight Smith Jr.,607192,Tyler Glasnow,600474,Pedro Severino,R,Mike Zunino,572287,1,0,4,False,2020-08-01,Stolen,2B,2020,2021, 79.3, 0.67
18,1B,2B,Stolen Base 2B,547004,Rio Ruiz,607192,Tyler Glasnow,642082,Chance Sisco,R,Mike Zunino,572287,2,0,4,False,2020-08-01,Stolen,2B,2020,2021, 79.3, 0.67
19,1B,,Caught Stealing 2B,669720,Austin Hays,607192,Tyler Glasnow,593643,Hanser Alberto,R,Mike Zunino,572287,2,0,5,False,2020-08-01,Caught,2B,2020,2021, 79.3, 0.67
20,1B,2B,Stolen Base 2B,593643,Hanser Alberto,664126,Pete Fairbanks,600524,Renato Núñez,R,Mike Zunino,572287,3,3,5,False,2020-07-31,Stolen,2B,2020,2021, 79.3, 0.67
21,1B,2B,Stolen Base 2B,621020,Dansby Swanson,621237,José Alvarado,542255,Ender Inciarte,L,Mike Zunino,572287,7,4,7,False,2020-07-29,Stolen,2B,2020,2021, 79.3, 0.67
22,1B,,Caught Stealing 2B,607043,Brandon Nimmo,664126,Pete Fairbanks,642086,Dominic Smith,R,Mike Zunino,572287,0,0,1,False,2020-09-21,Caught,2B,2020,2021, 79.3, 0.67
23,1B,2B,Stolen Base 2B,624415,Cavan Biggio,664126,Pete Fairbanks,545341,Randal Grichuk,R,Mike Zunino,572287,1,1,7,True,2020-08-22,Stolen,2B,2020,2021, 79.3, 0.67
24,1B,2B,Stolen Base 2B,643565,Mike Tauchman,595928,John Curtiss,570482,Gio Urshela,R,Mike Zunino,572287,1,0,1,False,2020-08-20,Stolen,2B,2020,2021, 79.3, 0.67
25,1B,2B,Stolen Base 2B,458731,Brett Gardner,607192,Tyler Glasnow,640449,Clint Frazier,R,Mike Zunino,572287,0,1,2,False,2020-08-19,Stolen,2B,2020,2021, 79.3, 0.67
26,1B,,Caught Stealing 2B,643217,Andrew Benintendi,595928,John Curtiss,502110,J.D. Martinez,R,Mike Zunino,572287,0,1,1,False,2020-08-11,Caught,2B,2020,2021, 79.3, 0.67
27,1B,2B,Stolen Base 2B,656775,Cedric Mullins,475054,Chaz Roe,593643,Hanser Alberto,R,Mike Zunino,572287,2,1,7,False,2020-08-02,Stolen,2B,2020,2021, 79.3, 0.67
28,1B,2B,Stolen Base 2B,596105,Dwight Smith Jr.,607192,Tyler Glasnow,600474,Pedro Severino,R,Mike Zunino,572287,1,0,4,False,2020-08-01,Stolen,2B,2020,2021, 79.3, 0.67
29,1B,2B,Stolen Base 2B,547004,Rio Ruiz,607192,Tyler Glasnow,642082,Chance Sisco,R,Mike Zunino,572287,2,0,4,False,2020-08-01,Stolen,2B,2020,2021, 79.3, 0.67
30,1B,,Caught Stealing 2B,669720,Austin Hays,607192,Tyler Glasnow,593643,Hanser Alberto,R,Mike Zunino,572287,2,0,5,False,2020-08-01,Caught,2B,2020,2021, 79.3, 0.67
31,1B,2B,Stolen Base 2B,593643,Hanser Alberto,664126,Pete Fairbanks,600524,Renato Núñez,R,Mike Zunino,572287,3,3,5,False,2020-07-31,Stolen,2B,2020,2021, 79.3, 0.67
32,1B,2B,Stolen Base 2B,621020,Dansby Swanson,621237,José Alvarado,542255,Ender Inciarte,L,Mike Zunino,572287,7,4,7,False,2020-07-29,Stolen,2B,2020,2021, 79.3, 0.67
33,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,605483,Blake Snell,475253,Justin Smoak,L,Mike Zunino,572287,2,0,1,False,2019-09-29,Stolen,3B,2019,2020, 80.2, 0.65
34,1B,2B,Stolen Base 2B,641505,Jonathan Davis,605483,Blake Snell,571912,Luke Maile,L,Mike Zunino,572287,2,0,2,False,2019-09-29,Stolen,2B,2019,2020, 80.2, 0.65
35,1B,2B,Stolen Base 2B,624415,Cavan Biggio,607192,Tyler Glasnow,545341,Randal Grichuk,R,Mike Zunino,572287,0,0,1,False,2019-09-27,Stolen,2B,2019,2020, 80.2, 0.65
36,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,607192,Tyler Glasnow,620446,Richard Urena,R,Mike Zunino,572287,0,0,2,False,2019-09-27,Stolen,2B,2019,2020, 80.2, 0.65
37,1B,2B,Stolen Base 2B,624415,Cavan Biggio,475054,Chaz Roe,545341,Randal Grichuk,R,Mike Zunino,572287,3,1,6,True,2019-09-05,Stolen,2B,2019,2020, 80.2, 0.65
38,1B,2B,Stolen Base 2B,621006,Richie Martin,621363,Colin Poche,592863,Mason Williams,L,Mike Zunino,572287,1,0,6,True,2019-09-03,Stolen,2B,2019,2020, 80.2, 0.65
39,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,641941,Emilio Pagán,605480,Mallex Smith,R,Mike Zunino,572287,5,6,9,True,2019-08-21,Stolen,2B,2019,2020, 80.2, 0.65
40,1B,2B,Stolen Base 2B,621005,Tim Lopes,656222,Jalen Beeks,542979,Keon Broxton,L,Mike Zunino,572287,4,6,6,True,2019-08-20,Stolen,2B,2019,2020, 80.2, 0.65
41,1B,,Caught Stealing 2B,605612,Harold Castro,670950,Trevor Richards,641525,Brandon Dixon,R,Mike Zunino,572287,1,2,3,True,2019-08-18,Caught,2B,2019,2020, 80.2, 0.65
42,1B,,Caught Stealing 2B,665487,Fernando Tatis Jr.,656713,Brendan McKay,571976,Wil Myers,L,Mike Zunino,572287,4,2,4,False,2019-08-13,Caught,2B,2019,2020, 80.2, 0.65
43,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,642232,Ryan Yarbrough,621005,Tim Lopes,L,Mike Zunino,572287,0,0,2,False,2019-08-11,Caught,2B,2019,2020, 80.2, 0.65
44,1B,,Caught Stealing 2B,641487,J.P. Crawford,656222,Jalen Beeks,596129,Daniel Vogelbach,L,Mike Zunino,572287,0,0,1,False,2019-08-09,Caught,2B,2019,2020, 80.2, 0.65
45,1B,,Caught Stealing 2B,542979,Keon Broxton,543118,Oliver Drake,553882,Omar Narváez,R,Mike Zunino,572287,2,2,8,False,2019-08-09,Caught,2B,2019,2020, 80.2, 0.65
46,1B,,Caught Stealing 2B,666182,Bo Bichette,543118,Oliver Drake,545341,Randal Grichuk,R,Mike Zunino,572287,0,4,7,True,2019-08-07,Caught,2B,2019,2020, 80.2, 0.65
47,3B,,Caught Stealing Home,500743,Miguel Rojas,621363,Colin Poche,434158,Curtis Granderson,L,Mike Zunino,572287,3,1,6,True,2019-08-04,Caught,Home,2019,2020, 80.2, 0.65
48,1B,2B,Stolen Base 2B,624415,Cavan Biggio,641941,Emilio Pagán,475253,Justin Smoak,R,Mike Zunino,572287,9,9,11,False,2019-07-27,Stolen,2B,2019,2020, 80.2, 0.65
49,1B,,Caught Stealing 2B,605141,Mookie Betts,630023,Yonny Chirinos,646240,Rafael Devers,R,Mike Zunino,572287,0,2,3,True,2019-07-23,Caught,2B,2019,2020, 80.2, 0.65
