,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,2B,3B,Stolen Base 3B,607208,Trea Turner,669387,Carmen Mlodzinski,666801,Rodolfo Castro,R,Jason Delay,641511,2,3,8,False,2023-09-28,Stolen,3B,2023,2024, 77.4, 0.60
1,1B,2B,Stolen Base 2B,645277,Ozzie Albies,641672,Thomas Hatch,663586,Austin Riley,R,Jason Delay,641511,3,2,7,False,2023-09-10,Stolen,2B,2023,2024, 77.4, 0.60
2,1B,2B,Stolen Base 2B,661388,William Contreras,675989,Cody Bolton,467793,Carlos Santana,R,Jason Delay,641511,1,3,5,True,2023-09-06,Stolen,2B,2023,2024, 77.4, 0.60
3,1B,2B,Stolen Base 2B,669242,Tommy Edman,670912,Johan Oviedo,663457,Lars Nootbaar,R,Jason Delay,641511,0,1,2,False,2023-09-03,Stolen,2B,2023,2024, 77.4, 0.60
4,2B,3B,Stolen Base 3B,669242,Tommy Edman,669796,Jose E. Hernandez,669357,Nolan Gorman,L,Jason Delay,641511,6,4,8,False,2023-09-03,Stolen,3B,2023,2024, 77.4, 0.60
5,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,669796,Jose E. Hernandez,669357,Nolan Gorman,L,Jason Delay,641511,6,4,8,False,2023-09-03,Stolen,2B,2023,2024, 77.4, 0.60
6,1B,2B,Stolen Base 2B,641355,Cody Bellinger,663559,Bailey Falter,673548,Seiya Suzuki,L,Jason Delay,641511,0,1,1,True,2023-08-27,Stolen,2B,2023,2024, 77.4, 0.60
7,2B,3B,Stolen Base 3B,663538,Nico Hoerner,663559,Bailey Falter,641355,Cody Bellinger,L,Jason Delay,641511,1,5,5,True,2023-08-27,Stolen,3B,2023,2024, 77.4, 0.60
8,1B,2B,Stolen Base 2B,621020,Dansby Swanson,663559,Bailey Falter,641355,Cody Bellinger,L,Jason Delay,641511,1,5,5,True,2023-08-27,Stolen,2B,2023,2024, 77.4, 0.60
9,1B,2B,Stolen Base 2B,691026,Masyn Winn,669796,Jose E. Hernandez,669242,Tommy Edman,L,Jason Delay,641511,3,5,7,True,2023-08-23,Stolen,2B,2023,2024, 77.4, 0.60
10,1B,2B,Stolen Base 2B,593871,Jorge Polanco,656605,Mitch Keller,621043,Carlos Correa,R,Jason Delay,641511,0,0,1,False,2023-08-19,Stolen,2B,2023,2024, 77.4, 0.60
11,2B,3B,Stolen Base 3B,668715,Spencer Steer,656605,Mitch Keller,687952,Christian Encarnacion-Strand,R,Jason Delay,641511,0,0,2,True,2023-08-13,Stolen,3B,2023,2024, 77.4, 0.60
12,1B,2B,Stolen Base 2B,666181,Will Benson,656605,Mitch Keller,656413,Stuart Fairchild,R,Jason Delay,641511,0,1,5,True,2023-08-13,Stolen,2B,2023,2024, 77.4, 0.60
13,1B,2B,Stolen Base 2B,670770,TJ Friedl,622780,Angel Perdomo,680574,Matt McLain,L,Jason Delay,641511,1,2,7,True,2023-08-13,Stolen,2B,2023,2024, 77.4, 0.60
14,1B,2B,Stolen Base 2B,645277,Ozzie Albies,663559,Bailey Falter,663586,Austin Riley,L,Jason Delay,641511,0,1,1,True,2023-08-10,Stolen,2B,2023,2024, 77.4, 0.60
15,1B,2B,Stolen Base 2B,671739,Michael Harris II,670059,Colin Holderman,660670,Ronald Acuña Jr.,R,Jason Delay,641511,7,5,9,True,2023-08-10,Stolen,2B,2023,2024, 77.4, 0.60
16,1B,2B,Stolen Base 2B,592885,Christian Yelich,663559,Bailey Falter,467793,Carlos Santana,L,Jason Delay,641511,0,0,1,False,2023-08-05,Stolen,2B,2023,2024, 77.4, 0.60
17,1B,2B,Stolen Base 2B,686217,Sal Frelick,670280,David Bednar,605170,Victor Caratini,R,Jason Delay,641511,2,2,9,False,2023-08-05,Stolen,2B,2023,2024, 77.4, 0.60
18,1B,2B,Stolen Base 2B,670097,Zack Short,621366,Ryan Borucki,606992,Eric Haase,L,Jason Delay,641511,1,4,4,True,2023-08-02,Stolen,2B,2023,2024, 77.4, 0.60
19,1B,2B,Stolen Base 2B,624424,Michael Conforto,674370,Osvaldo Bido,573262,Mike Yastrzemski,R,Jason Delay,641511,0,0,1,True,2023-07-16,Stolen,2B,2023,2024, 77.4, 0.60
20,1B,2B,Stolen Base 2B,624424,Michael Conforto,448179,Rich Hill,605204,J.D. Davis,L,Jason Delay,641511,0,2,5,True,2023-07-14,Stolen,2B,2023,2024, 77.4, 0.60
21,1B,2B,Stolen Base 2B,672275,Patrick Bailey,621366,Ryan Borucki,592626,Joc Pederson,L,Jason Delay,641511,4,5,7,True,2023-07-14,Stolen,2B,2023,2024, 77.4, 0.60
22,1B,2B,Stolen Base 2B,682641,Luis Matos,621366,Ryan Borucki,669477,Casey Schmitt,L,Jason Delay,641511,4,6,7,True,2023-07-14,Stolen,2B,2023,2024, 77.4, 0.60
23,1B,,Caught Stealing 2B,689172,Brett Wisely,660787,Yerry De Los Santos,605204,J.D. Davis,R,Jason Delay,641511,4,6,9,True,2023-07-14,Caught,2B,2023,2024, 77.4, 0.60
24,1B,2B,Stolen Base 2B,672695,Geraldo Perdomo,670059,Colin Holderman,572233,Christian Walker,R,Jason Delay,641511,1,1,8,False,2023-07-08,Stolen,2B,2023,2024, 77.4, 0.60
25,1B,2B,Stolen Base 2B,518692,Freddie Freeman,622780,Angel Perdomo,571970,Max Muncy,L,Jason Delay,641511,5,2,7,False,2023-07-06,Stolen,2B,2023,2024, 77.4, 0.60
26,1B,,Caught Stealing 2B,686894,Joey Wiemer,622780,Angel Perdomo,606132,Raimel Tapia,L,Jason Delay,641511,3,4,6,True,2023-06-30,Caught,2B,2023,2024, 77.4, 0.60
27,1B,,Caught Stealing 2B,673548,Seiya Suzuki,448179,Rich Hill,641820,Trey Mancini,L,Jason Delay,641511,0,0,1,True,2023-06-21,Caught,2B,2023,2024, 77.4, 0.60
28,1B,2B,Stolen Base 2B,663611,Nick Madrigal,660787,Yerry De Los Santos,663538,Nico Hoerner,R,Jason Delay,641511,3,8,8,True,2023-06-21,Stolen,2B,2023,2024, 77.4, 0.60
29,1B,2B,Stolen Base 2B,641355,Cody Bellinger,622780,Angel Perdomo,663611,Nick Madrigal,L,Jason Delay,641511,0,4,9,True,2023-06-20,Stolen,2B,2023,2024, 77.4, 0.60
30,1B,2B,Stolen Base 2B,663611,Nick Madrigal,621366,Ryan Borucki,643565,Mike Tauchman,L,Jason Delay,641511,0,4,7,True,2023-06-19,Stolen,2B,2023,2024, 77.4, 0.60
31,1B,2B,Stolen Base 2B,664023,Ian Happ,670990,Yohan Ramírez,621020,Dansby Swanson,R,Jason Delay,641511,0,5,7,True,2023-06-19,Stolen,2B,2023,2024, 77.4, 0.60
32,1B,2B,Stolen Base 2B,663538,Nico Hoerner,670912,Johan Oviedo,673548,Seiya Suzuki,R,Jason Delay,641511,0,2,3,False,2023-06-15,Stolen,2B,2023,2024, 77.4, 0.60
33,1B,2B,Stolen Base 2B,663611,Nick Madrigal,670912,Johan Oviedo,643565,Mike Tauchman,R,Jason Delay,641511,1,2,4,False,2023-06-15,Stolen,2B,2023,2024, 77.4, 0.60
34,1B,2B,Stolen Base 2B,571466,Tucker Barnhart,669796,Jose E. Hernandez,643565,Mike Tauchman,L,Jason Delay,641511,5,2,5,False,2023-06-15,Stolen,2B,2023,2024, 77.4, 0.60
35,1B,2B,Stolen Base 2B,516782,Starling Marte,670912,Johan Oviedo,683146,Brett Baty,R,Jason Delay,641511,1,1,7,True,2023-06-10,Stolen,2B,2023,2024, 77.4, 0.60
36,1B,2B,Stolen Base 2B,502054,Tommy Pham,622780,Angel Perdomo,592192,Mark Canha,L,Jason Delay,641511,1,5,9,True,2023-06-10,Stolen,2B,2023,2024, 77.4, 0.60
37,1B,2B,Stolen Base 2B,657656,Ramón Laureano,682847,Luis L. Ortiz,607054,Jace Peterson,R,Jason Delay,641511,1,7,4,True,2023-06-07,Stolen,2B,2023,2024, 77.4, 0.60
38,1B,2B,Stolen Base 2B,668709,JJ Bleday,682847,Luis L. Ortiz,669127,Shea Langeliers,R,Jason Delay,641511,3,7,6,True,2023-06-07,Stolen,2B,2023,2024, 77.4, 0.60
39,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,672710,Roansy Contreras,608596,Tom Murphy,R,Jason Delay,641511,3,1,6,False,2023-05-28,Stolen,2B,2023,2024, 77.4, 0.60
