,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,650644,Aaron Civale,596748,Maikel Franco,R,Austin Hedges,595978,0,3,3,True,2020-09-10,Stolen,3B,2020,2021, 80.5, 0.70
1,1B,2B,Stolen Base 2B,641531,Hunter Dozier,650644,Aaron Civale,596748,Maikel Franco,R,Austin Hedges,595978,0,3,3,True,2020-09-10,Stolen,2B,2020,2021, 80.5, 0.70
2,1B,,Caught Stealing 2B,606132,Raimel Tapia,663978,Chris Paddack,596115,Trevor Story,R,Austin Hedges,595978,0,5,3,False,2020-08-30,Caught,2B,2020,2021, 80.5, 0.70
3,1B,2B,Stolen Base 2B,641487,J.P. Crawford,670280,David Bednar,664059,Sam Haggerty,R,Austin Hedges,595978,3,7,7,True,2020-08-27,Stolen,2B,2020,2021, 80.5, 0.70
4,1B,2B,Stolen Base 2B,572122,Kyle Seager,659275,Dinelson Lamet,592530,José Marmolejos,R,Austin Hedges,595978,0,2,4,True,2020-08-27,Stolen,2B,2020,2021, 80.5, 0.70
5,1B,2B,Stolen Base 2B,641584,Jake Fraley,659275,Dinelson Lamet,643418,Shed Long Jr.,R,Austin Hedges,595978,0,3,4,True,2020-08-27,Stolen,2B,2020,2021, 80.5, 0.70
6,1B,2B,Stolen Base 2B,643418,Shed Long Jr.,659275,Dinelson Lamet,641929,Joseph Odom,R,Austin Hedges,595978,0,3,4,True,2020-08-27,Stolen,2B,2020,2021, 80.5, 0.70
7,1B,2B,Stolen Base 2B,664059,Sam Haggerty,489334,Craig Stammen,641786,Kyle Lewis,R,Austin Hedges,595978,3,5,7,True,2020-08-27,Stolen,2B,2020,2021, 80.5, 0.70
8,1B,2B,Stolen Base 2B,641487,J.P. Crawford,670280,David Bednar,664059,Sam Haggerty,R,Austin Hedges,595978,3,7,7,True,2020-08-26,Stolen,2B,2020,2021, 80.5, 0.70
9,1B,2B,Stolen Base 2B,664059,Sam Haggerty,663978,Chris Paddack,572122,Kyle Seager,R,Austin Hedges,595978,0,4,2,True,2020-08-25,Stolen,2B,2020,2021, 80.5, 0.70
10,1B,2B,Stolen Base 2B,664702,Myles Straw,572070,Garrett Richards,543807,George Springer,R,Austin Hedges,595978,1,1,2,True,2020-08-21,Stolen,2B,2020,2021, 80.5, 0.70
