,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,592743,Andrelton Simmons,621129,Kyle Cody,545361,Mike Trout,R,Jose Trevino,624431,0,0,1,True,2020-09-09,Stolen,2B,2020,2021, 74.5, 0.72
1,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,458681,Lance Lynn,457708,Justin Upton,R,Jose Trevino,624431,1,0,4,True,2020-09-08,Stolen,2B,2020,2021, 74.5, 0.72
2,1B,2B,Stolen Base 2B,664238,Dylan Moore,543475,Jordan Lyles,640447,Phillip Ervin,R,Jose Trevino,624431,3,2,7,False,2020-09-06,Stolen,2B,2020,2021, 74.5, 0.72
3,1B,2B,Stolen Base 2B,664238,Dylan Moore,623474,Jimmy Herget,572122,Kyle Seager,R,Jose Trevino,624431,3,1,7,False,2020-09-04,Stolen,2B,2020,2021, 74.5, 0.72
4,1B,2B,Stolen Base 2B,647351,Abraham Toro,458681,Lance Lynn,493329,Yuli Gurriel,R,Jose Trevino,624431,4,2,5,False,2020-09-03,Stolen,2B,2020,2021, 74.5, 0.72
5,1B,,Caught Stealing 2B,514888,Jose Altuve,663465,Kolby Allard,488726,Michael Brantley,L,Jose Trevino,624431,2,0,3,False,2020-09-02,Caught,2B,2020,2021, 74.5, 0.72
6,1B,2B,Stolen Base 2B,457759,Justin Turner,570257,Joely Rodríguez,641355,Cody Bellinger,L,Jose Trevino,624431,2,2,7,True,2020-08-28,Stolen,2B,2020,2021, 74.5, 0.72
7,1B,2B,Stolen Base 2B,621005,Tim Lopes,605138,Wes Benjamin,543829,Dee Strange-Gordon,L,Jose Trevino,624431,5,0,3,False,2020-08-21,Stolen,2B,2020,2021, 74.5, 0.72
8,1B,2B,Stolen Base 2B,543333,Eric Hosmer,502043,Kyle Gibson,571976,Wil Myers,R,Jose Trevino,624431,1,0,3,False,2020-08-20,Stolen,2B,2020,2021, 74.5, 0.72
9,2B,3B,Stolen Base 3B,665487,Fernando Tatis Jr.,664139,Ian Gibaut,543333,Eric Hosmer,R,Jose Trevino,624431,0,6,4,True,2020-08-18,Stolen,3B,2020,2021, 74.5, 0.72
10,1B,,Caught Stealing 2B,592518,Manny Machado,621368,Taylor Hearn,647304,Josh Naylor,L,Jose Trevino,624431,4,6,9,True,2020-08-18,Caught,2B,2020,2021, 74.5, 0.72
11,1B,2B,Stolen Base 2B,621311,David Dahl,450172,Edinson Volquez,596115,Trevor Story,R,Jose Trevino,624431,1,3,9,True,2020-07-25,Stolen,2B,2020,2021, 74.5, 0.72
12,1B,2B,Stolen Base 2B,592743,Andrelton Simmons,621129,Kyle Cody,545361,Mike Trout,R,Jose Trevino,624431,0,0,1,True,2020-09-09,Stolen,2B,2020,2021, 74.5, 0.72
13,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,458681,Lance Lynn,457708,Justin Upton,R,Jose Trevino,624431,1,0,4,True,2020-09-08,Stolen,2B,2020,2021, 74.5, 0.72
14,1B,2B,Stolen Base 2B,664238,Dylan Moore,543475,Jordan Lyles,640447,Phillip Ervin,R,Jose Trevino,624431,3,2,7,False,2020-09-06,Stolen,2B,2020,2021, 74.5, 0.72
15,1B,2B,Stolen Base 2B,664238,Dylan Moore,623474,Jimmy Herget,572122,Kyle Seager,R,Jose Trevino,624431,3,1,7,False,2020-09-04,Stolen,2B,2020,2021, 74.5, 0.72
16,1B,2B,Stolen Base 2B,647351,Abraham Toro,458681,Lance Lynn,493329,Yuli Gurriel,R,Jose Trevino,624431,4,2,5,False,2020-09-03,Stolen,2B,2020,2021, 74.5, 0.72
17,1B,,Caught Stealing 2B,514888,Jose Altuve,663465,Kolby Allard,488726,Michael Brantley,L,Jose Trevino,624431,2,0,3,False,2020-09-02,Caught,2B,2020,2021, 74.5, 0.72
18,1B,2B,Stolen Base 2B,457759,Justin Turner,570257,Joely Rodríguez,641355,Cody Bellinger,L,Jose Trevino,624431,2,2,7,True,2020-08-28,Stolen,2B,2020,2021, 74.5, 0.72
19,1B,2B,Stolen Base 2B,621005,Tim Lopes,605138,Wes Benjamin,543829,Dee Strange-Gordon,L,Jose Trevino,624431,5,0,3,False,2020-08-21,Stolen,2B,2020,2021, 74.5, 0.72
20,1B,2B,Stolen Base 2B,543333,Eric Hosmer,502043,Kyle Gibson,571976,Wil Myers,R,Jose Trevino,624431,1,0,3,False,2020-08-20,Stolen,2B,2020,2021, 74.5, 0.72
