,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,456488,Eduardo Núñez,607352,Joe Biagini,456030,Dustin Pedroia,R,Miguel Montero,471083,0,1,1,False,2017-09-06,Stolen,2B,2017,2018, --, 0.67
1,1B,2B,Stolen Base 2B,605141,Mookie Betts,607352,Joe Biagini,519048,Mitch Moreland,R,Miguel Montero,471083,1,1,1,False,2017-09-06,Stolen,2B,2017,2018, --, 0.67
2,1B,2B,Stolen Base 2B,456488,Eduardo Núñez,607352,Joe Biagini,456030,Dustin Pedroia,R,Miguel Montero,471083,1,1,3,False,2017-09-06,Stolen,2B,2017,2018, --, 0.67
3,1B,2B,Stolen Base 2B,598265,Jackie Bradley Jr.,570702,Carlos Ramirez,455759,Chris Young,R,Miguel Montero,471083,6,1,6,False,2017-09-06,Stolen,2B,2017,2018, --, 0.67
4,1B,2B,Stolen Base 2B,592518,Manny Machado,462136,Marco Estrada,430945,Adam Jones,R,Miguel Montero,471083,2,0,1,False,2017-08-31,Stolen,2B,2017,2018, --, 0.67
5,1B,2B,Stolen Base 2B,434658,Rajai Davis,474463,Brett Anderson,456488,Eduardo Núñez,L,Miguel Montero,471083,0,1,6,True,2017-08-29,Stolen,2B,2017,2018, --, 0.67
6,1B,2B,Stolen Base 2B,643217,Andrew Benintendi,608678,Dominic Leone,605141,Mookie Betts,R,Miguel Montero,471083,0,1,6,True,2017-08-29,Stolen,2B,2017,2018, --, 0.67
7,1B,2B,Stolen Base 2B,434658,Rajai Davis,572193,Ryan Tepera,456488,Eduardo Núñez,R,Miguel Montero,471083,0,2,8,True,2017-08-29,Stolen,2B,2017,2018, --, 0.67
8,1B,2B,Stolen Base 2B,643217,Andrew Benintendi,572193,Ryan Tepera,605141,Mookie Betts,R,Miguel Montero,471083,0,3,8,True,2017-08-29,Stolen,2B,2017,2018, --, 0.67
9,1B,2B,Stolen Base 2B,605141,Mookie Betts,572193,Ryan Tepera,593428,Xander Bogaerts,R,Miguel Montero,471083,0,3,8,True,2017-08-29,Stolen,2B,2017,2018, --, 0.67
10,1B,2B,Stolen Base 2B,621439,Byron Buxton,607352,Joe Biagini,596146,Max Kepler,R,Miguel Montero,471083,0,1,1,True,2017-08-27,Stolen,2B,2017,2018, --, 0.67
11,1B,2B,Stolen Base 2B,572821,Brian Dozier,608678,Dominic Leone,593871,Jorge Polanco,R,Miguel Montero,471083,2,6,8,True,2017-08-27,Stolen,2B,2017,2018, --, 0.67
12,1B,2B,Stolen Base 2B,593871,Jorge Polanco,457918,J.A. Happ,596146,Max Kepler,L,Miguel Montero,471083,0,0,2,True,2017-08-25,Stolen,2B,2017,2018, --, 0.67
13,1B,2B,Stolen Base 2B,621439,Byron Buxton,457918,J.A. Happ,500871,Eduardo Escobar,L,Miguel Montero,471083,1,5,5,True,2017-08-25,Stolen,2B,2017,2018, --, 0.67
14,1B,2B,Stolen Base 2B,572821,Brian Dozier,608678,Dominic Leone,621439,Byron Buxton,R,Miguel Montero,471083,1,5,7,True,2017-08-25,Stolen,2B,2017,2018, --, 0.67
15,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,457918,J.A. Happ,605170,Victor Caratini,L,Miguel Montero,471083,5,1,5,False,2017-08-18,Stolen,2B,2017,2018, --, 0.67
16,2B,,Caught Stealing 3B,450314,Ben Zobrist,641835,Tim Mayza,664023,Ian Happ,L,Miguel Montero,471083,5,1,7,False,2017-08-18,Caught,3B,2017,2018, --, 0.67
17,1B,2B,Stolen Base 2B,489149,Logan Morrison,641835,Tim Mayza,572816,Corey Dickerson,L,Miguel Montero,471083,3,2,7,True,2017-08-17,Stolen,2B,2017,2018, --, 0.67
18,1B,2B,Stolen Base 2B,488721,Peter Bourjos,608678,Dominic Leone,543543,Brad Miller,R,Miguel Montero,471083,3,2,8,True,2017-08-17,Stolen,2B,2017,2018, --, 0.67
19,1B,,Caught Stealing 2B,519184,Ben Revere,491624,César Valdez,455117,Martín Maldonado,R,Miguel Montero,471083,1,2,2,True,2017-07-30,Caught,2B,2017,2018, --, 0.67
20,1B,2B,Stolen Base 2B,519184,Ben Revere,502211,Mike Bolsinger,455117,Martín Maldonado,R,Miguel Montero,471083,4,8,5,True,2017-07-30,Stolen,2B,2017,2018, --, 0.67
21,1B,2B,Stolen Base 2B,453203,Shane Robinson,571616,Matt Dermody,472528,Luis Valbuena,L,Miguel Montero,471083,4,10,9,True,2017-07-30,Stolen,2B,2017,2018, --, 0.67
