,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,,Caught Stealing 2B,592696,Eddie Rosario,474463,Brett Anderson,501303,Ehire Adrianza,L,Manny Piña,444489,1,0,2,False,2020-08-19,Caught,2B,2020,2021, 81.0, 0.72
1,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,0,0,3,False,2020-08-18,Stolen,2B,2020,2021, 81.0, 0.72
2,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,1,0,5,False,2020-08-18,Stolen,2B,2020,2021, 81.0, 0.72
3,1B,2B,Stolen Base 2B,592696,Eddie Rosario,622780,Angel Perdomo,503556,Marwin Gonzalez,L,Manny Piña,444489,2,0,8,False,2020-08-18,Stolen,2B,2020,2021, 81.0, 0.72
4,1B,,Caught Stealing 2B,664023,Ian Happ,458676,Josh Lindblom,543401,Jason Kipnis,R,Manny Piña,444489,3,3,4,False,2020-08-16,Caught,2B,2020,2021, 81.0, 0.72
5,1B,,Caught Stealing 2B,519203,Anthony Rizzo,642207,Devin Williams,575929,Willson Contreras,R,Manny Piña,444489,5,6,7,False,2020-08-16,Caught,2B,2020,2021, 81.0, 0.72
6,1B,2B,Stolen Base 2B,621439,Byron Buxton,458676,Josh Lindblom,596146,Max Kepler,R,Manny Piña,444489,1,2,2,True,2020-08-11,Stolen,2B,2020,2021, 81.0, 0.72
7,1B,,Caught Stealing 2B,673357,Luis Robert Jr.,605288,Adrian Houser,547989,José Abreu,R,Manny Piña,444489,0,0,1,False,2020-08-05,Caught,2B,2020,2021, 81.0, 0.72
8,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,1,2,5,True,2020-08-03,Stolen,2B,2020,2021, 81.0, 0.72
9,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,4,4,7,True,2020-08-03,Stolen,2B,2020,2021, 81.0, 0.72
10,1B,2B,Stolen Base 2B,668804,Bryan Reynolds,458676,Josh Lindblom,628338,Guillermo Heredia,R,Manny Piña,444489,0,0,2,False,2020-07-28,Stolen,2B,2020,2021, 81.0, 0.72
11,1B,,Caught Stealing 2B,621028,Kevin Newman,605288,Adrian Houser,605137,Josh Bell,R,Manny Piña,444489,0,0,1,False,2020-07-27,Caught,2B,2020,2021, 81.0, 0.72
12,1B,,Caught Stealing 2B,592696,Eddie Rosario,474463,Brett Anderson,501303,Ehire Adrianza,L,Manny Piña,444489,1,0,2,False,2020-08-19,Caught,2B,2020,2021, 81.0, 0.72
13,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,0,0,3,False,2020-08-18,Stolen,2B,2020,2021, 81.0, 0.72
14,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,1,0,5,False,2020-08-18,Stolen,2B,2020,2021, 81.0, 0.72
15,1B,2B,Stolen Base 2B,592696,Eddie Rosario,622780,Angel Perdomo,503556,Marwin Gonzalez,L,Manny Piña,444489,2,0,8,False,2020-08-18,Stolen,2B,2020,2021, 81.0, 0.72
16,1B,,Caught Stealing 2B,664023,Ian Happ,458676,Josh Lindblom,543401,Jason Kipnis,R,Manny Piña,444489,3,3,4,False,2020-08-16,Caught,2B,2020,2021, 81.0, 0.72
17,1B,,Caught Stealing 2B,519203,Anthony Rizzo,642207,Devin Williams,575929,Willson Contreras,R,Manny Piña,444489,5,6,7,False,2020-08-16,Caught,2B,2020,2021, 81.0, 0.72
18,1B,2B,Stolen Base 2B,621439,Byron Buxton,458676,Josh Lindblom,596146,Max Kepler,R,Manny Piña,444489,1,2,2,True,2020-08-11,Stolen,2B,2020,2021, 81.0, 0.72
19,1B,,Caught Stealing 2B,673357,Luis Robert Jr.,605288,Adrian Houser,547989,José Abreu,R,Manny Piña,444489,0,0,1,False,2020-08-05,Caught,2B,2020,2021, 81.0, 0.72
20,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,1,2,5,True,2020-08-03,Stolen,2B,2020,2021, 81.0, 0.72
21,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,4,4,7,True,2020-08-03,Stolen,2B,2020,2021, 81.0, 0.72
22,1B,2B,Stolen Base 2B,668804,Bryan Reynolds,458676,Josh Lindblom,628338,Guillermo Heredia,R,Manny Piña,444489,0,0,2,False,2020-07-28,Stolen,2B,2020,2021, 81.0, 0.72
