Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,669242,Tommy Edman,Tyler Stephenson,0,0,1,False,2020-09-12,Stolen,2B,2020
1B,2B,Stolen Base 2B,543939,Kolten Wong,Tyler Stephenson,6,1,6,False,2020-09-12,Stolen,2B,2020
1B,2B,Stolen Base 2B,663538,Nico Hoerner,Tyler Stephenson,7,3,5,False,2020-09-10,Stolen,2B,2020
1B,,Caught Stealing 2B,571740,Billy Hamilton,Tyler Stephenson,7,3,7,False,2020-09-10,Caught,2B,2020
1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,Tyler Stephenson,4,0,5,False,2021-09-29,Stolen,2B,2021
1B,2B,Stolen Base 2B,592325,Ben Gamel,Tyler Stephenson,0,0,2,False,2021-09-16,Stolen,2B,2021
1B,2B,Stolen Base 2B,660829,Hoy Park,Tyler Stephenson,0,1,7,False,2021-09-16,Stolen,2B,2021
1B,2B,Stolen Base 2B,621028,Kevin Newman,Tyler Stephenson,0,1,9,False,2021-09-16,Stolen,2B,2021
1B,2B,Stolen Base 2B,669242,Tommy Edman,Tyler Stephenson,2,0,6,False,2021-09-12,Stolen,2B,2021
1B,2B,Stolen Base 2B,543257,Robbie Grossman,Tyler Stephenson,0,2,6,True,2021-09-05,Stolen,2B,2021
2B,,Caught Stealing 3B,650489,Willi Castro,Tyler Stephenson,3,8,6,True,2021-09-03,Caught,3B,2021
1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,Tyler Stephenson,1,1,4,True,2021-08-22,Stolen,2B,2021
1B,,Caught Stealing 2B,500743,Miguel Rojas,Tyler Stephenson,0,0,1,True,2021-08-19,Caught,2B,2021
1B,,Caught Stealing 2B,461865,Andrew Romine,Tyler Stephenson,1,2,9,True,2021-08-17,Caught,2B,2021
1B,2B,Stolen Base 2B,621020,Dansby Swanson,Tyler Stephenson,1,0,1,False,2021-08-12,Stolen,2B,2021
1B,2B,Stolen Base 2B,621028,Kevin Newman,Tyler Stephenson,0,0,1,True,2021-08-05,Stolen,2B,2021
