Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,444482,David Peralta,Francisco Mejía,0,1,2,False,2020-08-15,Stolen,2B,2020
1B,2B,Stolen Base 2B,572008,Chris Owings,Francisco Mejía,4,0,3,False,2020-08-01,Stolen,2B,2020
1B,2B,Stolen Base 2B,666182,Bo Bichette,Francisco Mejía,7,1,8,True,2021-09-22,Stolen,2B,2021
1B,2B,Stolen Base 2B,543257,Robbie Grossman,Francisco Mejía,3,1,6,False,2021-09-10,Stolen,2B,2021
1B,2B,Stolen Base 2B,650489,Willi Castro,Francisco Mejía,3,4,7,False,2021-09-10,Stolen,2B,2021
1B,2B,Stolen Base 2B,622761,Jorge Mateo,Francisco Mejía,0,0,3,False,2021-08-28,Stolen,2B,2021
1B,2B,Stolen Base 2B,669720,Austin Hays,Francisco Mejía,0,2,1,True,2021-08-18,Stolen,2B,2021
1B,2B,Stolen Base 2B,622761,Jorge Mateo,Francisco Mejía,2,0,2,False,2021-08-08,Stolen,2B,2021
1B,,Caught Stealing 2B,621006,Richie Martin,Francisco Mejía,4,2,4,False,2021-08-08,Caught,2B,2021
1B,,Caught Stealing 2B,672284,Jarred Kelenic,Francisco Mejía,2,4,8,True,2021-08-03,Caught,2B,2021
1B,2B,Stolen Base 2B,592450,Aaron Judge,Francisco Mejía,1,3,10,True,2021-07-28,Stolen,2B,2021
1B,2B,Stolen Base 2B,640458,Óscar Mercado,Francisco Mejía,1,2,6,False,2021-07-25,Stolen,2B,2021
1B,2B,Stolen Base 2B,623912,Harold Ramírez,Francisco Mejía,3,1,4,False,2021-07-22,Stolen,2B,2021
1B,2B,Stolen Base 2B,608070,José Ramírez,Francisco Mejía,4,1,5,False,2021-07-22,Stolen,2B,2021
1B,,Caught Stealing 2B,656775,Cedric Mullins,Francisco Mejía,0,0,1,True,2021-07-20,Caught,2B,2021
1B,2B,Stolen Base 2B,543877,Christian Vázquez,Francisco Mejía,0,0,5,True,2021-06-24,Stolen,2B,2021
1B,2B,Stolen Base 2B,641313,Tim Anderson,Francisco Mejía,0,0,3,False,2021-06-15,Stolen,2B,2021
1B,2B,Stolen Base 2B,645302,Victor Robles,Francisco Mejía,7,9,11,True,2021-06-09,Stolen,2B,2021
1B,2B,Stolen Base 2B,592663,J.T. Realmuto,Francisco Mejía,2,0,4,True,2021-05-29,Stolen,2B,2021
1B,2B,Stolen Base 2B,516416,Jean Segura,Francisco Mejía,3,3,8,True,2021-05-29,Stolen,2B,2021
2B,3B,Stolen Base 3B,543760,Marcus Semien,Francisco Mejía,0,0,1,False,2021-05-21,Stolen,3B,2021
1B,2B,Stolen Base 2B,641505,Jonathan Davis,Francisco Mejía,3,0,2,False,2021-05-21,Stolen,2B,2021
2B,,Caught Stealing 3B,660271,Shohei Ohtani,Francisco Mejía,0,0,1,False,2021-05-03,Caught,3B,2021
1B,2B,Stolen Base 2B,457708,Justin Upton,Francisco Mejía,0,0,2,False,2021-05-03,Stolen,2B,2021
2B,,Caught Stealing 3B,657656,Ramón Laureano,Francisco Mejía,1,1,3,True,2021-04-29,Caught,3B,2021
1B,2B,Stolen Base 2B,665750,Leody Taveras,Francisco Mejía,1,3,4,True,2021-04-15,Stolen,2B,2021
1B,2B,Stolen Base 2B,663993,Nathaniel Lowe,Francisco Mejía,4,6,10,True,2021-04-15,Stolen,2B,2021
1B,,Caught Stealing 2B,642201,Eli White,Francisco Mejía,0,0,5,True,2021-04-12,Caught,2B,2021
1B,2B,Stolen Base 2B,642423,Magneuris Sierra,Francisco Mejía,3,2,8,False,2021-04-02,Stolen,2B,2021
1B,2B,Stolen Base 2B,664728,Kyle Isbel,Francisco Mejía,8,4,8,False,2023-07-16,Stolen,2B,2023
1B,2B,Stolen Base 2B,669004,MJ Melendez,Francisco Mejía,0,1,4,False,2023-07-15,Stolen,2B,2023
1B,2B,Stolen Base 2B,671221,Drew Waters,Francisco Mejía,1,2,6,False,2023-07-15,Stolen,2B,2023
1B,2B,Stolen Base 2B,669004,MJ Melendez,Francisco Mejía,0,1,4,False,2023-07-14,Stolen,2B,2023
1B,2B,Stolen Base 2B,671221,Drew Waters,Francisco Mejía,1,2,6,False,2023-07-14,Stolen,2B,2023
1B,2B,Stolen Base 2B,664761,Alec Bohm,Francisco Mejía,4,5,5,True,2023-07-05,Stolen,2B,2023
1B,2B,Stolen Base 2B,681082,Bryson Stott,Francisco Mejía,4,6,7,True,2023-07-05,Stolen,2B,2023
1B,2B,Stolen Base 2B,669016,Brandon Marsh,Francisco Mejía,4,8,7,True,2023-07-05,Stolen,2B,2023
1B,,Caught Stealing 2B,677594,Julio Rodríguez,Francisco Mejía,5,6,4,False,2023-07-02,Caught,2B,2023
2B,3B,Stolen Base 3B,672580,Maikel Garcia,Francisco Mejía,0,0,1,True,2023-06-22,Stolen,3B,2023
1B,2B,Stolen Base 2B,669004,MJ Melendez,Francisco Mejía,0,0,1,True,2023-06-22,Stolen,2B,2023
2B,3B,Stolen Base 3B,669392,Samad Taylor,Francisco Mejía,2,2,4,True,2023-06-22,Stolen,3B,2023
1B,2B,Stolen Base 2B,671221,Drew Waters,Francisco Mejía,5,5,8,True,2023-06-22,Stolen,2B,2023
1B,2B,Stolen Base 2B,672580,Maikel Garcia,Francisco Mejía,5,5,9,True,2023-06-22,Stolen,2B,2023
2B,3B,Stolen Base 3B,672580,Maikel Garcia,Francisco Mejía,5,5,9,True,2023-06-22,Stolen,3B,2023
1B,2B,Stolen Base 2B,669004,MJ Melendez,Francisco Mejía,5,6,9,True,2023-06-22,Stolen,2B,2023
1B,2B,Stolen Base 2B,592518,Manny Machado,Francisco Mejía,2,0,5,False,2023-06-17,Stolen,2B,2023
1B,,Caught Stealing 2B,665923,Esteury Ruiz,Francisco Mejía,0,1,5,False,2023-06-13,Caught,2B,2023
2B,3B,Stolen Base 3B,657656,Ramón Laureano,Francisco Mejía,2,1,8,False,2023-06-13,Stolen,3B,2023
1B,2B,Stolen Base 2B,572191,Michael A. Taylor,Francisco Mejía,1,0,9,True,2023-06-07,Stolen,2B,2023
2B,3B,Stolen Base 3B,572191,Michael A. Taylor,Francisco Mejía,1,1,9,True,2023-06-07,Stolen,3B,2023
1B,,Caught Stealing 2B,657077,Alex Verdugo,Francisco Mejía,1,4,8,False,2023-06-05,Caught,2B,2023
1B,2B,Stolen Base 2B,606132,Raimel Tapia,Francisco Mejía,1,2,6,False,2023-06-03,Stolen,2B,2023
