Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,115174,Marquis Grissom,Mitch Meluskey,3,1,3,True,2000-09-30,Stolen,2B,2000
1B,,Caught Stealing 2B,116191,Tyler Houston,Mitch Meluskey,3,6,7,True,2000-09-29,Caught,2B,2000
1B,,Caught Stealing 2B,150055,Chris Sexton,Mitch Meluskey,2,4,4,False,2000-09-23,Caught,2B,2000
1B,2B,Stolen Base 2B,123494,Michael Tucker,Mitch Meluskey,0,0,1,False,2000-09-22,Stolen,2B,2000
1B,2B,Stolen Base 2B,123639,John Vander Wal,Mitch Meluskey,6,7,4,True,2000-09-15,Stolen,2B,2000
1B,,Caught Stealing 2B,150255,Warren Morris,Mitch Meluskey,3,6,5,True,2000-09-14,Caught,2B,2000
2B,3B,Stolen Base 3B,111531,Adrian Brown,Mitch Meluskey,3,7,6,True,2000-09-14,Stolen,3B,2000
1B,2B,Stolen Base 2B,110847,Marvin Benard,Mitch Meluskey,2,0,3,True,2000-09-13,Stolen,2B,2000
1B,,Caught Stealing 2B,116999,Jeff Kent,Mitch Meluskey,2,0,4,True,2000-09-13,Caught,2B,2000
1B,,Caught Stealing 2B,116999,Jeff Kent,Mitch Meluskey,2,2,9,True,2000-09-13,Caught,2B,2000
1B,2B,Stolen Base 2B,110847,Marvin Benard,Mitch Meluskey,5,8,7,True,2000-09-12,Stolen,2B,2000
1B,2B,Stolen Base 2B,136303,Jose Nieves,Mitch Meluskey,2,3,2,False,2000-09-10,Stolen,2B,2000
1B,2B,Stolen Base 2B,124695,Eric Young Sr.,Mitch Meluskey,3,3,2,False,2000-09-10,Stolen,2B,2000
1B,2B,Stolen Base 2B,112116,Luis Castillo,Mitch Meluskey,0,0,1,True,2000-09-05,Stolen,2B,2000
1B,2B,Stolen Base 2B,114260,Cliff Floyd,Mitch Meluskey,4,0,3,True,2000-09-05,Stolen,2B,2000
1B,2B,Stolen Base 2B,112116,Luis Castillo,Mitch Meluskey,8,1,5,True,2000-09-05,Stolen,2B,2000
1B,2B,Stolen Base 2B,114260,Cliff Floyd,Mitch Meluskey,8,2,5,True,2000-09-05,Stolen,2B,2000
1B,2B,Stolen Base 2B,133343,Preston Wilson,Mitch Meluskey,1,3,3,True,2000-09-04,Stolen,2B,2000
1B,2B,Stolen Base 2B,116747,Brian Jordan,Mitch Meluskey,0,2,4,True,2000-09-03,Stolen,2B,2000
1B,2B,Stolen Base 2B,279577,Rafael Furcal,Mitch Meluskey,0,0,1,True,2000-09-01,Stolen,2B,2000
1B,,Caught Stealing 2B,134341,Jay Payton,Mitch Meluskey,1,0,4,False,2000-08-30,Caught,2B,2000
1B,2B,Stolen Base 2B,150439,Gary Matthews,Mitch Meluskey,0,6,3,True,2000-08-23,Stolen,2B,2000
1B,2B,Stolen Base 2B,111742,Jeromy Burnitz,Mitch Meluskey,2,3,5,True,2000-08-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,119463,James Mouton,Mitch Meluskey,2,3,6,True,2000-08-20,Stolen,2B,2000
2B,3B,Stolen Base 3B,119463,James Mouton,Mitch Meluskey,2,4,6,True,2000-08-20,Stolen,3B,2000
1B,2B,Stolen Base 2B,132961,Geoff Jenkins,Mitch Meluskey,2,4,6,True,2000-08-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,279577,Rafael Furcal,Mitch Meluskey,3,0,5,False,2000-07-30,Stolen,2B,2000
1B,2B,Stolen Base 2B,279577,Rafael Furcal,Mitch Meluskey,0,0,1,False,2000-07-28,Stolen,2B,2000
1B,2B,Stolen Base 2B,279577,Rafael Furcal,Mitch Meluskey,3,1,5,False,2000-07-28,Stolen,2B,2000
1B,2B,Stolen Base 2B,117501,Barry Larkin,Mitch Meluskey,4,4,8,False,2000-07-25,Stolen,2B,2000
1B,,Caught Stealing 2B,121074,Edgar Renteria,Mitch Meluskey,0,0,1,True,2000-07-23,Caught,2B,2000
1B,,Caught Stealing 2B,110974,Dante Bichette,Mitch Meluskey,0,4,7,True,2000-07-19,Caught,2B,2000
1B,2B,Stolen Base 2B,117863,Kenny Lofton,Mitch Meluskey,0,0,1,False,2000-07-17,Stolen,2B,2000
1B,2B,Stolen Base 2B,117863,Kenny Lofton,Mitch Meluskey,7,2,6,False,2000-07-17,Stolen,2B,2000
1B,,Caught Stealing 2B,110385,Brad Ausmus,Mitch Meluskey,2,0,2,False,2000-07-14,Caught,2B,2000
1B,2B,Stolen Base 2B,113028,Johnny Damon,Mitch Meluskey,2,5,9,True,2000-07-08,Stolen,2B,2000
2B,,Caught Stealing 3B,113028,Johnny Damon,Mitch Meluskey,2,5,9,True,2000-07-08,Caught,3B,2000
1B,2B,Caught Stealing 3B,123041,Mike Sweeney,Mitch Meluskey,2,5,9,True,2000-07-08,Caught,3B,2000
1B,2B,Stolen Base 2B,136770,J.D. Drew,Mitch Meluskey,2,6,8,False,2000-07-02,Stolen,2B,2000
1B,2B,Stolen Base 2B,118305,Eli Marrero,Mitch Meluskey,4,7,4,False,2000-07-01,Stolen,2B,2000
1B,2B,Stolen Base 2B,110847,Marvin Benard,Mitch Meluskey,1,5,6,True,2000-06-23,Stolen,2B,2000
1B,,Caught Stealing 2B,115094,Shawn Green,Mitch Meluskey,4,5,9,True,2000-06-20,Caught,2B,2000
1B,2B,Stolen Base 2B,110847,Marvin Benard,Mitch Meluskey,0,0,1,False,2000-06-16,Stolen,2B,2000
1B,2B,Stolen Base 2B,116999,Jeff Kent,Mitch Meluskey,3,0,3,False,2000-06-16,Stolen,2B,2000
1B,2B,Stolen Base 2B,114961,Tom Goodwin,Mitch Meluskey,0,1,1,False,2000-06-13,Stolen,2B,2000
1B,,Caught Stealing 2B,115394,Jeffrey Hammonds,Mitch Meluskey,0,1,2,False,2000-06-13,Caught,2B,2000
1B,2B,Stolen Base 2B,114961,Tom Goodwin,Mitch Meluskey,0,4,5,False,2000-06-13,Stolen,2B,2000
1B,,Caught Stealing 2B,122111,Gary Sheffield,Mitch Meluskey,2,1,5,False,2000-06-08,Caught,2B,2000
1B,2B,Stolen Base 2B,150217,Cristian Guzman,Mitch Meluskey,0,0,1,True,2000-06-07,Stolen,2B,2000
2B,,Caught Stealing 3B,111957,Jay Canizaro,Mitch Meluskey,0,2,5,True,2000-06-05,Caught,3B,2000
1B,,Caught Stealing 2B,113660,Ray Durham,Mitch Meluskey,0,0,3,True,2000-06-03,Caught,2B,2000
1B,2B,Stolen Base 2B,150324,Carlos Lee,Mitch Meluskey,0,0,5,True,2000-06-03,Stolen,2B,2000
1B,2B,Stolen Base 2B,113660,Ray Durham,Mitch Meluskey,2,0,6,True,2000-06-03,Stolen,2B,2000
1B,2B,Stolen Base 2B,119853,Greg Norton,Mitch Meluskey,0,0,2,True,2000-06-02,Stolen,2B,2000
1B,2B,Stolen Base 2B,122205,Terry Shumpert,Mitch Meluskey,7,7,8,False,2000-05-30,Stolen,2B,2000
1B,2B,Stolen Base 2B,123700,Quilvio Veras,Mitch Meluskey,1,3,5,True,2000-05-28,Stolen,2B,2000
1B,2B,Stolen Base 2B,115223,Vladimir Guerrero,Mitch Meluskey,1,0,1,False,2000-05-21,Stolen,2B,2000
1B,2B,Stolen Base 2B,111851,Orlando Cabrera,Mitch Meluskey,2,1,2,False,2000-05-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,115224,Wilton Guerrero,Mitch Meluskey,8,4,7,False,2000-05-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,123723,Jose Vidro,Mitch Meluskey,1,1,6,False,2000-05-19,Stolen,2B,2000
1B,2B,Stolen Base 2B,115223,Vladimir Guerrero,Mitch Meluskey,2,1,8,False,2000-05-19,Stolen,2B,2000
1B,2B,Stolen Base 2B,115174,Marquis Grissom,Mitch Meluskey,5,4,5,False,2000-05-16,Stolen,2B,2000
1B,2B,Stolen Base 2B,121009,Pokey Reese,Mitch Meluskey,0,2,2,True,2000-05-14,Stolen,2B,2000
2B,3B,Stolen Base 3B,115135,Ken Griffey Jr.,Mitch Meluskey,1,1,6,True,2000-05-13,Stolen,3B,2000
1B,2B,Stolen Base 2B,111213,Aaron Boone,Mitch Meluskey,6,6,8,True,2000-05-13,Stolen,2B,2000
1B,2B,Stolen Base 2B,121009,Pokey Reese,Mitch Meluskey,0,0,1,True,2000-05-12,Stolen,2B,2000
1B,2B,Stolen Base 2B,114961,Tom Goodwin,Mitch Meluskey,1,3,9,True,2000-05-08,Stolen,2B,2000
1B,,Caught Stealing 2B,122544,Sammy Sosa,Mitch Meluskey,0,0,1,False,2000-05-02,Caught,2B,2000
2B,3B,Stolen Base 3B,115007,Mark Grace,Mitch Meluskey,5,0,3,False,2000-05-02,Stolen,3B,2000
1B,2B,Stolen Base 2B,121357,Henry Rodriguez,Mitch Meluskey,5,0,3,False,2000-05-02,Stolen,2B,2000
1B,2B,Stolen Base 2B,114833,Joe Girardi,Mitch Meluskey,1,1,2,True,2000-04-26,Stolen,2B,2000
1B,2B,Stolen Base 2B,122544,Sammy Sosa,Mitch Meluskey,1,2,3,True,2000-04-26,Stolen,2B,2000
2B,3B,Stolen Base 3B,124695,Eric Young Sr.,Mitch Meluskey,7,10,9,True,2000-04-26,Stolen,3B,2000
1B,2B,Stolen Base 2B,117148,Ryan Klesko,Mitch Meluskey,6,7,7,True,2000-04-23,Stolen,2B,2000
1B,2B,Stolen Base 2B,117148,Ryan Klesko,Mitch Meluskey,10,11,8,True,2000-04-23,Stolen,2B,2000
1B,,Caught Stealing 2B,118329,Al Martin,Mitch Meluskey,2,2,2,True,2000-04-22,Caught,2B,2000
1B,2B,Stolen Base 2B,118329,Al Martin,Mitch Meluskey,0,0,1,False,2000-04-16,Stolen,2B,2000
1B,,Caught Stealing 2B,150435,Wiki Gonzalez,Mitch Meluskey,3,0,2,False,2000-04-16,Caught,2B,2000
1B,2B,Stolen Base 2B,120140,Eric Owens,Mitch Meluskey,5,2,8,False,2000-04-15,Stolen,2B,2000
1B,2B,Stolen Base 2B,121074,Edgar Renteria,Mitch Meluskey,0,0,1,True,2000-04-10,Stolen,2B,2000
1B,2B,Stolen Base 2B,113744,Jim Edmonds,Mitch Meluskey,0,2,1,True,2000-04-10,Stolen,2B,2000
1B,2B,Stolen Base 2B,123726,Fernando Vina,Mitch Meluskey,3,8,8,True,2000-04-10,Stolen,2B,2000
1B,,Caught Stealing 2B,110029,Bobby Abreu,Mitch Meluskey,1,0,4,True,2000-04-09,Caught,2B,2000
1B,2B,Stolen Base 2B,119347,Mickey Morandini,Mitch Meluskey,4,2,4,True,2000-04-08,Stolen,2B,2000
1B,2B,Stolen Base 2B,112680,Wil Cordero,Mitch Meluskey,2,0,5,False,2000-04-06,Stolen,2B,2000
1B,2B,Stolen Base 2B,116974,Jason Kendall,Mitch Meluskey,3,0,6,False,2000-04-06,Stolen,2B,2000
2B,3B,Stolen Base 3B,110394,Bruce Aven,Mitch Meluskey,6,0,7,False,2000-04-06,Stolen,3B,2000
1B,2B,Stolen Base 2B,117863,Kenny Lofton,Mitch Meluskey,2,2,3,False,2002-04-20,Stolen,2B,2002
1B,,Caught Stealing 2B,150466,Brent Abernathy,Mitch Meluskey,2,1,4,True,2002-04-18,Caught,2B,2002
1B,,Caught Stealing 2B,150396,Milton Bradley,Mitch Meluskey,0,2,5,True,2002-04-07,Caught,2B,2002
1B,2B,Stolen Base 2B,150466,Brent Abernathy,Mitch Meluskey,0,0,5,False,2002-04-03,Stolen,2B,2002
