Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,150456,Adam Kennedy,A.J. Hinch,5,1,3,False,2001-06-03,Stolen,2B,2001
1B,2B,Stolen Base 2B,113889,Darin Erstad,A.J. Hinch,2,2,8,False,2001-06-02,Stolen,2B,2001
1B,2B,Stolen Base 2B,121358,Ivan Rodriguez,A.J. Hinch,0,0,1,False,2001-05-31,Stolen,2B,2001
1B,2B,Stolen Base 2B,137002,Gabe Kapler,A.J. Hinch,1,0,4,False,2001-05-31,Stolen,2B,2001
1B,,Caught Stealing 2B,112131,Frank Catalanotto,A.J. Hinch,1,0,4,False,2001-05-31,Caught,2B,2001
3B,,Caught Stealing Home,110816,David Bell,A.J. Hinch,6,7,8,True,2001-05-25,Caught,Home,2001
1B,2B,Caught Stealing Home,400085,Ichiro Suzuki,A.J. Hinch,6,7,8,True,2001-05-25,Caught,Home,2001
1B,2B,Stolen Base 2B,118365,Edgar Martinez,A.J. Hinch,6,7,9,True,2001-05-25,Stolen,2B,2001
1B,2B,Stolen Base 2B,150390,Damian Rolls,A.J. Hinch,0,0,1,True,2001-05-17,Stolen,2B,2001
1B,2B,Stolen Base 2B,115229,Jose Guillen,A.J. Hinch,1,0,3,True,2001-05-15,Stolen,2B,2001
1B,2B,Stolen Base 2B,116000,Denny Hocking,A.J. Hinch,0,0,1,False,2001-05-13,Stolen,2B,2001
1B,2B,Stolen Base 2B,150218,Jacque Jones,A.J. Hinch,2,0,2,False,2001-05-13,Stolen,2B,2001
1B,2B,Stolen Base 2B,119811,Trot Nixon,A.J. Hinch,0,0,3,False,2001-04-27,Stolen,2B,2001
1B,2B,Stolen Base 2B,122918,Chris Stynes,A.J. Hinch,0,1,5,False,2001-04-27,Stolen,2B,2001
1B,2B,Stolen Base 2B,116000,Denny Hocking,A.J. Hinch,0,0,1,True,2000-09-13,Stolen,2B,2000
1B,,Caught Stealing 2B,136731,Corey Koskie,A.J. Hinch,0,1,2,True,2000-09-13,Caught,2B,2000
1B,2B,Stolen Base 2B,150217,Cristian Guzman,A.J. Hinch,4,7,8,True,2000-09-13,Stolen,2B,2000
1B,,Caught Stealing 2B,400083,Andres Torres,A.J. Hinch,3,1,6,True,2002-09-26,Caught,2B,2002
1B,,Caught Stealing 2B,400083,Andres Torres,A.J. Hinch,5,5,7,True,2002-09-25,Caught,2B,2002
1B,2B,Stolen Base 2B,136601,George Lombard,A.J. Hinch,6,7,12,True,2002-09-25,Stolen,2B,2002
1B,2B,Stolen Base 2B,123245,Frank Thomas,A.J. Hinch,2,1,5,False,2002-09-17,Stolen,2B,2002
1B,2B,Stolen Base 2B,407483,Willie Harris,A.J. Hinch,0,0,1,True,2002-09-11,Stolen,2B,2002
1B,2B,Stolen Base 2B,111214,Bret Boone,A.J. Hinch,8,11,11,True,2002-09-08,Stolen,2B,2002
2B,3B,Stolen Base 3B,111214,Bret Boone,A.J. Hinch,8,11,11,True,2002-09-08,Stolen,3B,2002
2B,3B,Stolen Base 3B,123173,Miguel Tejada,A.J. Hinch,6,5,6,False,2002-09-02,Stolen,3B,2002
1B,2B,Stolen Base 2B,136767,Eric Chavez,A.J. Hinch,6,5,6,False,2002-09-02,Stolen,2B,2002
