Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,449107,Mike Aviles,Sal Fasano,3,8,6,True,2008-09-14,Stolen,2B,2008
1B,2B,Stolen Base 2B,430948,Alberto Callaspo,Sal Fasano,3,8,6,True,2008-09-14,Stolen,2B,2008
1B,2B,Stolen Base 2B,435078,Joaquin Arias,Sal Fasano,7,1,4,False,2008-08-23,Stolen,2B,2008
1B,2B,Stolen Base 2B,425477,Robb Quinlan,Sal Fasano,2,2,2,True,2008-08-17,Stolen,2B,2008
1B,,Caught Stealing 2B,116338,Torii Hunter,Sal Fasano,2,2,3,True,2008-08-17,Caught,2B,2008
2B,3B,Stolen Base 3B,115223,Vladimir Guerrero,Sal Fasano,3,3,5,True,2008-08-17,Stolen,3B,2008
2B,3B,Stolen Base 3B,217100,Willie Bloomquist,Sal Fasano,0,3,1,False,2008-07-19,Stolen,3B,2008
2B,3B,Stolen Base 3B,430404,Jonny Gomes,Sal Fasano,0,0,2,True,2008-07-13,Stolen,3B,2008
1B,2B,Stolen Base 2B,121074,Edgar Renteria,Sal Fasano,1,6,6,False,2008-07-09,Stolen,2B,2008
1B,,Caught Stealing 2B,457803,Jay Bruce,Sal Fasano,0,1,2,True,2008-06-28,Caught,2B,2008
2B,3B,Stolen Base 3B,448602,Mark Reynolds,Sal Fasano,1,2,2,False,2009-04-02,Stolen,3B,2009
1B,2B,Stolen Base 2B,425543,Josh Wilson,Sal Fasano,1,3,3,False,2009-04-02,Stolen,2B,2009
1B,2B,Stolen Base 2B,448602,Mark Reynolds,Sal Fasano,3,3,3,False,2009-04-02,Stolen,2B,2009
1B,2B,Stolen Base 2B,467827,Gerardo Parra,Sal Fasano,4,3,4,False,2009-04-02,Stolen,2B,2009
1B,2B,Stolen Base 2B,137002,Gabe Kapler,Sal Fasano,6,2,6,False,2001-04-22,Stolen,2B,2001
1B,,Caught Stealing 2B,123690,Randy Velarde,Sal Fasano,7,2,6,False,2001-04-22,Caught,2B,2001
1B,2B,Stolen Base 2B,120658,Luis Polonia,Sal Fasano,4,1,3,True,2000-08-27,Stolen,2B,2000
1B,2B,Stolen Base 2B,150083,Clay Bellinger,Sal Fasano,5,3,7,True,2000-08-27,Stolen,2B,2000
2B,,Caught Stealing 3B,113702,Damion Easley,Sal Fasano,0,2,3,True,2000-08-13,Caught,3B,2000
1B,2B,Stolen Base 2B,124288,Bernie Williams,Sal Fasano,6,0,4,False,2000-08-09,Stolen,2B,2000
1B,2B,Stolen Base 2B,119811,Trot Nixon,Sal Fasano,4,2,6,True,2000-07-30,Stolen,2B,2000
2B,3B,Stolen Base 3B,110183,Roberto Alomar,Sal Fasano,3,0,1,False,2000-04-20,Stolen,3B,2000
1B,2B,Stolen Base 2B,117863,Kenny Lofton,Sal Fasano,0,0,1,False,2000-04-19,Stolen,2B,2000
1B,2B,Stolen Base 2B,217100,Willie Bloomquist,Sal Fasano,0,2,1,True,2002-09-27,Stolen,2B,2002
1B,2B,Stolen Base 2B,400085,Ichiro Suzuki,Sal Fasano,1,2,3,True,2002-09-27,Stolen,2B,2002
1B,2B,Stolen Base 2B,217100,Willie Bloomquist,Sal Fasano,2,3,5,True,2002-09-27,Stolen,2B,2002
1B,,Caught Stealing 2B,400085,Ichiro Suzuki,Sal Fasano,6,6,9,True,2002-09-27,Caught,2B,2002
1B,,Caught Stealing 2B,217100,Willie Bloomquist,Sal Fasano,6,6,9,True,2002-09-27,Caught,2B,2002
1B,2B,Stolen Base 2B,407899,Luis Ugueto,Sal Fasano,6,6,11,True,2002-09-27,Stolen,2B,2002
1B,2B,Stolen Base 2B,431145,Russell Martin,Sal Fasano,1,2,1,False,2007-06-10,Stolen,2B,2007
1B,2B,Stolen Base 2B,435338,Tadahito Iguchi,Sal Fasano,1,3,5,True,2007-06-02,Stolen,2B,2007
1B,,Caught Stealing 2B,113889,Darin Erstad,Sal Fasano,1,0,3,True,2007-05-31,Caught,2B,2007
1B,,Caught Stealing 2B,150229,A.J. Pierzynski,Sal Fasano,1,0,5,True,2007-05-31,Caught,2B,2007
1B,2B,Stolen Base 2B,425664,Shane Victorino,Sal Fasano,0,0,4,False,2007-05-18,Stolen,2B,2007
