Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,,Caught Stealing 2B,572233,Christian Walker,Tony Wolters,7,0,6,False,2020-09-27,Caught,2B,2020
1B,2B,Stolen Base 2B,592518,Manny Machado,Tony Wolters,0,0,1,False,2020-09-07,Stolen,2B,2020
1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,Tony Wolters,0,0,5,False,2020-09-07,Stolen,2B,2020
2B,3B,Stolen Base 3B,595777,Jurickson Profar,Tony Wolters,0,0,7,False,2020-09-07,Stolen,3B,2020
1B,2B,Stolen Base 2B,663757,Trent Grisham,Tony Wolters,0,0,7,False,2020-09-07,Stolen,2B,2020
1B,2B,Stolen Base 2B,641355,Cody Bellinger,Tony Wolters,2,2,6,False,2020-09-04,Stolen,2B,2020
1B,2B,Stolen Base 2B,666158,Gavin Lux,Tony Wolters,10,6,8,False,2020-09-04,Stolen,2B,2020
1B,2B,Stolen Base 2B,594824,Greg Garcia,Tony Wolters,0,0,2,True,2020-08-29,Stolen,2B,2020
1B,2B,Stolen Base 2B,664702,Myles Straw,Tony Wolters,0,0,6,False,2020-08-18,Stolen,2B,2020
2B,3B,Stolen Base 3B,425783,Shin-Soo Choo,Tony Wolters,2,1,3,True,2020-08-15,Stolen,3B,2020
1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,Tony Wolters,2,1,3,True,2020-08-15,Stolen,2B,2020
1B,,Caught Stealing 2B,596059,Rougned Odor,Tony Wolters,2,2,7,True,2020-08-14,Caught,2B,2020
1B,2B,Stolen Base 2B,605113,Nick Ahmed,Tony Wolters,7,11,7,True,2020-08-10,Stolen,2B,2020
1B,2B,Stolen Base 2B,605113,Nick Ahmed,Tony Wolters,7,11,9,True,2020-08-10,Stolen,2B,2020
2B,3B,Stolen Base 3B,502054,Tommy Pham,Tony Wolters,2,3,6,True,2020-07-31,Stolen,3B,2020
1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,Tony Wolters,4,4,7,True,2020-07-31,Stolen,2B,2020
1B,2B,Stolen Base 2B,663757,Trent Grisham,Tony Wolters,5,5,9,True,2020-07-31,Stolen,2B,2020
1B,2B,Stolen Base 2B,572039,Stephen Piscotty,Tony Wolters,1,2,7,False,2020-07-29,Stolen,2B,2020
1B,2B,Stolen Base 2B,650489,Willi Castro,Tony Wolters,3,4,4,False,2021-05-15,Stolen,2B,2021
1B,2B,Stolen Base 2B,668731,Akil Baddoo,Tony Wolters,7,7,9,False,2021-05-15,Stolen,2B,2021
1B,2B,Stolen Base 2B,592444,JaCoby Jones,Tony Wolters,8,8,10,False,2021-05-15,Stolen,2B,2021
1B,2B,Stolen Base 2B,605141,Mookie Betts,Tony Wolters,1,3,8,True,2021-05-04,Stolen,2B,2021
