Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,113028,Johnny Damon,Greg Myers,3,1,7,False,2001-06-03,Stolen,2B,2001
1B,2B,Stolen Base 2B,118808,Mark McLemore,Greg Myers,2,0,5,False,2001-05-31,Stolen,2B,2001
1B,2B,Stolen Base 2B,400085,Ichiro Suzuki,Greg Myers,2,1,7,False,2001-05-31,Stolen,2B,2001
1B,,Caught Stealing 2B,111904,Mike Cameron,Greg Myers,2,1,8,False,2001-05-31,Caught,2B,2001
1B,2B,Stolen Base 2B,150197,Jose Macias,Greg Myers,2,0,2,False,2001-04-26,Stolen,2B,2001
1B,2B,Stolen Base 2B,117863,Kenny Lofton,Greg Myers,0,2,3,True,2001-04-18,Stolen,2B,2001
1B,2B,Stolen Base 2B,123744,Omar Vizquel,Greg Myers,0,2,3,True,2001-04-18,Stolen,2B,2001
1B,,Caught Stealing 2B,112682,Marty Cordova,Greg Myers,0,2,4,True,2001-04-18,Caught,2B,2001
2B,3B,Stolen Base 3B,124314,Gerald Williams,Greg Myers,0,4,4,True,2001-04-14,Stolen,3B,2001
1B,2B,Stolen Base 2B,150390,Damian Rolls,Greg Myers,6,5,9,True,2001-04-14,Stolen,2B,2001
1B,,Caught Stealing 2B,115229,Jose Guillen,Greg Myers,1,3,7,True,2000-08-26,Caught,2B,2000
1B,2B,Stolen Base 2B,120975,Jeff Reboulet,Greg Myers,0,0,3,True,2000-08-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,113028,Johnny Damon,Greg Myers,0,1,6,True,2000-08-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,113702,Damion Easley,Greg Myers,1,0,2,False,2000-08-10,Stolen,2B,2000
1B,2B,Stolen Base 2B,113702,Damion Easley,Greg Myers,6,2,5,False,2000-08-10,Stolen,2B,2000
1B,2B,Stolen Base 2B,111867,Miguel Cairo,Greg Myers,5,4,5,False,2000-08-06,Stolen,2B,2000
2B,3B,Stolen Base 3B,111867,Miguel Cairo,Greg Myers,6,4,7,False,2000-08-06,Stolen,3B,2000
1B,2B,Stolen Base 2B,116338,Torii Hunter,Greg Myers,4,5,6,True,2000-08-02,Stolen,2B,2000
2B,,Caught Stealing 3B,116338,Torii Hunter,Greg Myers,6,10,9,True,2000-08-02,Caught,3B,2000
1B,,Caught Stealing 2B,132660,Jolbert Cabrera,Greg Myers,0,0,1,True,2000-07-29,Caught,2B,2000
2B,3B,Stolen Base 3B,123744,Omar Vizquel,Greg Myers,1,0,3,True,2000-07-29,Stolen,3B,2000
1B,2B,Stolen Base 2B,110183,Roberto Alomar,Greg Myers,1,0,3,True,2000-07-29,Stolen,2B,2000
1B,2B,Stolen Base 2B,114596,Nomar Garciaparra,Greg Myers,5,8,7,True,2000-07-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,114596,Nomar Garciaparra,Greg Myers,5,8,7,True,2000-07-19,Stolen,2B,2000
2B,3B,Stolen Base 3B,116248,Trenidad Hubbard,Greg Myers,1,4,9,True,2000-07-14,Stolen,3B,2000
2B,3B,Stolen Base 3B,117759,Mike Lieberthal,Greg Myers,3,3,6,False,2000-07-09,Stolen,3B,2000
1B,2B,Stolen Base 2B,114844,Doug Glanville,Greg Myers,4,3,7,False,2000-07-09,Stolen,2B,2000
1B,,Caught Stealing 2B,111792,Homer Bush,Greg Myers,3,2,9,True,2000-07-02,Caught,2B,2000
1B,2B,Stolen Base 2B,114596,Nomar Garciaparra,Greg Myers,3,0,3,False,2000-06-29,Stolen,2B,2000
2B,3B,Stolen Base 3B,115749,Rickey Henderson,Greg Myers,4,2,5,False,2000-06-23,Stolen,3B,2000
1B,2B,Stolen Base 2B,111904,Mike Cameron,Greg Myers,5,2,6,False,2000-06-23,Stolen,2B,2000
1B,2B,Stolen Base 2B,124185,Rondell White,Greg Myers,0,0,4,False,2000-06-04,Stolen,2B,2000
1B,2B,Stolen Base 2B,123173,Miguel Tejada,Greg Myers,0,2,2,True,2000-05-27,Stolen,2B,2000
1B,2B,Stolen Base 2B,117731,Darren Lewis,Greg Myers,0,4,5,True,2000-05-12,Stolen,2B,2000
1B,2B,Stolen Base 2B,120191,Rafael Palmeiro,Greg Myers,0,3,5,True,2000-04-28,Stolen,2B,2000
1B,2B,Stolen Base 2B,150288,Ruben Mateo,Greg Myers,0,3,6,True,2000-04-28,Stolen,2B,2000
2B,,Caught Stealing 3B,112963,Chad Curtis,Greg Myers,1,3,7,True,2000-04-28,Caught,3B,2000
1B,2B,Caught Stealing 3B,121358,Ivan Rodriguez,Greg Myers,1,3,7,True,2000-04-28,Caught,3B,2000
1B,2B,Stolen Base 2B,150324,Carlos Lee,Greg Myers,4,4,4,False,2000-04-26,Stolen,2B,2000
1B,2B,Stolen Base 2B,113889,Darin Erstad,Greg Myers,1,2,3,True,2002-09-18,Stolen,2B,2002
1B,2B,Stolen Base 2B,275930,David Eckstein,Greg Myers,4,5,5,False,2002-09-12,Stolen,2B,2002
2B,3B,Stolen Base 3B,113889,Darin Erstad,Greg Myers,6,6,9,False,2002-09-12,Stolen,3B,2002
1B,2B,Stolen Base 2B,400136,Jason Smith,Greg Myers,1,2,9,False,2002-07-16,Stolen,2B,2002
1B,2B,Stolen Base 2B,150439,Gary Matthews,Greg Myers,1,1,3,False,2002-07-14,Stolen,2B,2002
2B,3B,Stolen Base 3B,150334,Chris Singleton,Greg Myers,3,3,5,False,2002-07-14,Stolen,3B,2002
1B,,Caught Stealing 2B,123494,Michael Tucker,Greg Myers,0,1,4,True,2002-07-05,Caught,2B,2002
1B,,Caught Stealing 2B,121673,Reggie Sanders,Greg Myers,0,3,1,True,2002-06-29,Caught,2B,2002
2B,3B,Stolen Base 3B,400085,Ichiro Suzuki,Greg Myers,5,4,4,False,2002-06-27,Stolen,3B,2002
1B,2B,Stolen Base 2B,112297,Jeff Cirillo,Greg Myers,5,4,4,False,2002-06-27,Stolen,2B,2002
1B,2B,Stolen Base 2B,407905,Felix Escalona,Greg Myers,0,0,3,False,2002-06-02,Stolen,2B,2002
1B,2B,Stolen Base 2B,133160,Randy Winn,Greg Myers,0,0,1,True,2002-05-25,Stolen,2B,2002
1B,2B,Stolen Base 2B,113028,Johnny Damon,Greg Myers,4,1,5,False,2002-05-15,Stolen,2B,2002
2B,,Caught Stealing 3B,113028,Johnny Damon,Greg Myers,4,1,5,False,2002-05-15,Caught,3B,2002
2B,,Caught Stealing 3B,150093,Alfonso Soriano,Greg Myers,0,0,1,True,2002-04-25,Caught,3B,2002
1B,,Caught Stealing 2B,275930,David Eckstein,Greg Myers,0,0,1,False,2002-04-14,Caught,2B,2002
1B,2B,Stolen Base 2B,113889,Darin Erstad,Greg Myers,4,1,8,False,2002-04-14,Stolen,2B,2002
1B,2B,Stolen Base 2B,112131,Frank Catalanotto,Greg Myers,2,2,7,False,2002-04-09,Stolen,2B,2002
1B,2B,Stolen Base 2B,111904,Mike Cameron,Greg Myers,3,6,7,False,2002-04-06,Stolen,2B,2002
1B,2B,Stolen Base 2B,276376,Nick Johnson,Greg Myers,3,2,2,False,2003-09-08,Stolen,2B,2003
1B,2B,Stolen Base 2B,425686,Hideki Matsui,Greg Myers,0,0,2,True,2003-09-04,Stolen,2B,2003
1B,2B,Stolen Base 2B,150093,Alfonso Soriano,Greg Myers,3,3,7,True,2003-09-03,Stolen,2B,2003
1B,2B,Stolen Base 2B,150239,Terrence Long,Greg Myers,6,8,9,True,2003-08-25,Stolen,2B,2003
