Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,592696,Eddie Rosario,Mike Marjama,3,5,6,False,2018-04-07,Stolen,2B,2018
1B,,Caught Stealing 2B,656305,Matt Chapman,Mike Marjama,5,3,5,False,2017-09-27,Caught,2B,2017
