Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,665742,Juan Soto,Wilson Ramos,3,3,5,False,2020-09-26,Stolen,2B,2020
1B,,Caught Stealing 2B,622534,Manuel Margot,Wilson Ramos,2,2,5,True,2020-09-23,Caught,2B,2020
2B,3B,Stolen Base 3B,621563,Joey Wendle,Wilson Ramos,0,1,2,True,2020-09-21,Stolen,3B,2020
1B,2B,Stolen Base 2B,621433,Brett Phillips,Wilson Ramos,0,1,2,True,2020-09-21,Stolen,2B,2020
1B,,Caught Stealing 2B,621563,Joey Wendle,Wilson Ramos,0,2,4,True,2020-09-21,Caught,2B,2020
1B,2B,Stolen Base 2B,668227,Randy Arozarena,Wilson Ramos,1,2,8,True,2020-09-21,Stolen,2B,2020
1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,Wilson Ramos,1,2,9,True,2020-09-21,Stolen,2B,2020
1B,2B,Stolen Base 2B,596451,Roman Quinn,Wilson Ramos,3,0,2,False,2020-09-16,Stolen,2B,2020
2B,3B,Stolen Base 3B,542340,Jonathan Villar,Wilson Ramos,3,1,6,False,2020-09-12,Stolen,3B,2020
1B,2B,Stolen Base 2B,542340,Jonathan Villar,Wilson Ramos,3,2,8,False,2020-09-12,Stolen,2B,2020
1B,2B,Stolen Base 2B,641505,Jonathan Davis,Wilson Ramos,3,2,8,False,2020-09-12,Stolen,2B,2020
1B,2B,Stolen Base 2B,545341,Randal Grichuk,Wilson Ramos,1,0,1,False,2020-09-11,Stolen,2B,2020
1B,2B,Stolen Base 2B,547180,Bryce Harper,Wilson Ramos,0,0,1,True,2020-09-06,Stolen,2B,2020
2B,3B,Stolen Base 3B,547180,Bryce Harper,Wilson Ramos,0,0,1,True,2020-09-06,Stolen,3B,2020
1B,2B,Stolen Base 2B,516416,Jean Segura,Wilson Ramos,0,1,2,True,2020-09-04,Stolen,2B,2020
1B,2B,Stolen Base 2B,596451,Roman Quinn,Wilson Ramos,2,3,7,True,2020-09-04,Stolen,2B,2020
2B,3B,Stolen Base 3B,596451,Roman Quinn,Wilson Ramos,2,3,7,True,2020-09-04,Stolen,3B,2020
1B,2B,Stolen Base 2B,543305,Aaron Hicks,Wilson Ramos,4,4,7,True,2020-09-03,Stolen,2B,2020
1B,2B,Stolen Base 2B,621446,Lewis Brinson,Wilson Ramos,0,0,3,True,2020-08-31,Stolen,2B,2020
1B,2B,Stolen Base 2B,500743,Miguel Rojas,Wilson Ramos,2,0,5,True,2020-08-31,Stolen,2B,2020
1B,2B,Stolen Base 2B,459964,Matt Joyce,Wilson Ramos,2,1,6,True,2020-08-31,Stolen,2B,2020
1B,,Caught Stealing 2B,572816,Corey Dickerson,Wilson Ramos,3,4,7,True,2020-08-31,Caught,2B,2020
1B,2B,Stolen Base 2B,595751,Jorge Alfaro,Wilson Ramos,3,5,9,True,2020-08-31,Stolen,2B,2020
1B,2B,Stolen Base 2B,621446,Lewis Brinson,Wilson Ramos,0,0,3,True,2020-08-27,Stolen,2B,2020
1B,2B,Stolen Base 2B,500743,Miguel Rojas,Wilson Ramos,2,0,5,True,2020-08-27,Stolen,2B,2020
1B,2B,Stolen Base 2B,459964,Matt Joyce,Wilson Ramos,2,1,6,True,2020-08-27,Stolen,2B,2020
1B,,Caught Stealing 2B,572816,Corey Dickerson,Wilson Ramos,3,4,7,True,2020-08-27,Caught,2B,2020
1B,2B,Stolen Base 2B,595751,Jorge Alfaro,Wilson Ramos,3,5,9,True,2020-08-27,Stolen,2B,2020
1B,,Caught Stealing 2B,542340,Jonathan Villar,Wilson Ramos,5,4,9,True,2020-08-26,Caught,2B,2020
1B,2B,Stolen Base 2B,542340,Jonathan Villar,Wilson Ramos,0,4,5,True,2020-08-25,Stolen,2B,2020
1B,2B,Stolen Base 2B,543305,Aaron Hicks,Wilson Ramos,4,4,7,True,2020-08-23,Stolen,2B,2020
1B,2B,Stolen Base 2B,642423,Magneuris Sierra,Wilson Ramos,1,3,2,False,2020-08-17,Stolen,2B,2020
1B,2B,Stolen Base 2B,642423,Magneuris Sierra,Wilson Ramos,1,4,4,True,2020-08-07,Stolen,2B,2020
1B,2B,Stolen Base 2B,542255,Ender Inciarte,Wilson Ramos,2,7,5,False,2020-08-03,Stolen,2B,2020
1B,2B,Stolen Base 2B,621020,Dansby Swanson,Wilson Ramos,5,1,5,False,2020-08-01,Stolen,2B,2020
1B,2B,Stolen Base 2B,518595,Travis d'Arnaud,Wilson Ramos,2,2,4,False,2020-07-31,Stolen,2B,2020
2B,3B,Stolen Base 3B,542255,Ender Inciarte,Wilson Ramos,8,10,8,False,2020-07-31,Stolen,3B,2020
1B,2B,Stolen Base 2B,621020,Dansby Swanson,Wilson Ramos,8,10,8,False,2020-07-31,Stolen,2B,2020
2B,,Caught Stealing 3B,606299,José Peraza,Wilson Ramos,0,1,3,True,2020-07-30,Caught,3B,2020
1B,,Caught Stealing 2B,643217,Andrew Benintendi,Wilson Ramos,1,0,3,True,2020-07-29,Caught,2B,2020
1B,2B,Stolen Base 2B,643217,Andrew Benintendi,Wilson Ramos,0,0,1,False,2020-07-27,Stolen,2B,2020
1B,2B,Stolen Base 2B,657077,Alex Verdugo,Wilson Ramos,0,2,4,True,2021-08-29,Stolen,2B,2021
1B,2B,Stolen Base 2B,680776,Jarren Duran,Wilson Ramos,0,4,6,True,2021-08-29,Stolen,2B,2021
1B,,Caught Stealing 2B,657077,Alex Verdugo,Wilson Ramos,3,5,7,True,2021-08-29,Caught,2B,2021
1B,2B,Stolen Base 2B,669256,Nick Solak,Wilson Ramos,0,3,2,True,2021-08-24,Stolen,2B,2021
1B,2B,Stolen Base 2B,593871,Jorge Polanco,Wilson Ramos,1,3,8,False,2021-08-17,Stolen,2B,2021
1B,2B,Stolen Base 2B,650489,Willi Castro,Wilson Ramos,3,1,2,False,2021-08-14,Stolen,2B,2021
1B,2B,Stolen Base 2B,650489,Willi Castro,Wilson Ramos,3,1,4,False,2021-08-14,Stolen,2B,2021
1B,,Caught Stealing 2B,650489,Willi Castro,Wilson Ramos,4,3,6,False,2021-08-14,Caught,2B,2021
2B,3B,Stolen Base 3B,663697,Jonathan India,Wilson Ramos,8,2,5,True,2021-08-09,Stolen,3B,2021
1B,2B,Stolen Base 2B,606992,Eric Haase,Wilson Ramos,0,1,2,True,2021-08-07,Stolen,2B,2021
1B,2B,Stolen Base 2B,643217,Andrew Benintendi,Wilson Ramos,7,3,7,False,2021-05-22,Stolen,2B,2021
1B,2B,Stolen Base 2B,593160,Whit Merrifield,Wilson Ramos,7,3,8,False,2021-05-22,Stolen,2B,2021
2B,3B,Stolen Base 3B,663697,Jonathan India,Wilson Ramos,8,2,5,True,2021-05-09,Stolen,3B,2021
1B,,Caught Stealing 2B,646240,Rafael Devers,Wilson Ramos,3,1,3,False,2021-05-06,Caught,2B,2021
