Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,120766,Curtis Pride,Javy Lopez,0,0,1,True,2001-05-30,Stolen,2B,2001
1B,2B,Stolen Base 2B,150398,Geoff Blum,Javy Lopez,0,4,6,True,2001-05-30,Stolen,2B,2001
1B,2B,Stolen Base 2B,111851,Orlando Cabrera,Javy Lopez,4,2,8,True,2001-05-28,Stolen,2B,2001
1B,,Caught Stealing 2B,116974,Jason Kendall,Javy Lopez,0,0,1,True,2001-05-27,Caught,2B,2001
1B,2B,Stolen Base 2B,124704,Kevin Young,Javy Lopez,0,1,4,True,2001-05-27,Stolen,2B,2001
1B,2B,Stolen Base 2B,116974,Jason Kendall,Javy Lopez,0,0,3,True,2001-05-25,Stolen,2B,2001
1B,2B,Stolen Base 2B,120092,Keith Osik,Javy Lopez,0,0,4,True,2001-05-25,Stolen,2B,2001
1B,,Caught Stealing 2B,116974,Jason Kendall,Javy Lopez,0,0,8,True,2001-05-25,Caught,2B,2001
2B,,Caught Stealing 3B,123639,John Vander Wal,Javy Lopez,0,0,8,True,2001-05-25,Caught,3B,2001
1B,2B,Stolen Base 2B,112116,Luis Castillo,Javy Lopez,3,0,7,False,2001-05-22,Stolen,2B,2001
1B,2B,Stolen Base 2B,114260,Cliff Floyd,Javy Lopez,3,0,7,False,2001-05-22,Stolen,2B,2001
1B,2B,Stolen Base 2B,120140,Eric Owens,Javy Lopez,0,1,1,False,2001-05-21,Stolen,2B,2001
1B,2B,Stolen Base 2B,112116,Luis Castillo,Javy Lopez,1,5,6,False,2001-05-21,Stolen,2B,2001
1B,,Caught Stealing 2B,123842,Todd Walker,Javy Lopez,0,5,2,True,2001-05-17,Caught,2B,2001
1B,,Caught Stealing 2B,115399,Mike Hampton,Javy Lopez,1,1,7,True,2001-05-15,Caught,2B,2001
1B,2B,Stolen Base 2B,121673,Reggie Sanders,Javy Lopez,6,3,8,False,2001-04-29,Stolen,2B,2001
1B,2B,Stolen Base 2B,114135,Steve Finley,Javy Lopez,10,6,8,False,2001-04-26,Stolen,2B,2001
1B,,Caught Stealing 2B,114844,Doug Glanville,Javy Lopez,1,0,3,False,2001-04-22,Caught,2B,2001
1B,2B,Stolen Base 2B,276519,Jimmy Rollins,Javy Lopez,0,0,3,False,2001-04-21,Stolen,2B,2001
3B,score,Caught Stealing Home,136724,Marlon Anderson,Javy Lopez,2,0,5,False,2001-04-21,Caught,Home,2001
1B,2B,Stolen Base 2B,114260,Cliff Floyd,Javy Lopez,0,0,1,True,2001-04-18,Stolen,2B,2001
1B,,Caught Stealing 2B,120140,Eric Owens,Javy Lopez,1,0,6,True,2001-04-18,Caught,2B,2001
1B,2B,Stolen Base 2B,112116,Luis Castillo,Javy Lopez,2,2,6,True,2001-04-17,Stolen,2B,2001
1B,2B,Stolen Base 2B,114260,Cliff Floyd,Javy Lopez,2,2,6,True,2001-04-17,Stolen,2B,2001
1B,2B,Stolen Base 2B,276519,Jimmy Rollins,Javy Lopez,0,0,1,True,2001-04-14,Stolen,2B,2001
1B,,Caught Stealing 2B,110029,Bobby Abreu,Javy Lopez,2,0,4,True,2001-04-13,Caught,2B,2001
1B,,Caught Stealing 2B,121058,Desi Relaford,Javy Lopez,0,0,9,False,2001-04-12,Caught,2B,2001
1B,2B,Stolen Base 2B,124755,Todd Zeile,Javy Lopez,1,1,2,False,2001-04-09,Stolen,2B,2001
1B,2B,Stolen Base 2B,114260,Cliff Floyd,Javy Lopez,6,1,7,False,2001-04-08,Stolen,2B,2001
1B,2B,Stolen Base 2B,117601,Derrek Lee,Javy Lopez,6,0,5,False,2001-04-07,Stolen,2B,2001
1B,2B,Stolen Base 2B,120140,Eric Owens,Javy Lopez,7,0,6,False,2001-04-07,Stolen,2B,2001
1B,2B,Stolen Base 2B,112116,Luis Castillo,Javy Lopez,1,6,8,False,2001-04-06,Stolen,2B,2001
