Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,119811,Trot Nixon,Robert Fick,3,2,5,False,2001-06-05,Stolen,2B,2001
1B,2B,Stolen Base 2B,113946,Carl Everett,Robert Fick,3,3,8,False,2001-06-05,Stolen,2B,2001
1B,,Caught Stealing 2B,132660,Jolbert Cabrera,Robert Fick,1,3,5,True,2001-05-30,Caught,2B,2001
1B,2B,Stolen Base 2B,123744,Omar Vizquel,Robert Fick,1,3,6,True,2001-05-30,Stolen,2B,2001
1B,2B,Caught Stealing 2B,120440,Herbert Perry,Robert Fick,0,2,6,True,2001-05-27,Caught,2B,2001
1B,2B,Stolen Base 2B,150334,Chris Singleton,Robert Fick,3,0,4,True,2001-05-25,Stolen,2B,2001
1B,2B,Stolen Base 2B,133160,Randy Winn,Robert Fick,1,0,2,False,2001-05-20,Stolen,2B,2001
1B,,Caught Stealing 2B,120190,Orlando Palmeiro,Robert Fick,0,2,4,True,2001-05-13,Caught,2B,2001
1B,,Caught Stealing 2B,115114,Rusty Greer,Robert Fick,0,0,1,True,2001-05-08,Caught,2B,2001
1B,,Caught Stealing 2B,123690,Randy Velarde,Robert Fick,0,1,3,True,2001-05-08,Caught,2B,2001
1B,,Caught Stealing 2B,115132,Ben Grieve,Robert Fick,1,1,2,True,2001-04-28,Caught,2B,2001
2B,3B,Stolen Base 3B,124314,Gerald Williams,Robert Fick,1,7,4,True,2001-04-28,Stolen,3B,2001
1B,2B,Stolen Base 2B,110183,Roberto Alomar,Robert Fick,0,0,1,False,2000-06-25,Stolen,2B,2000
1B,2B,Stolen Base 2B,119247,Raul Mondesi,Robert Fick,6,8,5,True,2000-05-28,Stolen,2B,2000
1B,2B,Stolen Base 2B,123610,Jose Valentin,Robert Fick,6,1,2,False,2000-04-23,Stolen,2B,2000
1B,2B,Stolen Base 2B,111867,Miguel Cairo,Robert Fick,0,1,3,True,2000-04-15,Stolen,2B,2000
1B,,Caught Stealing 2B,112106,Vinny Castilla,Robert Fick,0,7,8,True,2000-04-15,Caught,2B,2000
2B,3B,Stolen Base 3B,150472,Ryan Freel,Robert Fick,0,0,1,True,2005-07-31,Stolen,3B,2005
3B,,Caught Stealing Home,150472,Ryan Freel,Robert Fick,0,0,1,True,2005-07-31,Caught,Home,2005
1B,2B,Stolen Base 2B,150479,Felipe Lopez,Robert Fick,0,3,5,True,2005-07-31,Stolen,2B,2005
1B,2B,Stolen Base 2B,405395,Albert Pujols,Robert Fick,0,0,1,True,2005-07-27,Stolen,2B,2005
1B,2B,Stolen Base 2B,405395,Albert Pujols,Robert Fick,1,1,4,True,2005-07-27,Stolen,2B,2005
1B,2B,Stolen Base 2B,408314,José Reyes,Robert Fick,5,0,5,False,2005-07-21,Stolen,2B,2005
1B,2B,Stolen Base 2B,430838,Willy Taveras,Robert Fick,0,0,1,False,2005-07-06,Stolen,2B,2005
1B,2B,Stolen Base 2B,276361,Adam Everett,Robert Fick,3,0,1,False,2005-07-06,Stolen,2B,2005
1B,2B,Stolen Base 2B,407835,Jason Lane,Robert Fick,5,3,7,False,2005-07-06,Stolen,2B,2005
2B,3B,Stolen Base 3B,276361,Adam Everett,Robert Fick,0,1,2,False,2005-07-05,Stolen,3B,2005
1B,2B,Stolen Base 2B,429663,Chris Burke,Robert Fick,0,1,2,False,2005-07-05,Stolen,2B,2005
1B,2B,Stolen Base 2B,429663,Chris Burke,Robert Fick,6,1,7,False,2005-07-05,Stolen,2B,2005
1B,2B,Stolen Base 2B,430838,Willy Taveras,Robert Fick,0,0,1,False,2005-07-04,Stolen,2B,2005
1B,2B,Stolen Base 2B,430838,Willy Taveras,Robert Fick,1,1,5,False,2005-07-04,Stolen,2B,2005
1B,2B,Stolen Base 2B,110385,Brad Ausmus,Robert Fick,1,1,7,False,2005-07-04,Stolen,2B,2005
1B,2B,Stolen Base 2B,276361,Adam Everett,Robert Fick,4,1,8,False,2005-07-04,Stolen,2B,2005
1B,2B,Stolen Base 2B,400128,Alex Sanchez,Robert Fick,0,0,1,True,2005-07-01,Stolen,2B,2005
1B,2B,Stolen Base 2B,285131,Cesar Izturis,Robert Fick,0,0,1,False,2005-06-28,Stolen,2B,2005
1B,,Caught Stealing 2B,150029,Jayson Werth,Robert Fick,3,4,3,False,2005-06-27,Caught,2B,2005
1B,2B,Stolen Base 2B,134181,Adrian Beltré,Robert Fick,3,0,4,True,2005-06-26,Stolen,2B,2005
1B,2B,Stolen Base 2B,400085,Ichiro Suzuki,Robert Fick,8,1,5,True,2005-06-25,Stolen,2B,2005
2B,3B,Stolen Base 3B,400085,Ichiro Suzuki,Robert Fick,8,2,5,True,2005-06-25,Stolen,3B,2005
1B,2B,Stolen Base 2B,430598,Jeremy Reed,Robert Fick,8,2,5,True,2005-06-25,Stolen,2B,2005
1B,2B,Stolen Base 2B,434604,Michael Morse,Robert Fick,3,0,3,True,2005-06-24,Stolen,2B,2005
1B,2B,Stolen Base 2B,116338,Torii Hunter,Robert Fick,0,3,2,False,2005-06-18,Stolen,2B,2005
