Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,542932,Jon Berti,Willson Contreras,0,0,5,True,2020-09-30,Stolen,2B,2020
1B,2B,Stolen Base 2B,542932,Jon Berti,Willson Contreras,1,5,8,True,2020-09-30,Stolen,2B,2020
1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,Willson Contreras,1,1,2,False,2020-09-26,Stolen,2B,2020
1B,,Caught Stealing 2B,543510,James McCann,Willson Contreras,7,5,5,False,2020-09-26,Caught,2B,2020
1B,2B,Stolen Base 2B,663611,Nick Madrigal,Willson Contreras,7,5,6,False,2020-09-26,Stolen,2B,2020
1B,,Caught Stealing 2B,595909,Jake Cave,Willson Contreras,1,0,2,True,2020-09-18,Caught,2B,2020
1B,2B,Stolen Base 2B,541645,Avisaíl García,Willson Contreras,0,0,3,False,2020-09-11,Stolen,2B,2020
1B,,Caught Stealing 2B,541645,Avisaíl García,Willson Contreras,0,0,5,False,2020-09-11,Caught,2B,2020
1B,2B,Stolen Base 2B,673451,Shogo Akiyama,Willson Contreras,0,3,2,True,2020-09-10,Stolen,2B,2020
1B,2B,Stolen Base 2B,673451,Shogo Akiyama,Willson Contreras,0,3,4,True,2020-09-10,Stolen,2B,2020
1B,2B,Stolen Base 2B,595375,JT Riddle,Willson Contreras,4,2,6,False,2020-09-03,Stolen,2B,2020
1B,2B,Stolen Base 2B,673451,Shogo Akiyama,Willson Contreras,0,0,3,False,2020-08-30,Stolen,2B,2020
2B,,Caught Stealing 3B,676480,Jose Barrero,Willson Contreras,4,3,4,False,2020-08-29,Caught,3B,2020
1B,2B,Caught Stealing 3B,673451,Shogo Akiyama,Willson Contreras,4,3,4,False,2020-08-29,Caught,3B,2020
1B,2B,Stolen Base 2B,592348,Niko Goodrum,Willson Contreras,7,3,8,False,2020-08-26,Stolen,2B,2020
1B,2B,Stolen Base 2B,592348,Niko Goodrum,Willson Contreras,2,0,1,False,2020-08-25,Stolen,2B,2020
1B,,Caught Stealing 2B,600869,Jeimer Candelario,Willson Contreras,2,0,5,False,2020-08-25,Caught,2B,2020
1B,,Caught Stealing 2B,669374,Keston Hiura,Willson Contreras,3,5,5,True,2020-08-16,Caught,2B,2020
1B,2B,Stolen Base 2B,670084,Nick Heath,Willson Contreras,5,4,9,True,2020-08-04,Stolen,2B,2020
1B,,Caught Stealing 2B,609275,Adalberto Mondesi,Willson Contreras,0,0,4,True,2020-08-03,Caught,2B,2020
1B,2B,Stolen Base 2B,614173,Franchy Cordero,Willson Contreras,2,0,9,True,2020-08-03,Stolen,2B,2020
2B,,Caught Stealing 3B,676480,Jose Barrero,Willson Contreras,4,3,4,False,2020-07-30,Caught,3B,2020
