Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,,Caught Stealing 2B,665926,Andrés Giménez,Adley Rutschman,1,5,7,False,2023-09-24,Caught,2B,2023
1B,2B,Stolen Base 2B,686823,Will Brennan,Adley Rutschman,7,6,7,False,2023-09-22,Stolen,2B,2023
1B,2B,Stolen Base 2B,608070,José Ramírez,Adley Rutschman,0,0,3,False,2023-09-21,Stolen,2B,2023
1B,2B,Stolen Base 2B,647304,Josh Naylor,Adley Rutschman,2,2,8,False,2023-09-21,Stolen,2B,2023
1B,,Caught Stealing 2B,676801,Chas McCormick,Adley Rutschman,0,1,3,False,2023-09-20,Caught,2B,2023
1B,2B,Stolen Base 2B,676801,Chas McCormick,Adley Rutschman,3,3,6,False,2023-09-18,Stolen,2B,2023
2B,3B,Stolen Base 3B,663457,Lars Nootbaar,Adley Rutschman,2,1,3,True,2023-09-11,Stolen,3B,2023
1B,2B,Stolen Base 2B,678882,Ceddanne Rafaela,Adley Rutschman,7,3,8,False,2023-09-10,Stolen,2B,2023
1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,Adley Rutschman,0,1,4,True,2023-08-29,Stolen,2B,2023
1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,Adley Rutschman,1,4,9,False,2023-08-14,Stolen,2B,2023
1B,,Caught Stealing 2B,687799,Cade Marlowe,Adley Rutschman,0,0,9,False,2023-08-12,Caught,2B,2023
1B,2B,Stolen Base 2B,514888,Jose Altuve,Adley Rutschman,2,7,8,True,2023-08-09,Stolen,2B,2023
1B,2B,Stolen Base 2B,664056,Harrison Bader,Adley Rutschman,0,1,2,True,2023-07-29,Stolen,2B,2023
1B,2B,Stolen Base 2B,683011,Anthony Volpe,Adley Rutschman,3,8,7,True,2023-07-29,Stolen,2B,2023
1B,2B,Stolen Base 2B,666139,Josh Lowe,Adley Rutschman,1,3,4,False,2023-07-20,Stolen,2B,2023
2B,3B,Stolen Base 3B,500743,Miguel Rojas,Adley Rutschman,1,6,7,True,2023-07-18,Stolen,3B,2023
1B,2B,Stolen Base 2B,681546,James Outman,Adley Rutschman,1,6,7,True,2023-07-18,Stolen,2B,2023
2B,3B,Stolen Base 2B,681546,James Outman,Adley Rutschman,1,6,7,True,2023-07-18,Stolen,2B,2023
1B,,Caught Stealing 2B,545350,Jake Marisnick,Adley Rutschman,4,6,8,True,2023-07-17,Caught,2B,2023
1B,,Caught Stealing 2B,650333,Luis Arraez,Adley Rutschman,1,1,4,True,2023-07-11,Caught,2B,2023
1B,2B,Stolen Base 2B,669257,Will Smith,Adley Rutschman,2,3,8,True,2023-07-11,Stolen,2B,2023
1B,,Caught Stealing 2B,572191,Michael A. Taylor,Adley Rutschman,0,1,7,True,2023-07-01,Caught,2B,2023
1B,2B,Stolen Base 2B,670770,TJ Friedl,Adley Rutschman,0,0,1,True,2023-06-28,Stolen,2B,2023
1B,2B,Stolen Base 2B,668715,Spencer Steer,Adley Rutschman,4,6,5,True,2023-06-28,Stolen,2B,2023
1B,2B,Stolen Base 2B,670770,TJ Friedl,Adley Rutschman,4,6,6,True,2023-06-28,Stolen,2B,2023
1B,2B,Stolen Base 2B,666181,Will Benson,Adley Rutschman,4,6,8,True,2023-06-28,Stolen,2B,2023
1B,2B,Stolen Base 2B,682829,Elly De La Cruz,Adley Rutschman,7,7,9,True,2023-06-28,Stolen,2B,2023
1B,2B,Stolen Base 2B,677594,Julio Rodríguez,Adley Rutschman,1,2,3,True,2023-06-24,Stolen,2B,2023
1B,2B,Stolen Base 2B,672284,Jarred Kelenic,Adley Rutschman,3,3,6,True,2023-06-24,Stolen,2B,2023
1B,2B,Stolen Base 2B,676609,José Caballero,Adley Rutschman,0,5,3,True,2023-06-23,Stolen,2B,2023
1B,2B,Stolen Base 2B,643565,Mike Tauchman,Adley Rutschman,3,2,5,False,2023-06-18,Stolen,2B,2023
2B,3B,Stolen Base 3B,670156,Miles Mastrobuoni,Adley Rutschman,3,5,7,False,2023-06-18,Stolen,3B,2023
1B,2B,Stolen Base 2B,663611,Nick Madrigal,Adley Rutschman,3,5,7,False,2023-06-18,Stolen,2B,2023
1B,2B,Stolen Base 2B,662139,Daulton Varsho,Adley Rutschman,0,0,4,True,2023-06-14,Stolen,2B,2023
1B,,Caught Stealing 2B,593160,Whit Merrifield,Adley Rutschman,0,0,5,True,2023-06-14,Caught,2B,2023
1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,Adley Rutschman,0,2,8,True,2023-06-14,Stolen,2B,2023
2B,3B,Stolen Base 3B,593160,Whit Merrifield,Adley Rutschman,0,2,8,True,2023-06-14,Stolen,3B,2023
1B,,Caught Stealing 2B,677951,Bobby Witt Jr.,Adley Rutschman,4,1,6,True,2023-06-10,Caught,2B,2023
1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,Adley Rutschman,2,1,4,True,2023-06-09,Stolen,2B,2023
1B,2B,Stolen Base 2B,592885,Christian Yelich,Adley Rutschman,2,3,7,False,2023-06-06,Stolen,2B,2023
2B,3B,Stolen Base 3B,592885,Christian Yelich,Adley Rutschman,2,3,7,False,2023-06-06,Stolen,3B,2023
1B,2B,Stolen Base 2B,663368,Blake Perkins,Adley Rutschman,3,3,8,False,2023-06-06,Stolen,2B,2023
1B,2B,Stolen Base 2B,668930,Brice Turang,Adley Rutschman,3,3,8,False,2023-06-06,Stolen,2B,2023
1B,2B,Stolen Base 2B,680757,Steven Kwan,Adley Rutschman,7,6,5,True,2023-05-31,Stolen,2B,2023
2B,3B,Stolen Base 3B,647304,Josh Naylor,Adley Rutschman,7,9,5,True,2023-05-31,Stolen,3B,2023
1B,,Caught Stealing 2B,665926,Andrés Giménez,Adley Rutschman,8,12,8,True,2023-05-31,Caught,2B,2023
1B,2B,Stolen Base 2B,664056,Harrison Bader,Adley Rutschman,0,0,4,False,2023-05-25,Stolen,2B,2023
