Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,430565,Kazuo Matsui,Ryan Hanigan,0,0,1,False,2008-09-24,Stolen,2B,2008
1B,2B,Stolen Base 2B,452254,Hunter Pence,Ryan Hanigan,2,0,4,False,2008-09-24,Stolen,2B,2008
1B,,Caught Stealing 2B,430565,Kazuo Matsui,Ryan Hanigan,2,0,5,False,2008-09-24,Caught,2B,2008
1B,,Caught Stealing 2B,110385,Brad Ausmus,Ryan Hanigan,1,2,5,False,2008-09-23,Caught,2B,2008
1B,2B,Stolen Base 2B,456422,Michael Bourn,Ryan Hanigan,1,2,6,False,2008-09-23,Stolen,2B,2008
1B,2B,Stolen Base 2B,430631,Reggie Abercrombie,Ryan Hanigan,1,2,9,False,2008-09-23,Stolen,2B,2008
1B,,Caught Stealing 2B,113660,Ray Durham,Ryan Hanigan,0,0,1,True,2008-09-19,Caught,2B,2008
1B,2B,Stolen Base 2B,407849,Bill Hall,Ryan Hanigan,10,2,7,True,2008-09-19,Stolen,2B,2008
1B,,Caught Stealing 2B,425902,Prince Fielder,Ryan Hanigan,1,0,3,False,2008-09-09,Caught,2B,2008
1B,2B,Stolen Base 2B,430611,Corey Hart,Ryan Hanigan,4,4,8,False,2008-09-09,Stolen,2B,2008
1B,2B,Stolen Base 2B,448242,Tony Gwynn Jr.,Ryan Hanigan,4,4,10,False,2008-09-09,Stolen,2B,2008
1B,2B,Stolen Base 2B,150093,Alfonso Soriano,Ryan Hanigan,1,3,7,True,2008-09-07,Stolen,2B,2008
1B,2B,Stolen Base 2B,150093,Alfonso Soriano,Ryan Hanigan,1,3,9,True,2008-09-07,Stolen,2B,2008
1B,,Caught Stealing 2B,458501,Luis Alfonso Cruz,Ryan Hanigan,0,0,1,True,2008-09-02,Caught,2B,2008
1B,2B,Stolen Base 2B,434661,Nate McLouth,Ryan Hanigan,2,3,8,True,2008-09-02,Stolen,2B,2008
1B,2B,Stolen Base 2B,456422,Michael Bourn,Ryan Hanigan,0,0,1,False,2008-08-26,Stolen,2B,2008
1B,,Caught Stealing 2B,123173,Miguel Tejada,Ryan Hanigan,0,1,4,False,2008-08-26,Caught,2B,2008
1B,2B,Stolen Base 2B,425549,Clint Barmes,Ryan Hanigan,0,2,1,False,2008-08-22,Stolen,2B,2008
1B,2B,Stolen Base 2B,430838,Willy Taveras,Ryan Hanigan,1,8,7,False,2008-08-22,Stolen,2B,2008
1B,2B,Stolen Base 2B,430565,Kazuo Matsui,Ryan Hanigan,0,0,1,True,2008-08-10,Stolen,2B,2008
1B,,Caught Stealing 2B,456655,Ian Stewart,Ryan Hanigan,4,4,10,True,2009-08-02,Caught,2B,2009
1B,2B,Stolen Base 2B,471865,Carlos González,Ryan Hanigan,0,2,2,True,2009-07-31,Stolen,2B,2009
1B,,Caught Stealing 2B,115732,Todd Helton,Ryan Hanigan,3,5,9,True,2009-07-31,Caught,2B,2009
1B,2B,Stolen Base 2B,444135,Ryan Theriot,Ryan Hanigan,8,3,8,False,2009-07-24,Stolen,2B,2009
1B,,Caught Stealing 2B,431145,Russell Martin,Ryan Hanigan,6,3,4,False,2009-07-20,Caught,2B,2009
1B,,Caught Stealing 2B,232694,Casey Blake,Ryan Hanigan,7,3,5,False,2009-07-20,Caught,2B,2009
2B,,Caught Stealing 3B,431145,Russell Martin,Ryan Hanigan,7,3,7,False,2009-07-20,Caught,3B,2009
1B,,Caught Stealing 2B,112736,Craig Counsell,Ryan Hanigan,0,0,1,True,2009-07-19,Caught,2B,2009
1B,2B,Stolen Base 2B,430611,Corey Hart,Ryan Hanigan,1,4,6,True,2009-07-18,Stolen,2B,2009
1B,2B,Stolen Base 2B,430611,Corey Hart,Ryan Hanigan,0,0,4,True,2009-07-17,Stolen,2B,2009
1B,2B,Stolen Base 2B,112116,Luis Castillo,Ryan Hanigan,5,0,4,False,2009-07-12,Stolen,2B,2009
1B,2B,Stolen Base 2B,325392,Scott Podsednik,Ryan Hanigan,0,0,1,True,2009-06-19,Stolen,2B,2009
1B,2B,Stolen Base 2B,493351,Alexei Ramirez,Ryan Hanigan,1,2,6,True,2009-06-19,Stolen,2B,2009
1B,2B,Stolen Base 2B,460051,Chris Getz,Ryan Hanigan,3,2,7,True,2009-06-19,Stolen,2B,2009
1B,2B,Stolen Base 2B,425796,Jeff Francoeur,Ryan Hanigan,0,1,2,True,2009-06-18,Stolen,2B,2009
2B,,Caught Stealing 3B,217100,Willie Bloomquist,Ryan Hanigan,1,0,3,False,2009-06-12,Caught,3B,2009
1B,2B,Stolen Base 2B,433597,Mark Teahen,Ryan Hanigan,4,1,6,False,2009-06-12,Stolen,2B,2009
2B,,Caught Stealing 3B,433217,Andrés Blanco,Ryan Hanigan,3,3,11,True,2009-06-07,Caught,3B,2009
1B,,Caught Stealing 2B,444135,Ryan Theriot,Ryan Hanigan,0,0,1,True,2009-06-06,Caught,2B,2009
2B,3B,Caught Stealing 2B,150093,Alfonso Soriano,Ryan Hanigan,0,0,1,True,2009-06-06,Caught,2B,2009
2B,,Caught Stealing 3B,453895,Brendan Ryan,Ryan Hanigan,1,4,7,False,2009-06-03,Caught,3B,2009
1B,2B,Stolen Base 2B,453895,Brendan Ryan,Ryan Hanigan,1,0,3,False,2009-06-02,Stolen,2B,2009
1B,,Caught Stealing 2B,435401,Skip Schumaker,Ryan Hanigan,5,2,6,False,2009-06-02,Caught,2B,2009
1B,2B,Stolen Base 2B,456422,Michael Bourn,Ryan Hanigan,0,0,1,True,2009-05-27,Stolen,2B,2009
1B,,Caught Stealing 2B,433898,Jeff Keppinger,Ryan Hanigan,1,1,2,True,2009-05-27,Caught,2B,2009
1B,,Caught Stealing 2B,452678,Asdrúbal Cabrera,Ryan Hanigan,0,0,1,True,2009-05-23,Caught,2B,2009
1B,2B,Stolen Base 2B,453181,Matt LaPorta,Ryan Hanigan,6,4,4,True,2009-05-23,Stolen,2B,2009
1B,2B,Stolen Base 2B,276519,Jimmy Rollins,Ryan Hanigan,0,3,2,True,2009-05-21,Stolen,2B,2009
1B,2B,Stolen Base 2B,425664,Shane Victorino,Ryan Hanigan,0,6,5,True,2009-05-21,Stolen,2B,2009
1B,2B,Stolen Base 2B,150479,Felipe Lopez,Ryan Hanigan,0,2,4,False,2009-05-12,Stolen,2B,2009
