Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,493127,Akinori Iwamura,Ramon Hernandez,0,0,1,True,2008-09-24,Stolen,2B,2008
1B,2B,Stolen Base 2B,445010,Fernando Perez,Ramon Hernandez,6,5,6,True,2008-09-24,Stolen,2B,2008
1B,2B,Stolen Base 2B,425834,B.J. Upton,Ramon Hernandez,6,7,6,True,2008-09-24,Stolen,2B,2008
1B,2B,Stolen Base 2B,445010,Fernando Perez,Ramon Hernandez,6,7,8,True,2008-09-24,Stolen,2B,2008
2B,3B,Stolen Base 3B,430583,Jason Bartlett,Ramon Hernandez,2,4,9,True,2008-09-22,Stolen,3B,2008
1B,2B,Stolen Base 2B,110029,Bobby Abreu,Ramon Hernandez,5,3,7,False,2008-09-21,Stolen,2B,2008
1B,2B,Stolen Base 2B,121358,Ivan Rodriguez,Ramon Hernandez,2,2,3,False,2008-09-19,Stolen,2B,2008
1B,2B,Stolen Base 2B,113028,Johnny Damon,Ramon Hernandez,2,2,5,False,2008-09-19,Stolen,2B,2008
1B,2B,Stolen Base 2B,429711,Franklin Gutierrez,Ramon Hernandez,0,5,6,True,2008-09-10,Stolen,2B,2008
1B,2B,Stolen Base 2B,450204,Ben Francisco,Ramon Hernandez,2,3,5,True,2008-09-08,Stolen,2B,2008
1B,2B,Stolen Base 2B,434658,Rajai Davis,Ramon Hernandez,0,0,1,True,2008-09-06,Stolen,2B,2008
1B,2B,Stolen Base 2B,488811,Aaron Cunningham,Ramon Hernandez,0,5,5,True,2008-09-06,Stolen,2B,2008
2B,3B,Stolen Base 3B,434658,Rajai Davis,Ramon Hernandez,2,3,8,True,2008-09-05,Stolen,3B,2008
1B,2B,Stolen Base 2B,456030,Dustin Pedroia,Ramon Hernandez,6,4,8,False,2008-09-01,Stolen,2B,2008
2B,3B,Stolen Base 3B,425834,B.J. Upton,Ramon Hernandez,0,0,1,False,2008-08-29,Stolen,3B,2008
1B,2B,Stolen Base 2B,435041,Carlos Quentin,Ramon Hernandez,0,1,4,True,2008-08-25,Stolen,2B,2008
3B,,Caught Stealing Home,435041,Carlos Quentin,Ramon Hernandez,2,2,10,False,2008-08-25,Caught,Home,2008
1B,,Caught Stealing 2B,110029,Bobby Abreu,Ramon Hernandez,1,1,3,True,2008-08-22,Caught,2B,2008
2B,3B,Stolen Base 3B,453056,Jacoby Ellsbury,Ramon Hernandez,0,3,2,True,2008-08-20,Stolen,3B,2008
1B,2B,Stolen Base 2B,453056,Jacoby Ellsbury,Ramon Hernandez,0,0,1,True,2008-08-19,Stolen,2B,2008
1B,2B,Stolen Base 2B,453056,Jacoby Ellsbury,Ramon Hernandez,2,6,8,True,2008-08-19,Stolen,2B,2008
1B,2B,Stolen Base 2B,424726,Jason Bay,Ramon Hernandez,1,2,6,True,2008-08-18,Stolen,2B,2008
1B,,Caught Stealing 2B,424825,Coco Crisp,Ramon Hernandez,1,2,7,True,2008-08-18,Caught,2B,2008
1B,2B,Stolen Base 2B,121074,Edgar Renteria,Ramon Hernandez,1,5,2,False,2008-08-17,Stolen,2B,2008
1B,2B,Stolen Base 2B,434158,Curtis Granderson,Ramon Hernandez,5,9,4,False,2008-08-17,Stolen,2B,2008
1B,,Caught Stealing 2B,430605,Ryan Raburn,Ramon Hernandez,2,5,6,False,2008-08-15,Caught,2B,2008
1B,,Caught Stealing 2B,425206,Jamey Carroll,Ramon Hernandez,3,3,7,False,2008-08-14,Caught,2B,2008
1B,2B,Stolen Base 2B,429711,Franklin Gutierrez,Ramon Hernandez,4,2,3,False,2008-08-12,Stolen,2B,2008
2B,3B,Stolen Base 3B,435079,Ian Kinsler,Ramon Hernandez,0,0,1,True,2008-08-09,Stolen,3B,2008
1B,2B,Stolen Base 2B,276545,Michael Young,Ramon Hernandez,0,0,1,True,2008-08-09,Stolen,2B,2008
1B,2B,Stolen Base 2B,435062,Howie Kendrick,Ramon Hernandez,5,1,7,False,2008-08-04,Stolen,2B,2008
2B,3B,Stolen Base 3B,435062,Howie Kendrick,Ramon Hernandez,5,1,7,False,2008-08-04,Stolen,3B,2008
2B,3B,Stolen Base 3B,116539,Derek Jeter,Ramon Hernandez,0,2,5,False,2008-07-29,Stolen,3B,2008
1B,2B,Stolen Base 2B,451629,Justin Christian,Ramon Hernandez,6,7,9,False,2008-07-29,Stolen,2B,2008
1B,2B,Stolen Base 2B,430895,Maicer Izturis,Ramon Hernandez,0,0,1,True,2008-07-26,Stolen,2B,2008
1B,,Caught Stealing 2B,425773,Casey Kotchman,Ramon Hernandez,5,6,7,True,2008-07-26,Caught,2B,2008
1B,,Caught Stealing 2B,115223,Vladimir Guerrero,Ramon Hernandez,1,5,5,True,2008-07-25,Caught,2B,2008
1B,2B,Stolen Base 2B,452252,Adam Lind,Ramon Hernandez,0,0,3,True,2008-07-24,Stolen,2B,2008
1B,2B,Stolen Base 2B,425567,Alex Rios,Ramon Hernandez,1,2,6,True,2008-07-24,Stolen,2B,2008
1B,2B,Stolen Base 2B,452252,Adam Lind,Ramon Hernandez,0,0,3,True,2008-07-23,Stolen,2B,2008
1B,2B,Stolen Base 2B,425567,Alex Rios,Ramon Hernandez,1,2,6,True,2008-07-23,Stolen,2B,2008
2B,3B,Stolen Base 3B,425567,Alex Rios,Ramon Hernandez,3,3,5,True,2008-07-21,Stolen,3B,2008
2B,3B,Stolen Base 3B,135784,Placido Polanco,Ramon Hernandez,2,7,2,True,2008-07-19,Stolen,3B,2008
1B,2B,Stolen Base 2B,122111,Gary Sheffield,Ramon Hernandez,2,7,2,True,2008-07-19,Stolen,2B,2008
1B,2B,Stolen Base 2B,460252,Jeff Larish,Ramon Hernandez,2,7,3,True,2008-07-19,Stolen,2B,2008
1B,,Caught Stealing 2B,121074,Edgar Renteria,Ramon Hernandez,9,10,7,True,2008-07-19,Caught,2B,2008
1B,2B,Stolen Base 2B,425567,Alex Rios,Ramon Hernandez,2,3,6,False,2008-07-10,Stolen,2B,2008
2B,3B,Stolen Base 3B,150484,Vernon Wells,Ramon Hernandez,9,7,6,False,2008-07-09,Stolen,3B,2008
1B,2B,Stolen Base 2B,121409,Scott Rolen,Ramon Hernandez,1,1,2,False,2008-07-08,Stolen,2B,2008
1B,2B,Stolen Base 2B,425567,Alex Rios,Ramon Hernandez,6,6,9,False,2008-07-08,Stolen,2B,2008
1B,,Caught Stealing 2B,458061,German Duran,Ramon Hernandez,3,6,5,True,2008-07-06,Caught,2B,2008
1B,2B,Stolen Base 2B,431157,Joey Gathright,Ramon Hernandez,0,0,3,True,2008-06-30,Stolen,2B,2008
