Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,408299,Omar Infante,Brad Davis,3,1,7,False,2010-09-28,Stolen,2B,2010
1B,2B,Stolen Base 2B,434661,Nate McLouth,Brad Davis,1,0,4,False,2010-09-27,Stolen,2B,2010
1B,,Caught Stealing 2B,430611,Corey Hart,Brad Davis,0,1,1,False,2010-09-25,Caught,2B,2010
1B,2B,Stolen Base 2B,430611,Corey Hart,Brad Davis,3,0,5,False,2010-09-23,Stolen,2B,2010
1B,,Caught Stealing 2B,431151,David Wright,Brad Davis,1,1,6,True,2010-09-21,Caught,2B,2010
1B,,Caught Stealing 2B,408314,José Reyes,Brad Davis,1,1,7,True,2010-09-21,Caught,2B,2010
1B,2B,Stolen Base 2B,516770,Starlin Castro,Brad Davis,0,0,1,True,2010-09-18,Stolen,2B,2010
1B,,Caught Stealing 2B,493120,Kosuke Fukudome,Brad Davis,0,2,7,True,2010-09-17,Caught,2B,2010
1B,2B,Stolen Base 2B,150029,Jayson Werth,Brad Davis,0,3,1,True,2010-09-15,Stolen,2B,2010
2B,3B,Stolen Base 3B,425664,Shane Victorino,Brad Davis,1,1,5,True,2010-09-14,Stolen,3B,2010
1B,2B,Stolen Base 2B,135784,Placido Polanco,Brad Davis,1,1,5,True,2010-09-14,Stolen,2B,2010
1B,2B,Stolen Base 2B,400284,Chase Utley,Brad Davis,1,2,9,True,2010-09-14,Stolen,2B,2010
1B,2B,Stolen Base 2B,400284,Chase Utley,Brad Davis,0,4,5,True,2010-09-13,Stolen,2B,2010
1B,,Caught Stealing 2B,460579,Nyjer Morgan,Brad Davis,0,2,2,False,2010-09-10,Caught,2B,2010
2B,3B,Stolen Base 3B,425664,Shane Victorino,Brad Davis,2,0,1,False,2010-09-08,Stolen,3B,2010
1B,2B,Stolen Base 2B,400284,Chase Utley,Brad Davis,2,0,1,False,2010-09-08,Stolen,2B,2010
1B,2B,Stolen Base 2B,276519,Jimmy Rollins,Brad Davis,5,3,5,False,2010-09-07,Stolen,2B,2010
1B,2B,Stolen Base 2B,425664,Shane Victorino,Brad Davis,8,7,8,False,2010-09-07,Stolen,2B,2010
1B,2B,Stolen Base 2B,425664,Shane Victorino,Brad Davis,0,1,1,False,2010-09-06,Stolen,2B,2010
3B,,Caught Stealing Home,136460,Alex Gonzalez,Brad Davis,0,1,2,True,2010-09-04,Caught,Home,2010
1B,2B,Stolen Base 2B,460579,Nyjer Morgan,Brad Davis,14,4,4,True,2010-09-01,Stolen,2B,2010
2B,3B,Stolen Base 3B,460579,Nyjer Morgan,Brad Davis,14,4,4,True,2010-09-01,Stolen,3B,2010
1B,2B,Stolen Base 2B,407483,Willie Harris,Brad Davis,15,10,7,True,2010-09-01,Stolen,2B,2010
1B,2B,Stolen Base 2B,150449,Rick Ankiel,Brad Davis,1,3,2,False,2010-08-29,Stolen,2B,2010
1B,2B,Stolen Base 2B,456422,Michael Bourn,Brad Davis,0,0,3,True,2010-08-22,Stolen,2B,2010
1B,,Caught Stealing 2B,429841,Matt Diaz,Brad Davis,4,4,9,True,2010-07-25,Caught,2B,2010
1B,2B,Stolen Base 2B,425664,Shane Victorino,Brad Davis,0,1,1,False,2010-06-09,Stolen,2B,2010
1B,,Caught Stealing 2B,573165,Rand Smith,Brad Davis,4,4,4,False,2010-04-03,Caught,2B,2010
2B,3B,Stolen Base 3B,407886,Ryan Ludwick,Brad Davis,1,2,5,False,2010-04-01,Stolen,3B,2010
1B,2B,Stolen Base 2B,150479,Felipe Lopez,Brad Davis,1,2,6,False,2010-04-01,Stolen,2B,2010
1B,2B,Stolen Base 2B,501896,David Freese,Brad Davis,1,3,8,False,2010-04-01,Stolen,2B,2010
