Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,,Caught Stealing 2B,425772,Jeff Mathis,Corky Miller,2,0,6,False,2008-06-15,Caught,2B,2008
1B,,Caught Stealing 2B,408314,José Reyes,Corky Miller,4,0,4,True,2008-05-20,Caught,2B,2008
1B,,Caught Stealing 2B,114789,Brian Giles,Corky Miller,1,2,4,True,2008-05-08,Caught,2B,2008
2B,3B,Stolen Base 3B,340192,Marco Scutaro,Corky Miller,5,2,5,False,2009-05-17,Stolen,3B,2009
1B,,Caught Stealing 2B,429713,Grady Sizemore,Corky Miller,4,5,6,False,2009-05-12,Caught,2B,2009
2B,3B,Stolen Base 3B,462101,Elvis Andrus,Corky Miller,1,0,3,False,2009-05-03,Stolen,3B,2009
1B,2B,Stolen Base 2B,443558,Nelson Cruz,Corky Miller,4,0,6,False,2009-05-03,Stolen,2B,2009
2B,3B,Stolen Base 3B,134181,Adrian Beltré,Corky Miller,2,1,9,True,2009-04-28,Stolen,3B,2009
1B,2B,Stolen Base 2B,408307,Carl Crawford,Corky Miller,2,7,7,False,2009-04-18,Stolen,2B,2009
1B,2B,Stolen Base 2B,460576,Carlos Gómez,Corky Miller,5,0,7,True,2009-04-11,Stolen,2B,2009
2B,3B,Stolen Base 3B,460576,Carlos Gómez,Corky Miller,5,0,7,True,2009-04-11,Stolen,3B,2009
1B,2B,Stolen Base 2B,346857,Nick Punto,Corky Miller,5,0,7,True,2009-04-11,Stolen,2B,2009
1B,2B,Stolen Base 2B,434659,Chris Duffy,Corky Miller,2,1,8,False,2009-04-02,Stolen,2B,2009
1B,,Caught Stealing 2B,407930,Bobby Hill,Corky Miller,0,1,5,False,2002-09-26,Caught,2B,2002
1B,2B,Stolen Base 2B,118414,Mike Matheny,Corky Miller,3,2,8,False,2002-06-28,Stolen,2B,2002
1B,2B,Stolen Base 2B,276516,Adam Piatt,Corky Miller,0,0,2,True,2002-06-23,Stolen,2B,2002
1B,2B,Stolen Base 2B,121347,Alex Rodriguez,Corky Miller,1,0,1,False,2002-06-12,Stolen,2B,2002
1B,2B,Stolen Base 2B,112106,Vinny Castilla,Corky Miller,0,0,2,True,2002-05-31,Stolen,2B,2002
1B,2B,Stolen Base 2B,112116,Luis Castillo,Corky Miller,1,0,3,True,2002-05-23,Stolen,2B,2002
1B,2B,Stolen Base 2B,114260,Cliff Floyd,Corky Miller,1,1,3,True,2002-05-23,Stolen,2B,2002
1B,,Caught Stealing 2B,120140,Eric Owens,Corky Miller,1,5,5,True,2002-05-23,Caught,2B,2002
1B,2B,Stolen Base 2B,136770,J.D. Drew,Corky Miller,4,1,5,False,2002-05-19,Stolen,2B,2002
1B,2B,Stolen Base 2B,137005,Kerry Robinson,Corky Miller,2,7,8,False,2002-05-18,Stolen,2B,2002
1B,2B,Stolen Base 2B,400128,Alex Sanchez,Corky Miller,3,4,5,False,2002-05-14,Stolen,2B,2002
1B,2B,Stolen Base 2B,124695,Eric Young Sr.,Corky Miller,3,4,8,False,2002-05-14,Stolen,2B,2002
1B,,Caught Stealing 2B,132720,Paul Bako,Corky Miller,6,5,6,True,2002-05-08,Caught,2B,2002
1B,2B,Stolen Base 2B,120747,Todd Pratt,Corky Miller,3,0,6,False,2002-04-14,Stolen,2B,2002
1B,2B,Stolen Base 2B,119865,Abraham O. Nunez,Corky Miller,0,0,1,False,2003-09-15,Stolen,2B,2003
1B,2B,Stolen Base 2B,406670,Rob Mackowiak,Corky Miller,3,0,4,False,2003-09-15,Stolen,2B,2003
