Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,117197,Chuck Knoblauch,Eddie Taubensee,3,3,4,True,2001-05-26,Stolen,2B,2001
1B,2B,Stolen Base 2B,117197,Chuck Knoblauch,Eddie Taubensee,4,5,6,True,2001-05-26,Stolen,2B,2001
1B,2B,Stolen Base 2B,136267,Troy Glaus,Eddie Taubensee,2,3,4,False,2001-05-18,Stolen,2B,2001
1B,2B,Stolen Base 2B,112155,Roger Cedeno,Eddie Taubensee,0,0,1,True,2001-04-22,Stolen,2B,2001
1B,2B,Stolen Base 2B,112155,Roger Cedeno,Eddie Taubensee,6,3,5,True,2001-04-22,Stolen,2B,2001
1B,2B,Stolen Base 2B,115915,Bobby Higginson,Eddie Taubensee,6,3,5,True,2001-04-22,Stolen,2B,2001
1B,2B,Stolen Base 2B,112155,Roger Cedeno,Eddie Taubensee,0,0,1,False,2001-04-14,Stolen,2B,2001
1B,2B,Stolen Base 2B,150395,Peter Bergeron,Eddie Taubensee,1,2,3,False,2000-07-30,Stolen,2B,2000
1B,,Caught Stealing 2B,150398,Geoff Blum,Eddie Taubensee,3,2,6,False,2000-07-29,Caught,2B,2000
1B,2B,Stolen Base 2B,150058,Glen Barker,Eddie Taubensee,5,7,10,True,2000-07-24,Stolen,2B,2000
1B,2B,Stolen Base 2B,124523,Tony Womack,Eddie Taubensee,0,1,2,True,2000-07-22,Stolen,2B,2000
1B,2B,Stolen Base 2B,114135,Steve Finley,Eddie Taubensee,3,1,3,True,2000-07-22,Stolen,2B,2000
1B,2B,Stolen Base 2B,110712,Danny Bautista,Eddie Taubensee,7,3,8,True,2000-07-22,Stolen,2B,2000
1B,2B,Stolen Base 2B,110987,Craig Biggio,Eddie Taubensee,6,1,6,False,2000-07-20,Stolen,2B,2000
1B,2B,Stolen Base 2B,150061,Julio Lugo,Eddie Taubensee,0,3,6,False,2000-07-19,Stolen,2B,2000
