Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
1B,2B,Stolen Base 2B,460060,Cliff Pennington,Gerald Laird,1,2,2,True,2008-09-22,Stolen,2B,2008
1B,2B,Stolen Base 2B,460060,Cliff Pennington,Gerald Laird,2,3,9,True,2008-09-22,Stolen,2B,2008
1B,,Caught Stealing 2B,110236,Garret Anderson,Gerald Laird,12,14,7,True,2008-09-19,Caught,2B,2008
1B,2B,Stolen Base 2B,457420,Brandon Wood,Gerald Laird,12,14,8,True,2008-09-19,Stolen,2B,2008
1B,2B,Stolen Base 2B,434658,Rajai Davis,Gerald Laird,2,1,5,False,2008-09-13,Stolen,2B,2008
1B,2B,Stolen Base 2B,488811,Aaron Cunningham,Gerald Laird,4,1,5,False,2008-09-13,Stolen,2B,2008
1B,2B,Stolen Base 2B,460060,Cliff Pennington,Gerald Laird,0,5,4,False,2008-09-11,Stolen,2B,2008
1B,2B,Stolen Base 2B,457420,Brandon Wood,Gerald Laird,2,1,5,False,2008-08-30,Stolen,2B,2008
1B,2B,Stolen Base 2B,408210,Chone Figgins,Gerald Laird,4,3,7,False,2008-08-30,Stolen,2B,2008
2B,3B,Stolen Base 3B,400018,Miguel Olivo,Gerald Laird,1,1,5,False,2008-08-26,Stolen,3B,2008
1B,2B,Stolen Base 2B,429713,Grady Sizemore,Gerald Laird,0,0,1,True,2008-08-23,Stolen,2B,2008
1B,2B,Stolen Base 2B,113240,David Dellucci,Gerald Laird,0,1,1,True,2008-08-23,Stolen,2B,2008
2B,3B,Stolen Base 3B,429713,Grady Sizemore,Gerald Laird,0,1,1,True,2008-08-23,Stolen,3B,2008
1B,2B,Stolen Base 2B,429713,Grady Sizemore,Gerald Laird,0,1,3,True,2008-08-23,Stolen,2B,2008
1B,,Caught Stealing 2B,135784,Placido Polanco,Gerald Laird,0,0,1,True,2008-08-18,Caught,2B,2008
1B,,Caught Stealing 2B,120044,Magglio Ordonez,Gerald Laird,7,8,9,True,2008-08-18,Caught,2B,2008
1B,2B,Stolen Base 2B,408212,Gabe Gross,Gerald Laird,0,0,2,True,2008-08-15,Stolen,2B,2008
2B,3B,Stolen Base 3B,136780,Mike Lowell,Gerald Laird,5,0,1,False,2008-08-12,Stolen,3B,2008
1B,2B,Stolen Base 2B,424726,Jason Bay,Gerald Laird,5,0,1,False,2008-08-12,Stolen,2B,2008
1B,,Caught Stealing 2B,424825,Coco Crisp,Gerald Laird,14,15,6,False,2008-08-12,Caught,2B,2008
1B,2B,Stolen Base 2B,406878,Brian Roberts,Gerald Laird,6,12,6,False,2008-08-10,Stolen,2B,2008
1B,2B,Stolen Base 2B,116539,Derek Jeter,Gerald Laird,0,2,8,True,2008-08-07,Stolen,2B,2008
1B,2B,Stolen Base 2B,113028,Johnny Damon,Gerald Laird,2,5,5,True,2008-08-06,Stolen,2B,2008
1B,2B,Stolen Base 2B,121347,Alex Rodriguez,Gerald Laird,2,0,2,True,2008-08-05,Stolen,2B,2008
1B,2B,Stolen Base 2B,451629,Justin Christian,Gerald Laird,3,0,3,True,2008-08-05,Stolen,2B,2008
1B,2B,Stolen Base 2B,446928,Joe Inglett,Gerald Laird,2,4,5,True,2008-08-03,Stolen,2B,2008
