,Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
352,1B,2B,Stolen Base 2B,150178,Jason LaRue,Todd Hundley,3,3,6,True,2001-05-22,Stolen,2B,2001
1022,3B,,Caught Stealing Home,150178,Jason LaRue,Benito Santiago,4,6,6,True,2001-04-25,Caught,Home,2001
587,2B,,Caught Stealing 3B,150178,Jason LaRue,Jorge Fabregas,2,1,4,False,2002-09-01,Caught,3B,2002
876,2B,,Caught Stealing 3B,150178,Jason LaRue,Brad Ausmus,1,1,8,False,2002-08-17,Caught,3B,2002
3203,2B,3B,Stolen Base 3B,150178,Jason LaRue,Paul Lo Duca,1,1,3,True,2002-05-02,Stolen,3B,2002
1168,1B,,Caught Stealing 2B,150178,Jason LaRue,Benito Santiago,3,0,6,False,2003-08-01,Caught,2B,2003
1996,3B,,Caught Stealing Home,150178,Jason LaRue,Damian Miller,2,1,4,False,2003-06-19,Caught,Home,2003
2050,3B,,Caught Stealing Home,150178,Jason LaRue,Damian Miller,2,1,2,False,2003-06-16,Caught,Home,2003
2274,1B,2B,Stolen Base 2B,150178,Jason LaRue,Jorge Posada,2,7,6,False,2003-06-05,Stolen,2B,2003
3179,1B,2B,Stolen Base 2B,150178,Jason LaRue,Paul Lo Duca,1,0,4,False,2003-04-22,Stolen,2B,2003
3181,1B,2B,Stolen Base 2B,150178,Jason LaRue,Paul Lo Duca,1,0,6,False,2003-04-22,Stolen,2B,2003
2138,1B,,Caught Stealing 2B,150178,Jason LaRue,Sandy Martinez,2,5,6,True,2004-06-12,Caught,2B,2004
2690,1B,,Caught Stealing 2B,150178,Jason LaRue,Paul Lo Duca,0,4,9,True,2004-05-15,Caught,2B,2004
3794,1B,2B,Stolen Base 2B,150178,Jason LaRue,Ivan Rodriguez,1,1,5,False,2007-04-06,Stolen,2B,2007
203,1B,2B,Stolen Base 2B,150178,Jason LaRue,Carlos Ruiz,14,5,8,True,2009-07-25,Stolen,2B,2009
