,Start_Base,End_Base,Event,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
877,1B,,Caught Stealing 2B,518934,DJ LeMahieu,Welington Castillo,0,3,4,True,2012-08-24,Caught,2B,2012
890,1B,,Caught Stealing 2B,518934,DJ LeMahieu,Josh Thole,0,0,3,True,2012-08-23,Caught,2B,2012
2771,2B,3B,Stolen Base 3B,518934,DJ LeMahieu,Matt Treanor,6,2,6,False,2012-06-01,Stolen,3B,2012
102,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Jarrod Saltalamacchia,6,1,7,False,2013-09-24,Stolen,2B,2013
599,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Devin Mesoraco,6,2,6,False,2013-09-01,Stolen,2B,2013
649,2B,,Caught Stealing 3B,518934,DJ LeMahieu,Ryan Hanigan,1,0,1,False,2013-08-30,Caught,3B,2013
677,2B,3B,Stolen Base 3B,518934,DJ LeMahieu,Buster Posey,2,1,6,False,2013-08-28,Stolen,3B,2013
731,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Buster Posey,3,0,3,False,2013-08-26,Stolen,2B,2013
1003,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Nick Hundley,8,0,5,False,2013-08-12,Stolen,2B,2013
1065,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Tony Sanchez,0,0,1,False,2013-08-09,Stolen,2B,2013
1235,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Brian McCann,5,1,7,True,2013-08-01,Stolen,2B,2013
1611,2B,,Caught Stealing 3B,518934,DJ LeMahieu,Nick Hundley,0,0,1,True,2013-07-10,Caught,3B,2013
1752,1B,,Caught Stealing 2B,518934,DJ LeMahieu,Tim Federowicz,8,4,6,False,2013-07-04,Caught,2B,2013
1823,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Guillermo Quiroz,0,0,1,False,2013-06-30,Stolen,2B,2013
1859,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Buster Posey,0,0,1,False,2013-06-28,Stolen,2B,2013
2011,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Kurt Suzuki,0,1,6,True,2013-06-21,Stolen,2B,2013
2139,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Humberto Quintero,6,1,1,False,2013-06-15,Stolen,2B,2013
2179,2B,3B,Stolen Base 3B,518934,DJ LeMahieu,Kurt Suzuki,3,2,4,False,2013-06-13,Stolen,3B,2013
2205,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Kurt Suzuki,5,2,6,False,2013-06-11,Stolen,2B,2013
2299,2B,3B,Stolen Base 3B,518934,DJ LeMahieu,Nick Hundley,2,4,5,False,2013-06-06,Stolen,3B,2013
2374,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,Tim Federowicz,1,0,1,False,2013-06-02,Stolen,2B,2013
